,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year,popularity
267,0.745,0.617,8,-7.642,0,0.591,0.223,0.00688,0.148,0.802,93.945,106627,2008,0
268,0.878,0.318,6,-5.81,0,0.403,0.234,5.08E-06,0.111,0.214,151.968,254779,2017,0
269,0.735,0.714,9,-5.798,0,0.243,0.39,0,0.408,0.879,140.001,185156,2015,0
270,0.41,0.777,5,-8.538,1,0.047,0.00324,0.00125,0.0837,0.609,116.477,254293,2011,27
271,0.663,0.846,0,-5.226,1,0.453,0.00472,0,0.292,0.526,75.137,255840,2018,3
272,0.909,0.631,9,-5.447,1,0.205,0.0717,0,0.108,0.394,145.968,276147,2018,8
273,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86E-05,0.105,0.595,140.022,181263,2018,81
274,0.777,0.657,1,-6.434,1,0.237,0.000738,3.34E-06,0.0932,0.245,189.992,226107,2018,67
275,0.964,0.346,5,-9.309,0,0.53,0.035,0,0.108,0.562,119.958,142273,2018,6
276,0.409,0.616,6,-9.584,0,0.0804,0.679,2.43E-05,0.141,0.655,86.219,239882,2011,5
277,0.888,0.515,1,-6.246,1,0.271,0.247,0,0.446,0.264,141.009,225893,2018,70
278,0.685,0.593,9,-9.083,0,0.284,0.134,0,0.123,0.144,84.763,136187,2018,6
279,0.909,0.405,6,-8.133,0,0.14,0.0306,0.00698,0.105,0.455,154.984,238613,2018,14
280,0.755,0.47,1,-8.72,1,0.139,0.0153,0,0.118,0.0604,76.056,184960,2018,7
281,0.413,0.676,1,-5.124,1,0.213,0.0239,0,0.0811,0.0827,173.478,302173,2018,8
282,0.754,0.449,7,-9.212,1,0.108,0.0329,7.84E-05,0.55,0.35,77.167,198973,2018,10
283,0.899,0.587,11,-7.866,0,0.338,0.279,0,0.0835,0.49,149.993,214467,2018,8
284,0.534,0.684,11,-7.874,0,0.717,0.164,0,0.499,0.338,170.416,195720,2018,6
285,0.755,0.575,4,-8.392,0,0.0673,0.0443,0.00127,0.276,0.493,85.994,205147,2018,9
286,0.878,0.432,10,-9.852,0,0.143,0.041,0,0.0571,0.441,86.956,163973,2018,7
287,0.487,0.85,1,-5.427,1,0.25,0.047,0,0.142,0.523,152.102,216333,2018,6
288,0.759,0.479,11,-10.65,1,0.186,0.0039,5.30E-06,0.302,0.347,140.089,195813,2018,5
289,0.636,0.538,1,-7.725,1,0.312,0.738,0,0.149,0.514,83.508,226920,2018,4
290,0.689,0.217,9,-13.539,0,0.0387,0.847,0.000123,0.106,0.272,92.007,206027,2018,6
291,0.776,0.482,1,-11.268,1,0.0356,0.481,0.0457,0.11,0.128,136.015,247893,2018,7
292,0.766,0.272,0,-5.696,1,0.041,0.0366,0,0.175,0.037,116.036,262453,2018,6
293,0.7,0.909,8,-6.461,1,0.0628,0.0884,0.000114,0.0778,0.757,93.469,210747,2018,9
294,0.807,0.321,0,-8.147,0,0.0571,0.132,0.000289,0.1,0.305,94.994,182080,2018,7
295,0.648,0.535,2,-13.295,1,0.1,0.458,0.00246,0.106,0.444,168.03,207307,2018,5
296,0.81,0.451,10,-6.348,0,0.249,0.152,0.0537,0.108,0.359,85.417,157600,2018,6
297,0.888,0.377,7,-10.142,0,0.339,0.0126,0,0.19,0.126,133.996,162800,2018,6
298,0.735,0.482,8,-9.445,1,0.139,0.00623,0.0144,0.448,0.315,181.995,217933,2018,18
299,0.825,0.317,10,-12.39,1,0.0583,0.497,0.0128,0.11,0.136,103.001,245787,2018,17
300,0.65,0.429,2,-13.071,1,0.192,0.0386,0,0.139,0.333,141.855,289560,2018,7
301,0.461,0.449,0,-10.998,1,0.442,0.428,8.29E-06,0.115,0.104,86.505,219960,2018,4
302,0.5,0.419,10,-7.349,0,0.39,0.4,0,0.36,0.313,91.963,309560,2018,4
303,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,2018,89
304,0.765,0.704,5,-4.589,0,0.127,0.0215,0,0.227,0.498,147.055,192172,2018,79
305,0.753,0.686,1,-5.415,0,0.284,0.0677,0,0.193,0.886,132.055,194732,2018,76
306,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,2018,85
307,0.853,0.637,3,-5.924,0,0.331,0.129,0,0.267,0.496,86.048,156195,2018,73
308,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,180522,2018,86
309,0.457,0.81,10,-5.735,0,0.217,0.0485,0,0.605,0.642,141.434,244010,2011,41
310,0.462,0.422,6,-10.381,1,0.175,0.939,0.0327,0.108,0.0853,87.364,176179,2019,63
311,0.683,0.695,1,-6.798,0,0.0574,0.393,0.00124,0.124,0.406,135.337,290791,2019,63
312,0.562,0.544,8,-5.065,1,0.369,0.536,0,0.17,0.231,159.517,375050,2019,64
313,0.79,0.731,9,-4.607,0,0.0327,0.00427,0.29,0.157,0.938,127.403,234176,2019,61
314,0.749,0.476,11,-11.147,0,0.507,0.579,0,0.1,0.534,71.937,188189,2019,64
315,0.591,0.846,7,-3.687,1,0.276,0.186,0,0.463,0.121,94.795,302492,2019,61
316,0.611,0.508,11,-5.573,0,0.0741,0.374,3.87E-06,0.168,0.368,103.612,193963,2019,59
317,0.462,0.773,8,-5.375,1,0.288,0.632,0,0.212,0.455,86.157,230717,2019,59
318,0.758,0.888,11,-4.899,0,0.0374,0.0999,0.0336,0.661,0.771,120.392,230484,2019,61
319,0.395,0.922,1,-2.176,1,0.375,0.19,0,0.134,0.558,162.361,257690,2019,65
320,0.774,0.912,2,-2.787,0,0.347,0.165,0,0.745,0.821,150.083,209957,2019,59
321,0.416,0.824,1,-3.075,1,0.343,0.00391,0,0.104,0.417,85.433,382262,2019,63
322,0.616,0.501,5,-5.722,0,0.24,0.178,1.20E-05,0.105,0.506,94.554,262047,2019,59
323,0.49,0.507,2,-6.205,0,0.0849,0.209,0.00104,0.119,0.237,147.037,139575,2019,60
324,0.471,0.784,11,-8.25,0,0.883,0.819,1.13E-05,0.107,0.258,160.833,243724,2019,58
325,0.397,0.0906,5,-21.655,1,0.054,0.988,0.856,0.344,0.136,185.167,174398,2019,56
326,0.399,0.491,6,-8.992,1,0.0714,0.631,0,0.171,0.356,94.542,213492,2019,59
327,0.333,0.859,6,-2.286,1,0.148,0.0185,0,0.22,0.125,86.882,332530,2019,59
328,0.656,0.432,6,-9.481,0,0.217,0.443,0,0.132,0.0897,97.022,222374,2019,13
329,0.646,0.899,6,-2.232,1,0.298,0.0337,0,0.232,0.685,164.119,219507,2019,70
330,0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,205427,2019,90
331,0.423,0.587,6,-6.635,1,0.529,0.765,0,0.114,0.33,180.331,253803,2019,64
332,0.631,0.788,4,-7.142,0,0.102,0.371,0.000317,0.108,0.544,157.769,240957,2019,67
333,0.789,0.404,1,-8.364,1,0.23,0.205,0,0.219,0.472,122.062,235566,2019,69
334,0.421,0.539,11,-5.456,0,0.274,0.779,0,0.111,0.523,89.177,281519,2019,69
335,0.733,0.361,1,-11.129,1,0.135,0.348,0.000285,0.0942,0.0361,94.902,353698,2019,62
336,0.673,0.81,8,-3.793,1,0.36,0.0322,0,0.133,0.564,166.084,266325,2019,60
337,0.743,0.66,4,-4.802,0,0.418,0.115,0,0.101,0.549,192.031,240218,2019,64
338,0.555,0.88,11,-4.325,0,0.265,0.0678,0,0.0723,0.391,87.195,205264,2019,63
339,0.477,0.501,11,-9.178,0,0.0398,0.706,5.61E-06,0.0953,0.689,81.376,253562,2019,61
340,0.549,0.495,6,-5.661,0,0.133,0.603,7.26E-06,0.0979,0.385,81.012,294651,2019,58
341,0.498,0.844,2,-2.834,1,0.268,0.0111,0,0.102,0.282,88.435,254022,2019,60
342,0.338,0.729,6,-6.419,0,0.102,0.758,3.24E-05,0.18,0.543,184.174,283816,2019,61
343,0.508,0.748,1,-4.997,1,0.33,0.281,0,0.168,0.225,100.414,252884,2019,58
344,0.641,0.454,5,-8.344,0,0.133,0.179,0.000116,0.065,0.302,78.036,343455,2019,56
345,0.619,0.489,11,-11.25,0,0.46,0.782,0,0.106,0.328,126.046,225012,2019,67
346,0.505,0.494,10,-8.635,0,0.315,0.414,7.98E-05,0.105,0.141,171.978,251240,2019,61
347,0.643,0.178,4,-8.56,0,0.0588,0.484,0.0108,0.122,0.0674,85.042,189289,2019,62
348,0.915,0.588,7,-6.302,0,0.0677,0.0824,0.000169,0.104,0.329,123.936,218710,2019,78
349,0.806,0.558,8,-6.538,1,0.172,0.00496,1.45E-06,0.16,0.26,85.011,251333,2016,67
350,0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973,2019,86
351,0.576,0.524,6,-5.428,1,0.24,0.89,0,0.108,0.715,99.387,212433,2019,80
352,0.854,0.554,8,-4.684,1,0.172,0.769,1.84E-06,0.0749,0.272,142.069,163121,2019,83
353,0.564,0.929,1,-3.839,1,0.275,0.279,0,0.149,0.808,110.539,246507,2009,49
