danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,popularity
0.688,0.477,9,-6.681,1,0.036,0.594,0,0.115,0.257,127.866,2007,74
0.549,0.24,0,-7.778,1,0.0338,0.947,0,0.106,0.167,119.58,2007,58
0.692,0.912,9,-7.733,1,0.0513,0.00456,0.00273,0.0616,0.642,104.862,2007,18
0.732,0.731,0,-2.171,1,0.0924,0.526,0,0.0496,0.799,140.211,2007,9
0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,2007,80
0.697,0.645,7,-4.27,1,0.0359,0.173,0,0.0892,0.271,113.101,2007,9
0.617,0.717,10,-7.858,0,0.153,0.00564,0,0.408,0.49,103.992,2007,21
0.549,0.748,2,-6.821,1,0.304,0.186,0,0.287,0.452,210.883,2007,41
0.745,0.616,7,-8.851,1,0.0351,0.0536,0.000507,0.139,0.961,124.437,2007,57
0.199,0.866,6,-4.88,1,0.0926,0.0803,6.46E-06,0.435,0.684,209.905,2007,7
0.796,0.97,1,-5.193,0,0.0371,0.00739,0.195,0.666,0.961,130.002,2007,8
0.523,0.809,4,-7.016,1,0.0302,0.134,0,0.195,0.912,143.223,2007,5
0.798,0.509,2,-7.288,1,0.0288,0.31,0,0.0837,0.618,124.937,2007,0
0.657,0.588,8,-6.005,1,0.0272,0.0252,0,0.087,0.105,118.022,2007,15
0.535,0.362,0,-11.063,1,0.0316,0.832,0.0131,0.112,0.127,115.015,2007,30
0.3,0.303,8,-12.089,1,0.0796,0.919,3.35E-06,0.0967,0.119,201.242,2007,60
0.587,0.895,2,-3.166,1,0.0355,0.0594,0,0.141,0.73,131.962,2007,50
0.592,0.426,2,-15.107,0,0.0305,0.832,0.0908,0.115,0.285,107.747,2007,12
0.678,0.847,0,-5.825,1,0.0519,0.0219,0.0329,0.373,0.601,122.287,2007,61
0.712,0.596,1,-5.31,1,0.0761,0.0302,3.32E-06,0.13,0.879,95.994,2007,53
0.671,0.908,11,-4.855,1,0.0605,0.0252,0.00128,0.12,0.631,124.473,2007,51
0.553,0.453,1,-8.164,1,0.0319,0.554,0,0.223,0.396,96.032,2007,50
0.164,0.859,4,-4.031,1,0.0425,0.0112,0,0.179,0.128,175.118,2007,63
0.739,0.365,5,-5.731,0,0.0415,0.751,1.65E-06,0.161,0.699,96.095,2007,67
0.509,0.336,3,-7.541,1,0.031,0.838,0,0.103,0.398,122.883,2007,33
0.387,0.747,7,-7.847,1,0.0601,0.463,0.000528,0.142,0.474,179.004,2007,50
0.877,0.259,5,-9.302,1,0.0427,0.771,8.98E-06,0.108,0.32,119.989,2007,63
0.646,0.887,9,-4.452,1,0.0381,0.127,0.000259,0.0698,0.523,110.964,2007,62
0.55,0.543,2,-8.395,1,0.0408,0.379,0,0.0927,0.562,82.761,2007,59
0.439,0.62,6,-4.386,0,0.0322,0.0165,0,0.105,0.453,184.047,2007,53
0.664,0.937,4,-5.158,0,0.0939,0.322,1.04E-06,0.19,0.804,105.569,2007,40
0.625,0.432,2,-11.948,1,0.0283,0.633,0.00242,0.127,0.361,137.926,2007,68
0.457,0.817,5,-5.653,1,0.0368,0.192,1.64E-06,0.0982,0.772,80.901,2007,1
0.339,0.832,5,-5.754,1,0.0461,0.158,0,0.15,0.791,161.303,2007,22
0.532,0.363,0,-13.966,1,0.146,0.822,0,0.313,0.401,129.092,2007,0
0.481,0.676,2,-5.358,1,0.229,0.489,0,0.336,0.569,174.055,2007,58
0.486,0.475,8,-7.843,0,0.0244,0.155,0.0349,0.2,0.457,75.281,2007,0
0.57,0.886,6,-4.145,0,0.044,0.00112,0.00739,0.594,0.805,158.035,2007,63
0.7,0.831,6,-4.931,1,0.0681,0.0124,0.000966,0.0949,0.808,121.003,2007,53
0.616,0.726,7,-4.536,1,0.0765,0.0024,1.92E-05,0.0666,0.643,128.861,2007,34
0.401,0.667,2,-4.228,1,0.0322,0.0721,0,0.176,0.218,104.979,2007,34
0.579,0.809,10,-4.657,1,0.0298,0.0524,0.00234,0.16,0.922,129.99,2007,24
0.655,0.842,7,-6.145,1,0.0375,0.215,0.000235,0.111,0.712,138.229,2007,0
0.292,0.974,7,-4.359,1,0.156,0.426,0.00193,0.771,0.59,153.954,2007,0
0.528,0.966,11,-4.615,0,0.245,0.00156,0.000208,0.228,0.264,136.197,2007,1
0.653,0.789,11,-5.216,1,0.0345,0.043,0,0.107,0.814,127.024,2007,0
0.267,0.693,0,-5.437,1,0.0498,0.0507,0.0174,0.419,0.445,155.518,2007,1
0.571,0.868,11,-5.194,1,0.0405,0.0631,0,0.121,0.671,93.012,2007,0
0.509,0.579,10,-8.372,1,0.0448,0.534,0,0.133,0.476,77.696,2007,1
0.609,0.816,5,-6.599,1,0.0432,0.384,0.698,0.073,0.765,146.128,2007,0
0.643,0.778,10,-4.951,1,0.0874,0.113,0,0.115,0.882,165.347,2007,0
0.85,0.942,2,-5.529,1,0.112,0.102,0.000294,0.973,0.709,115.066,2007,0
0.487,0.189,7,-13.584,1,0.0435,0.916,0,0.165,0.239,86.147,2007,0
0.461,0.915,0,-3.581,1,0.0455,0.000413,0,0.415,0.526,176.7,2007,34
0.527,0.735,8,-3.24,1,0.0498,0.0159,0,0.103,0.711,155.116,2007,35
0.625,0.876,9,-4.409,1,0.069,0.0921,0,0.101,0.408,170.011,2007,19
0.684,0.821,2,-3.421,1,0.0354,0.0243,0,0.289,0.783,131.884,2007,16
0.551,0.91,0,-3.387,1,0.0843,0.0994,0,0.0866,0.869,84.425,2007,46
0.669,0.8,3,-6.731,1,0.0652,0.00184,0.000356,0.466,0.656,123.801,2007,1
0.457,0.854,2,-6.2,1,0.265,0.0277,9.62E-05,0.731,0.485,172.231,2007,72
0.71,0.491,2,-7.382,1,0.0504,0.219,1.99E-06,0.0859,0.638,109.933,2007,61
0.561,0.698,2,-5.669,1,0.0468,0.463,4.31E-05,0.102,0.68,171.845,2007,47
0.646,0.159,4,-11.038,1,0.0392,0.785,2.25E-05,0.126,0.17,108.122,2007,36
0.539,0.874,10,-6.065,1,0.0788,0.736,9.35E-05,0.351,0.969,167.619,2007,3
0.534,0.171,10,-15.707,1,0.0329,0.908,0.179,0.126,0.468,115.318,2007,3
0.591,0.718,8,-6.025,1,0.0368,0.348,0.000118,0.107,0.468,117.995,2007,73
0.434,0.842,4,-4.468,1,0.038,0.00442,0.000142,0.308,0.838,169.935,2007,13
0.515,0.871,9,-4.113,1,0.0367,0.000585,0,0.0877,0.498,119.869,2007,4
0.517,0.511,4,-8.191,1,0.0339,0.19,0.00827,0.14,0.179,115.022,2007,2
0.565,0.881,0,-4.475,1,0.0356,0.00109,2.17E-05,0.106,0.427,121.972,2007,0
0.701,0.815,0,-5.995,1,0.038,0.0172,0.000627,0.0969,0.67,138.142,2007,64
0.601,0.537,6,-9.464,1,0.0296,0.743,0.732,0.143,0.394,144.994,2007,16
0.895,0.694,9,-4.384,1,0.275,0.176,0,0.292,0.632,93.944,2007,70
0.597,0.873,11,-7.335,0,0.0371,0.000279,0.696,0.307,0.382,125.413,2007,45
0.701,0.788,2,-5.611,1,0.0425,0.148,0.625,0.0977,0.795,142.584,2007,62
0.722,0.894,7,-5.903,1,0.0325,0.0418,0.00374,0.11,0.396,113.003,2007,62
0.639,0.903,11,-5.013,0,0.0371,0.00963,7.06E-05,0.174,0.96,135.938,2007,64
0.71,0.698,2,-5.797,1,0.0332,0.0697,0,0.478,0.852,104.007,2007,62
0.59,0.828,0,-6.28,1,0.0439,0.277,5.57E-06,0.0868,0.636,111.353,2007,70
0.646,0.813,6,-5.29,0,0.0288,0.00178,2.26E-05,0.144,0.821,112.115,2007,68
0.295,0.691,6,-4.322,1,0.0307,0.00564,0,0.162,0.178,151.598,2007,49
0.304,0.91,2,-6.096,0,0.117,0.0524,3.61E-05,0.111,0.305,118.794,2007,59
0.509,0.916,2,-2.793,1,0.0324,0.0241,0.000402,0.36,0.672,92.432,2007,63
0.437,0.759,0,-4.224,1,0.0788,0.00902,0,0.103,0.34,96.121,2007,52
0.52,0.672,9,-4.534,1,0.0314,0.145,0.0879,0.152,0.146,95.884,2007,46
0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64E-06,0.138,0.287,120.119,2007,78
0.529,0.967,1,-3.647,0,0.0508,0.114,0,0.61,0.596,140.127,2007,74
0.534,0.393,11,-7.813,1,0.0292,0.00479,0.0107,0.107,0.0641,110.007,2007,68
0.509,0.629,0,-6.434,1,0.0335,0.209,1.99E-06,0.369,0.237,80.012,2007,70
0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088,2007,68
0.534,0.688,8,-5.263,1,0.0291,0.138,0,0.0989,0.746,118.869,2007,0
0.34,0.209,0,-11.869,1,0.0279,0.679,0.000443,0.101,0.151,137.042,2007,64
0.423,0.306,0,-12.396,1,0.0469,0.952,0.0259,0.0725,0.45,152.313,2007,24
0.447,0.694,7,-4.637,0,0.382,0.0293,5.46E-06,0.167,0.509,175.868,2007,74
0.666,0.788,11,-6.821,1,0.0335,0.131,0.000146,0.15,0.922,91.014,2007,55
0.705,0.474,10,-13.081,1,0.0391,0.443,0.0553,0.338,0.756,98.612,2007,67
0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26E-06,0.113,0.731,172.977,2007,73
0.528,0.831,8,-3.607,1,0.0429,9.43E-05,0,0.141,0.632,131.094,2007,65
0.631,0.793,1,-4.086,0,0.0468,0.000218,5.65E-05,0.0976,0.648,136.96,2007,64
0.424,0.632,9,-7.243,1,0.0922,0.021,0.0117,0.0545,0.356,97.694,2007,61
0.594,0.961,6,-5.443,0,0.338,0.0463,0,0.853,0.531,113.126,2007,5
0.333,0.452,0,-11.125,0,0.0327,0.845,0.587,0.0921,0.381,99.183,2007,0
0.577,0.765,4,-4.226,1,0.0387,0.0404,0,0.0726,0.463,157.964,2007,4
0.27,0.275,0,-10.357,1,0.0356,0.834,0,0.146,0.232,168.653,2007,72
0.583,0.786,2,-3.142,0,0.0301,0.0208,0,0.188,0.573,123.052,2007,77
0.397,0.839,4,-6.674,1,0.102,0.00125,0,0.576,0.764,116.947,2007,56
0.684,0.65,7,-6.447,1,0.034,0.0567,0.000412,0.703,0.889,145.062,2007,5
0.781,0.645,6,-6.202,1,0.0297,0.0434,1.75E-06,0.127,0.961,120.983,2007,2
0.61,0.734,7,-6.193,1,0.0298,0.21,0,0.654,0.815,142.815,2007,0
0.464,0.362,2,-10.652,1,0.0306,0.574,0,0.111,0.416,135.255,2007,64
0.629,0.722,2,-5.693,1,0.0277,0.195,0,0.108,0.58,118.003,2007,59
0.541,0.854,2,-6.196,1,0.155,0.0254,0.000125,0.651,0.454,86.044,2007,73
0.394,0.197,2,-11.719,0,0.0346,0.977,0.0139,0.0725,0.228,136.12,2007,58
0.559,0.928,5,-3.04,1,0.0355,0.0746,5.56E-05,0.696,0.599,96.315,2007,69
0.547,0.911,1,-4.861,1,0.0715,0.0178,4.98E-05,0.0884,0.741,165.706,2007,0
0.363,0.355,7,-9.877,1,0.0457,0.371,7.43E-05,0.0814,0.19,180.364,2007,52
0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09E-06,0.486,0.79,150.034,2007,72
0.629,0.782,3,-9.595,1,0.0574,0.709,0.0215,0.304,0.736,128.973,2007,36
0.433,0.959,9,-4.04,1,0.0431,0.000917,0,0.028,0.365,172.984,2007,78
0.588,0.0665,5,-18.621,1,0.0394,0.987,0.0476,0.118,0.155,121.06,2007,34
0.702,0.875,7,-3.588,1,0.0283,0.014,0,0.0872,0.905,103.003,2007,59
0.313,0.894,1,-3.579,1,0.0294,0.121,0,0.0925,0.362,149.043,2007,9
0.3,0.843,1,-3.841,1,0.0354,0.0049,4.86E-06,0.079,0.139,135.648,2007,5
0.67,0.449,11,-8.468,0,0.0301,0.176,0,0.1,0.581,87.493,2007,31
0.465,0.281,5,-12.202,1,0.0297,0.913,0.000656,0.115,0.262,110.035,2007,43
0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75,2007,5
0.582,0.371,0,-8.519,1,0.0525,0.748,9.19E-05,0.122,0.604,200.085,2007,10
0.493,0.805,9,-3.609,0,0.0301,0.00204,0,0.121,0.606,174.104,2007,28
0.769,0.371,0,-8.522,1,0.0326,0.733,3.73E-05,0.106,0.653,100.001,2007,69
0.498,0.803,9,-6.932,1,0.0682,0.301,0.00426,0.35,0.517,120.083,2007,46
0.624,0.72,4,-7.341,0,0.0307,0.105,0.0632,0.0823,0.631,127.938,2007,40
0.69,0.75,6,-6.449,1,0.0442,0.374,0,0.603,0.905,110.102,2007,62
0.821,0.496,0,-8.4,1,0.0462,0.479,2.30E-05,0.328,0.955,114.605,2007,41
0.744,0.612,0,-6.386,1,0.0333,0.0723,0.000532,0.0692,0.961,114.991,2007,69
0.72,0.819,0,-5.825,1,0.0557,0.291,4.92E-06,0.224,0.735,115.042,2007,56
0.668,0.687,1,-9.999,1,0.0562,0.534,3.30E-05,0.233,0.919,101.854,2007,49
0.896,0.374,9,-16.832,1,0.0739,0.23,0.000168,0.152,0.834,118.203,2007,11
0.292,0.789,0,-3.973,1,0.0478,0.121,0,0.1,0.44,90.234,2007,31
0.486,0.592,7,-5.176,1,0.0298,0.00174,0.00114,0.0935,0.329,113.228,2007,52
0.291,0.79,11,-5.683,0,0.0363,0.00133,5.61E-06,0.0811,0.513,155.667,2007,77
0.371,0.845,8,-4.199,1,0.0399,0.00753,0,0.0556,0.471,112.198,2007,58
0.328,0.691,1,-6.154,1,0.0294,0.0674,3.36E-05,0.247,0.298,104.242,2007,50
0.351,0.74,1,-3.432,1,0.0318,0.000502,0.00144,0.107,0.218,102.124,2007,53
0.544,0.613,8,-6.496,1,0.0283,0.226,0,0.116,0.586,129.562,2007,44
0.736,0.871,2,-2.786,1,0.0278,0.466,0,0.108,0.967,122.395,2007,69
0.644,0.548,1,-5.416,0,0.0286,0.0209,8.68E-06,0.134,0.166,90.042,2007,81
0.73,0.746,1,-3.53,1,0.0517,0.0672,0,0.353,0.549,92.523,2007,48
0.747,0.79,2,-5.186,1,0.112,0.0799,0,0.0461,0.787,109.839,2007,45
0.705,0.847,6,-2.588,1,0.0361,0.414,3.21E-06,0.406,0.743,120.527,2007,69
0.666,0.92,3,-2.066,1,0.0292,0.187,3.34E-06,0.153,0.577,116.341,2007,34
0.622,0.957,9,-3.197,0,0.0633,0.0188,8.14E-06,0.0456,0.865,150.02,2007,55
0.763,0.807,1,-3.714,1,0.035,0.0714,0.28,0.348,0.559,103.038,2007,78
0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,2007,77
0.699,0.829,1,-4.898,1,0.0633,0.00243,0.000263,0.0995,0.889,105.811,2007,64
0.438,0.94,2,-3.249,1,0.0452,8.74E-05,0.0777,0.3,0.421,100.99,2007,73
0.549,0.859,5,-3.993,1,0.0361,0.0964,2.36E-05,0.322,0.69,77.013,2007,59
0.497,0.857,0,-3.313,1,0.0649,0.0622,0,0.0495,0.619,167.142,2007,45
0.485,0.799,5,-5.886,1,0.029,0.122,0.0054,0.33,0.468,111.012,2007,54
0.598,0.899,1,-3.861,0,0.0424,0.0218,0.0137,0.0814,0.403,124.061,2007,53
0.572,0.756,4,-6.634,0,0.0287,0.0672,6.26E-05,0.383,0.727,108.014,2007,50
0.498,0.83,6,-5.157,0,0.0421,0.00461,0,0.139,0.453,89.342,2007,74
0.373,0.737,1,-5.282,1,0.0297,9.40E-06,0,0.0696,0.565,177.9,2007,62
0.671,0.909,10,-3.213,1,0.0569,0.0108,0,0.6,0.795,119.97,2008,43
0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.912,2008,69
0.433,0.361,6,-7.679,0,0.0298,0.609,0.00565,0.177,0.102,119.53,2008,1
0.694,0.523,2,-6.407,0,0.0254,0.875,0.000172,0.352,0.472,97.985,2008,1
0.762,0.692,5,-3.973,0,0.0438,0.113,0,0.094,0.397,114.906,2008,70
0.426,0.241,2,-12.253,1,0.0622,0.939,0.000168,0.367,0.247,124.581,2008,39
0.419,0.863,7,-4.155,1,0.0412,0.000484,0,0.388,0.314,123.009,2008,51
0.532,0.935,0,-4.798,1,0.0619,0.00133,8.37E-06,0.106,0.309,128.025,2008,62
0.357,0.67,6,-6.179,1,0.0342,0.00124,0,0.103,0.425,159.986,2008,28
0.77,0.777,0,-3.721,1,0.0366,0.444,0.0024,0.0861,0.803,124.314,2008,1
0.602,0.783,1,-6.072,1,0.12,0.0259,3.50E-06,0.349,0.656,125.539,2008,6
0.726,0.621,11,-8.474,0,0.037,0.769,0,0.257,0.965,113.525,2008,0
0.612,0.7,0,-5.491,1,0.0339,0.249,0,0.101,0.961,135.109,2008,1
0.622,0.616,10,-5.107,1,0.0349,0.147,3.87E-06,0.218,0.598,89.673,2008,17
0.766,0.727,0,-5.595,1,0.0436,0.406,0,0.086,0.935,119.434,2008,0
0.59,0.721,11,-8.755,1,0.113,0.00518,0,0.253,0.757,109.33,2008,1
0.596,0.91,2,-5.191,1,0.0371,0.0231,0.681,0.153,0.697,130.25,2008,1
0.63,0.879,9,-4.517,0,0.039,0.0474,0.0041,0.142,0.587,99.891,2008,6
0.718,0.691,4,-6.44,1,0.0387,0.0159,0,0.0627,0.552,100.008,2008,10
0.702,0.839,7,-3.992,1,0.0439,8.10E-05,0,0.072,0.856,132.007,2008,53
0.64,0.296,4,-12.266,0,0.0585,0.505,4.66E-06,0.083,0.387,119.647,2008,15
0.514,0.407,0,-13.7,1,0.119,0.594,9.59E-06,0.126,0.687,82.348,2008,36
0.758,0.954,8,-4.573,1,0.108,0.196,4.11E-05,0.0531,0.924,153.973,2008,34
0.556,0.829,9,-5.9,1,0.0394,0.000986,7.15E-06,0.355,0.578,143.96,2008,11
0.414,0.944,2,-2.87,1,0.0486,0.231,2.13E-05,0.336,0.723,147.216,2008,7
0.458,0.55,2,-7.092,1,0.0262,0.566,1.39E-05,0.108,0.56,90.56,2008,63
0.697,0.298,0,-7.635,1,0.0551,0.92,0,0.0874,0.509,134.216,2008,67
0.315,0.151,0,-11.737,1,0.0322,0.928,0.014,0.086,0.253,141.178,2008,54
0.821,0.773,4,-6.741,1,0.0464,0.13,0,0.116,0.954,133.053,2008,59
0.518,0.311,7,-12.006,1,0.033,0.742,0.00781,0.116,0.214,126.025,2008,56
0.499,0.802,7,-4.537,1,0.0547,0.0136,1.56E-06,0.128,0.504,107.705,2008,54
0.75,0.667,5,-6.785,1,0.186,0.136,2.11E-05,0.19,0.865,173.086,2008,4
0.634,0.799,8,-7.416,1,0.0297,0.00511,0,0.0992,0.675,103.006,2008,38
0.203,0.345,0,-11.222,1,0.0385,0.896,0.00181,0.246,0.436,169.698,2008,18
0.686,0.467,0,-10.312,1,0.0412,0.238,0,0.242,0.471,121.084,2008,22
0.566,0.482,3,-10.991,1,0.34,0.939,0,0.178,0.738,147.082,2008,21
0.556,0.389,7,-14.088,1,0.131,0.469,0,0.581,0.624,123.659,2008,20
0.607,0.299,3,-12.391,1,0.0424,0.88,0,0.187,0.487,111.009,2008,30
0.716,0.918,7,-3.73,1,0.0281,0.0167,0,0.138,0.904,108.032,2008,40
0.589,0.641,8,-5.533,1,0.0313,0.427,0,0.0558,0.795,204.003,2008,23
0.8,0.559,0,-7.11,1,0.116,0.335,0,0.148,0.788,121.967,2008,56
0.485,0.879,6,-3.202,0,0.0378,0.000241,0.000465,0.0729,0.814,193.92,2008,61
0.679,0.875,2,-4.25,0,0.0556,0.0408,0.000189,0.0801,0.863,90.71,2008,42
0.278,0.747,5,-5.586,1,0.0423,0.0954,0.000241,0.268,0.383,158.035,2008,41
0.521,0.936,6,-3.532,0,0.0676,0.00166,1.51E-05,0.656,0.505,133.973,2008,61
0.696,0.988,1,-4.022,1,0.0585,0.332,0.00812,0.0788,0.758,169.999,2008,44
0.811,0.789,8,-5.715,0,0.0431,0.0291,0.000246,0.112,0.939,120.021,2008,44
0.712,0.711,4,-6.404,1,0.0407,0.0162,0,0.0671,0.582,99.989,2008,73
0.438,0.895,7,-5.277,1,0.0463,0.000717,2.02E-05,0.376,0.468,164.305,2008,47
0.496,0.533,3,-4.979,0,0.0264,0.928,0,0.131,0.415,95.477,2008,57
0.591,0.492,10,-7.354,1,0.0288,0.758,0,0.14,0.583,114.563,2008,47
0.62,0.523,4,-3.568,1,0.0312,0.818,0,0.143,0.238,117.465,2008,41
0.536,0.919,11,-4.171,1,0.0348,0.0145,0,0.272,0.888,134.339,2008,8
0.854,0.798,7,-5.172,0,0.0449,0.444,0,0.108,0.939,126.951,2008,16
0.594,0.766,5,-7.598,0,0.0327,0.000156,0.00345,0.086,0.453,143.482,2008,7
0.648,0.688,9,-4.671,1,0.0282,0.0251,3.08E-06,0.149,0.937,111.854,2008,10
0.729,0.679,11,-7.08,0,0.0351,0.00164,0.000782,0.115,0.694,103.741,2008,4
0.552,0.173,10,-10.576,1,0.0292,0.907,0.000401,0.105,0.0854,76.97,2008,78
0.614,0.471,5,-6.087,0,0.0256,0.318,0,0.11,0.32,80.024,2008,69
0.548,0.816,2,-4.478,1,0.0499,0.0104,0.0543,0.152,0.857,174.993,2008,67
0.694,0.711,0,-4.237,1,0.0517,0.114,0.00124,0.0433,0.974,119.516,2008,60
0.852,0.518,2,-7.155,1,0.0413,0.832,0.0893,0.14,0.794,105.058,2008,56
0.473,0.84,4,-3.248,1,0.0289,0.0801,0.00291,0.176,0.591,185.969,2008,19
0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,2008,80
0.508,0.804,7,-6.663,1,0.0488,0.0587,0.00731,0.105,0.448,108.533,2008,44
0.428,0.911,1,-4.743,1,0.0554,0.00245,0,0.332,0.467,150.038,2008,47
0.373,0.0474,0,-13.564,1,0.0378,0.961,0,0.113,0.154,74.868,2008,46
0.387,0.732,9,-9.167,1,0.0591,0.0007,0.814,0.126,0.129,145.293,2008,41
0.279,0.937,10,-6.091,1,0.172,0.0743,0.0002,0.817,0.259,155.1,2008,35
0.454,0.837,3,-4.069,1,0.0375,0.218,0,0.591,0.494,77.186,2008,40
0.408,0.931,0,-3.383,1,0.075,0.061,0,0.754,0.305,153.96,2008,36
0.561,0.908,2,-4.352,1,0.0648,0.0798,1.86E-06,0.707,0.451,114.967,2008,34
0.289,0.948,4,-3.904,0,0.271,0.0967,0,0.755,0.283,164.925,2008,35
0.486,0.917,10,-4.587,0,0.0614,0.0677,0,0.797,0.341,124.923,2008,37
0.269,0.897,5,-4.683,0,0.0959,0.0743,0,0.708,0.326,155.368,2008,35
0.52,0.889,10,-4.307,1,0.0342,0.0195,0,0.823,0.432,97.03,2008,35
0.495,0.94,2,-3.787,0,0.132,0.149,0,0.943,0.349,112.889,2008,36
0.432,0.897,5,-5.096,1,0.0804,0.433,0,0.935,0.718,104.109,2008,33
0.391,0.955,7,-4.215,0,0.0745,0.063,0,0.82,0.407,165.087,2008,37
0.383,0.772,5,-5.615,1,0.0403,0.204,0,0.858,0.357,84.96,2008,36
0.344,0.872,0,-3.43,0,0.0639,0.196,2.24E-05,0.413,0.395,94.182,2008,35
0.457,0.937,4,-3.774,1,0.067,0.00847,1.70E-06,0.43,0.423,131.007,2008,33
0.433,0.947,1,-5.178,1,0.0795,0.00131,0.000111,0.834,0.367,143.002,2008,33
0.613,0.385,6,-7.262,1,0.0326,0.827,0,0.0995,0.241,124.004,2008,37
0.598,0.273,4,-8.015,1,0.0341,0.867,0,0.137,0.347,160.118,2008,39
0.298,0.242,9,-11.849,1,0.0309,0.868,0,0.0944,0.37,78.489,2008,41
0.156,0.25,9,-12.241,1,0.0357,0.942,0.107,0.0623,0.199,143.774,2008,37
0.727,0.729,0,-2.99,1,0.326,0.171,0,0.07,0.512,117.932,2008,21
0.494,0.913,4,-3.708,1,0.122,0.0076,0,0.86,0.558,149.947,2008,45
0.469,0.84,4,-3.263,1,0.0294,0.0861,0.00195,0.187,0.573,185.966,2008,42
0.429,0.912,9,-3.922,0,0.0642,0.00785,7.55E-05,0.459,0.394,190.037,2008,35
0.399,0.761,9,-6.318,1,0.0334,0.000105,0.0456,0.0757,0.243,140.084,2008,52
0.575,0.903,5,-4.867,1,0.0511,0.0294,7.76E-05,0.156,0.961,133.512,2008,0
0.631,0.46,4,-8.981,1,0.0275,0.796,3.37E-05,0.112,0.51,134.967,2008,0
0.404,0.294,7,-11.828,1,0.0329,0.711,0.000937,0.0982,0.342,145.67,2008,31
0.302,0.914,2,-4.724,0,0.0516,0.0344,4.05E-06,0.305,0.758,97.953,2008,0
0.322,0.925,9,-6.251,0,0.0852,0.0012,1.51E-06,0.269,0.738,183.355,2008,0
0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.718,150.953,2008,84
0.623,0.417,0,-8.699,1,0.0354,0.296,0,0.135,0.721,130.032,2008,79
0.458,0.363,5,-6.473,1,0.032,0.892,3.79E-06,0.155,0.492,134.252,2008,55
0.755,0.901,9,-3.152,1,0.0893,0.0451,0.0373,0.363,0.959,145.042,2008,53
0.64,0.884,6,-2.609,1,0.0428,0.0226,0,0.187,0.573,124.968,2008,61
0.485,0.619,5,-7.115,0,0.0289,0.0941,3.31E-06,0.109,0.416,138.017,2008,80
0.489,0.788,10,-11.654,1,0.0452,0.176,7.98E-05,0.196,0.88,165.877,2008,49
0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92E-05,0.0535,0.542,122.668,2008,18
0.697,0.467,9,-7.536,1,0.0715,0.248,0,0.0941,0.572,82.081,2008,13
0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028,2008,18
0.707,0.813,11,-4.515,0,0.0571,0.0863,0,0.168,0.722,124.921,2008,20
0.297,0.637,0,-7.926,0,0.0336,0.0014,0.18,0.247,0.332,94.73,2008,48
0.598,0.624,7,-6.923,1,0.0332,0.00107,0.0795,0.0826,0.0451,98.004,2008,39
0.686,0.61,7,-5.902,1,0.0262,0.19,0.000931,0.071,0.766,80.567,2008,52
0.681,0.653,3,-7.891,0,0.0328,0.046,0.0513,0.276,0.656,107.988,2008,40
0.824,0.688,8,-8.573,1,0.0331,0.13,0.225,0.0672,0.745,102.108,2008,38
0.641,0.763,10,-6.461,0,0.0474,0.227,0.000394,0.0831,0.86,133.256,2008,12
0.505,0.0941,7,-22.993,1,0.0362,0.95,0.828,0.065,0.247,124.847,2008,34
0.362,0.658,4,-5.929,1,0.0292,0.0995,0.0102,0.0602,0.155,104.21,2008,8
0.55,0.918,9,-3.159,0,0.0682,0.00466,0,0.206,0.563,126.083,2008,12
0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,2008,71
0.706,0.841,7,-3.956,1,0.0418,7.95E-05,0,0.0688,0.861,132.032,2008,69
0.546,0.905,0,-3.103,1,0.0671,0.00511,0,0.211,0.598,126.12,2008,79
0.394,0.411,3,-7.999,0,0.0271,0.77,5.02E-05,0.104,0.178,135.369,2008,41
0.48,0.529,6,-7.825,1,0.0275,0.17,4.27E-06,0.257,0.469,81.527,2008,64
0.353,0.727,7,-3.476,1,0.0343,0.124,0,0.101,0.478,179.637,2008,0
0.63,0.696,10,-4.501,1,0.0242,0.144,0,0.0835,0.491,94.034,2008,68
0.719,0.828,10,-5.65,1,0.0485,0.642,0.000328,0.386,0.889,137.93,2008,43
0.611,0.538,9,-7.74,1,0.0343,0.76,2.68E-05,0.612,0.319,90.124,2008,62
0.632,0.254,3,-10.898,1,0.0338,0.922,9.06E-05,0.13,0.232,106.026,2008,56
0.688,0.933,5,-5.342,0,0.128,0.253,0.00132,0.731,0.601,136.525,2008,31
0.787,0.627,11,-5.995,1,0.0895,0.636,7.34E-06,0.151,0.908,88.654,2008,17
