danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,popularity
0.46,0.781,9,-5.36,1,0.0415,0.000187,0.543,0.291,0.12,132.04,2012,27
0.742,0.431,4,-12.451,1,0.0747,0.00974,0.000153,0.103,0.58,125.037,2012,16
0.509,0.538,7,-7.335,1,0.0572,0.385,0,0.104,0.244,75.089,2012,77
0.707,0.222,7,-11.716,1,0.0329,0.788,0,0.205,0.556,110.095,2012,78
0.63,0.934,4,-2.559,1,0.0589,0.0186,0,0.324,0.905,89.992,2012,73
0.658,0.837,2,-2.063,1,0.0543,0.0629,0,0.0969,0.936,126.015,2012,71
0.686,0.755,7,-6.291,0,0.0334,0.00845,0,0.353,0.757,126.992,2012,8
0.638,0.722,4,-6.02,1,0.0457,0.0124,0,0.0796,0.787,140.145,2012,8
0.612,0.74,4,-8.414,1,0.0316,0.132,0.416,0.0525,0.254,105.045,2012,52
0.399,0.721,4,-5.562,0,0.0523,0.0621,0.00282,0.278,0.113,160.125,2012,57
0.249,0.869,10,-6.398,0,0.105,0.0111,0,0.962,0.32,178.067,2012,29
0.668,0.758,7,-3.589,1,0.158,0.0338,0,0.204,0.531,135.958,2012,57
0.531,0.274,4,-11.757,0,0.0278,0.938,0.0745,0.0779,0.184,135.678,2012,37
0.692,0.908,9,-5.364,1,0.0677,0.0251,0,0.0933,0.513,124.042,2012,56
0.6,0.787,6,-5.163,1,0.0366,0.043,0,0.358,0.608,127.977,2012,49
0.554,0.808,9,-5.943,1,0.305,0.0876,0.00402,0.147,0.337,92.586,2012,59
0.736,0.794,0,-6.184,1,0.156,0.0587,0.0856,0.128,0.446,114.063,2012,52
0.713,0.575,7,-6.761,0,0.0457,0.068,0.00028,0.132,0.447,95.025,2012,41
0.743,0.52,9,-8.716,0,0.0579,0.165,0.03,0.0962,0.424,160.009,2012,41
0.628,0.644,0,-8.45,1,0.173,0.473,7.89E-05,0.125,0.554,180.248,2012,40
0.946,0.405,10,-4.702,0,0.045,0.0232,0.00025,0.0987,0.749,101.957,2012,36
0.803,0.628,6,-8.076,1,0.0579,0.0733,0.000323,0.15,0.402,119.893,2012,37
0.578,0.418,2,-9.532,1,0.0411,0.966,0.0114,0.0855,0.805,79.789,2012,0
0.4,0.0417,9,-19.687,1,0.0422,0.962,0.0152,0.117,0.114,115.905,2012,0
0.494,0.0903,2,-14.486,1,0.0411,0.961,0.0039,0.117,0.166,117.969,2012,7
0.728,0.697,5,-4.125,1,0.0456,0.0556,0,0.282,0.87,143.986,2012,49
0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,2012,83
0.561,0.749,6,-4.951,0,0.032,0.461,1.82E-06,0.205,0.501,125.986,2012,68
0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,2012,79
0.717,0.544,7,-6.598,1,0.0371,0.445,5.16E-06,0.0973,0.641,139.959,2012,68
0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24E-05,0.324,0.937,116.017,2012,77
0.705,0.784,2,-4.351,1,0.0279,0.211,4.30E-06,0.0813,0.418,104.98,2012,59
0.76,0.733,7,-6.704,1,0.0504,0.15,0,0.0647,0.611,111.975,2012,61
0.743,0.706,5,-5.728,1,0.0535,0.0461,0,0.204,0.514,77.989,2012,59
0.754,0.677,0,-6.555,1,0.0709,0.0943,7.39E-05,0.153,0.78,93.022,2012,57
0.522,0.413,3,-5.86,1,0.0316,0.722,0,0.0854,0.49,175.972,2012,65
0.553,0.721,11,-4.835,0,0.0508,0.00124,0,0.114,0.41,91.983,2012,74
0.621,0.306,9,-9.78,0,0.0268,0.938,6.71E-05,0.129,0.0853,111.926,2012,76
0.619,0.324,9,-10.146,0,0.0271,0.949,5.42E-05,0.114,0.0965,111.927,2012,68
