danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,popularity
0.739,0.756,4,-4.828,1,0.0394,0.0136,0,0.37,0.523,110.028,2012,52
0.61,0.841,7,-4.579,0,0.0692,0.056,9.85E-06,0.118,0.431,126.889,2012,57
0.621,0.537,10,-5.948,1,0.0286,0.822,1.30E-06,0.101,0.239,110.944,2012,16
0.636,0.732,7,-6.209,0,0.0962,0.242,0,0.498,0.679,128.11,2012,64
0.762,0.863,0,-3.689,0,0.0565,0.015,0,0.125,0.965,106.008,2012,66
0.579,0.871,0,-3.385,0,0.109,0.0679,0,0.353,0.601,139.841,2012,5
0.601,0.845,0,-4.711,1,0.0653,0.00116,0.0001,0.0653,0.662,127.97,2012,8
0.593,0.406,9,-9.532,1,0.0799,0.385,0,0.142,0.342,95.059,2012,0
0.595,0.736,8,-3.115,1,0.0406,0.116,0,0.0931,0.506,127.956,2012,5
0.681,0.66,2,-7.74,1,0.0521,0.537,1.71E-06,0.233,0.964,85.039,2012,33
0.747,0.716,11,-2.457,0,0.075,0.135,0,0.251,0.751,125.008,2012,71
0.475,0.242,2,-9.896,1,0.0561,0.917,0,0.713,0.211,135.152,2012,51
0.565,0.654,1,-6.826,0,0.0335,0.0542,1.80E-06,0.122,0.235,111.968,2012,72
0.478,0.856,1,-4.881,0,0.0387,0.0192,0,0.107,0.454,91.998,2012,55
0.626,0.25,4,-9.981,1,0.0254,0.849,0,0.117,0.345,90.981,2012,46
0.649,0.533,4,-5.426,0,0.0284,0.00982,0.000364,0.111,0.611,96.973,2012,4
0.556,0.529,2,-4.464,1,0.025,0.4,0,0.268,0.308,89.887,2012,67
0.566,0.605,0,-5.348,0,0.0459,0.534,0,0.0966,0.322,110.798,2012,50
0.679,0.732,3,-7.089,1,0.0526,0.00533,0.117,0.088,0.268,125.981,2012,45
0.499,0.357,9,-5.809,1,0.0261,0.699,0,0.11,0.26,81.196,2012,45
0.587,0.706,7,-4.378,0,0.0448,0.469,0,0.135,0.382,125.228,2012,39
0.674,0.81,7,-5.117,0,0.0378,0.0923,4.74E-05,0.11,0.391,94.995,2012,57
0.497,0.722,5,-2.165,0,0.0323,0.715,1.23E-06,0.183,0.414,86.782,2012,43
0.459,0.255,7,-8.118,1,0.0383,0.916,0.000407,0.113,0.229,118.933,2012,48
0.375,0.358,9,-7.652,1,0.038,0.523,0,0.108,0.191,161.007,2012,35
0.594,0.13,1,-9.008,1,0.043,0.864,0,0.192,0.336,118.362,2012,33
0.354,0.419,0,-6.596,1,0.0946,0.897,0,0.108,0.199,197.098,2012,34
0.427,0.625,5,-7.713,1,0.0353,0.463,0,0.0923,0.209,145.488,2012,53
0.65,0.819,8,-3.389,1,0.031,0.0266,0,0.348,0.895,95.958,2012,54
0.633,0.704,9,-5.23,1,0.0262,0.119,0,0.089,0.41,96.019,2012,45
0.378,0.691,10,-5.308,0,0.461,0.0203,0,0.4,0.226,75.162,2012,67
0.53,0.875,8,-5.26,0,0.0407,0.0104,0,0.0948,0.735,87.452,2012,35
0.303,0.74,6,-5.687,1,0.0458,0.00342,5.79E-06,0.0919,0.0895,179.861,2012,34
0.407,0.815,8,-5.117,1,0.0566,0.00131,0,0.299,0.324,164.996,2012,29
0.683,0.637,0,-10.256,1,0.032,0.0103,0,0.245,0.931,115.577,2012,69
0.564,0.772,2,-6.83,1,0.0503,0.21,0.098,0.445,0.483,82.992,2012,44
0.372,0.641,2,-7.954,1,0.047,0.137,0,0.103,0.33,119.013,2012,63
0.581,0.395,11,-11.095,1,0.0423,0.8,0,0.107,0.225,95.919,2012,57
0.395,0.798,0,-4.032,0,0.388,0.0825,0.000174,0.138,0.392,218.356,2012,48
0.662,0.686,7,-4.764,0,0.0636,0.332,1.26E-05,0.16,0.219,122.032,2012,40
0.496,0.39,2,-11.315,1,0.0295,0.71,0,0.1,0.301,139.073,2012,60
0.291,0.0309,11,-23.903,0,0.0413,0.98,1.34E-05,0.0624,0.265,125.472,2012,46
0.359,0.114,1,-16.17,1,0.035,0.982,9.00E-05,0.14,0.199,111.718,2012,37
0.588,0.867,11,-3.533,0,0.0331,3.94E-05,2.73E-05,0.0457,0.79,132.026,2012,44
0.532,0.203,9,-8.524,0,0.0668,0.829,0,0.108,0.543,89.646,2012,66
0.608,0.815,8,-6.55,1,0.0404,0.0117,0.225,0.103,0.577,117.982,2012,0
0.44,0.623,0,-8.228,1,0.0316,0.000856,0.0586,0.103,0.0563,140.006,2012,57
0.591,0.746,11,-5.054,1,0.0285,0.113,0,0.151,0.601,117.807,2012,56
0.717,0.871,2,-3.85,1,0.0487,0.00394,8.43E-05,0.116,0.732,93.024,2012,70
0.754,0.825,7,-4.052,0,0.0702,0.045,3.88E-06,0.0945,0.411,95.026,2012,66
0.564,0.864,0,-3.229,1,0.0866,0.189,0,0.121,0.242,124.028,2012,46
0.793,0.846,0,-6.593,1,0.0788,0.118,0.000796,0.112,0.869,123.985,2012,47
0.672,0.814,1,-3.151,1,0.0399,0.00266,2.31E-05,0.092,0.874,126.036,2012,35
0.647,0.727,6,-6.022,0,0.104,0.183,0,0.0585,0.731,182.14,2012,31
0.723,0.806,0,-4.989,1,0.0521,0.00666,0.876,0.276,0.539,124.976,2012,68
0.733,0.821,7,-6.021,1,0.0991,0.000643,0.373,0.0617,0.63,128.013,2012,54
0.632,0.88,2,-4.051,1,0.0463,0.0144,0.0021,0.118,0.338,129.007,2012,54
0.842,0.657,2,-6.707,1,0.0811,0.00761,0.103,0.0579,0.211,125.023,2012,54
0.654,0.737,0,-6.435,1,0.108,0.00355,0.000273,0.0807,0.223,127.001,2012,53
0.597,0.267,2,-8.796,1,0.0309,0.793,0.0014,0.111,0.246,75.535,2012,58
0.767,0.718,9,-5.845,1,0.0433,0.208,3.76E-06,0.343,0.897,118.429,2012,47
0.465,0.855,7,-4.529,1,0.0691,0.076,0.137,0.361,0.542,92.132,2012,45
0.515,0.833,7,-4.709,1,0.0252,0.00595,0,0.0986,0.387,95.988,2012,39
0.478,0.898,6,-5.603,1,0.106,0.00193,0,0.0703,0.536,168.953,2012,64
0.71,0.8,5,-3.439,0,0.0339,0.0563,0,0.0834,0.635,93.01,2012,68
0.428,0.626,4,-6.639,0,0.0339,0.222,8.22E-05,0.277,0.379,86.02,2012,69
0.7,0.333,7,-13.86,1,0.029,0.872,0.000589,0.102,0.319,113.575,2012,35
0.524,0.321,9,-11.452,0,0.032,0.702,0,0.124,0.27,85.328,2012,52
0.65,0.85,9,-5.846,1,0.0307,0.00278,8.36E-06,0.0786,0.746,124.985,2012,15
0.622,0.952,4,-6.821,0,0.0436,0.0434,0.0107,0.297,0.598,113.244,2012,43
0.31,0.907,2,-2.279,0,0.0591,0.0453,0.369,0.247,0.516,149.931,2012,76
0.439,0.207,1,-9.573,1,0.0296,0.614,0,0.187,0.263,136.513,2012,8
0.585,0.303,4,-10.058,1,0.0398,0.694,0,0.115,0.142,136.703,2012,72
0.425,0.273,11,-10.712,0,0.0355,0.745,0,0.093,0.365,137.994,2012,62
0.759,0.849,1,-3.198,0,0.0317,0.000983,1.51E-05,0.0864,0.73,122.033,2012,13
0.512,0.612,6,-5.831,1,0.0293,0.469,0.000144,0.1,0.371,88.271,2012,16
0.66,0.729,6,-5.244,0,0.0529,0.000851,0.00679,0.108,0.439,105.015,2012,52
0.449,0.537,7,-12.078,1,0.0268,0.118,0.242,0.989,0.326,100.28,2012,52
0.507,0.925,6,-4.017,0,0.0525,0.175,0.0359,0.198,0.426,90.134,2012,44
0.643,0.801,9,-4.985,1,0.0804,0.757,1.61E-06,0.0783,0.672,76.041,2012,43
0.53,0.884,11,-4.516,1,0.0594,0.0806,0.00014,0.3,0.636,101.468,2012,43
0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434,2012,63
0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75E-05,0.0927,0.392,107.938,2012,71
0.545,0.181,11,-14.698,1,0.0362,0.872,0.0035,0.689,0.16,113.221,2012,19
0.696,0.853,2,-4.122,1,0.237,0.00399,0,0.0843,0.685,92.976,2012,52
0.805,0.767,5,-4.909,1,0.288,0.489,0,0.0993,0.468,86.01,2012,45
0.709,0.889,1,-4.118,1,0.138,0.16,0,0.0469,0.822,95.01,2012,41
0.578,0.77,2,-4.858,0,0.258,0.675,0.000178,0.101,0.488,160.862,2012,59
0.284,0.171,1,-12.762,1,0.0285,0.788,7.03E-05,0.103,0.192,153.948,2012,51
0.704,0.906,6,-4.552,0,0.0785,0.0523,1.55E-05,0.058,0.656,128.001,2012,39
0.629,0.93,0,-5.178,1,0.029,0.0117,0.0871,0.16,0.275,128.031,2012,33
0.642,0.931,1,-4.142,1,0.0417,0.0131,0.825,0.215,0.548,152.005,2012,41
0.769,0.569,10,-5.97,0,0.0258,0.09,0,0.105,0.612,104.02,2012,0
0.638,0.826,8,-4.968,1,0.0479,0.139,0,0.0803,0.649,124.072,2012,74
0.791,0.754,0,-3.729,1,0.0569,0.00446,0,0.163,0.425,125.014,2012,71
0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31E-05,0.671,0.765,126.03,2012,75
0.678,0.918,5,-4.63,1,0.0355,0.000417,0,0.0744,0.769,130.028,2012,72
0.719,0.804,10,-4.581,1,0.0355,0.0132,3.02E-06,0.139,0.605,119.999,2012,71
0.714,0.434,4,-11.542,1,0.0396,0.697,0,0.0919,0.352,123.942,2012,70
0.64,0.892,5,-3.74,1,0.0339,0.000747,0,0.113,0.76,123.996,2012,47
0.409,0.873,6,-3.449,1,0.0685,4.02E-05,0,0.128,0.707,174.992,2012,34
0.546,0.878,7,-5.137,1,0.0525,0.0133,0,0.135,0.35,119.945,2012,65
0.627,0.623,0,-6.613,1,0.0267,0.0476,1.09E-06,0.149,0.454,147.983,2012,53
0.518,0.775,6,-5.897,0,0.0303,9.93E-05,0.00013,0.336,0.422,107.026,2012,47
0.613,0.914,1,-4.152,1,0.0366,0.00113,5.14E-06,0.302,0.752,101.026,2012,45
0.637,0.377,5,-13.973,0,0.0441,0.795,0.0281,0.0991,0.551,99.515,2012,47
0.558,0.522,2,-5.857,1,0.036,0.228,0,0.104,0.228,83.977,2012,71
0.597,0.432,4,-9.863,1,0.0683,0.678,1.17E-05,0.157,0.87,179.799,2012,16
0.574,0.667,5,-5.425,1,0.0301,0.206,0.352,0.0852,0.546,88.299,2012,61
0.605,0.793,7,-3.084,0,0.297,0.0825,0,0.124,0.647,184.032,2012,48
0.497,0.706,1,-6.455,1,0.0667,0.227,0,0.224,0.55,103,2012,69
0.695,0.807,9,-5.123,1,0.0346,0.0121,0,0.266,0.4,91.947,2012,60
0.723,0.883,0,-3.231,1,0.0354,0.11,0,0.129,0.836,81.018,2012,50
0.573,0.454,3,-10.286,1,0.0258,0.479,1.36E-05,0.0974,0.515,140.187,2012,68
0.65,0.628,7,-7.16,1,0.0232,0.0482,0,0.119,0.699,84.14,2012,50
0.591,0.935,6,-2.664,1,0.0478,0.000284,0.000278,0.142,0.736,140.043,2012,67
0.184,0.493,7,-10.748,1,0.0339,0.00931,0.782,0.101,0.0942,79.73,2012,9
0.532,0.633,11,-5.106,0,0.0682,0.00378,0,0.0804,0.448,164.13,2012,69
0.532,0.878,5,-4.431,0,0.0326,0.00229,0.000282,0.0771,0.579,104.026,2012,64
0.477,0.663,6,-5.793,0,0.0285,0.0333,0,0.145,0.344,94.084,2012,61
0.612,0.666,4,-5.866,0,0.0317,0.00277,0,0.286,0.353,120.048,2012,54
0.575,0.882,11,-4.295,0,0.109,0.00108,0,0.0452,0.581,120.994,2012,52
0.713,0.824,3,-7.168,1,0.0393,0.106,8.03E-05,0.13,0.696,120.028,2012,54
0.492,0.639,10,-6.067,1,0.0382,0.591,5.53E-06,0.0794,0.304,151.915,2012,41
0.144,0.286,4,-14.316,0,0.0372,0.684,0.954,0.104,0.0926,73.288,2012,19
0.754,0.933,0,-5.786,1,0.0448,0.0199,0,0.297,0.75,103.992,2012,65
0.617,0.477,0,-11.343,1,0.0325,0.0144,3.98E-05,0.0764,0.292,115.997,2012,6
0.614,0.754,7,-3.866,0,0.0255,0.00749,0,0.0919,0.672,88.971,2012,51
0.66,0.9,7,-5.02,1,0.14,0.0403,0,0.219,0.591,85.51,2012,65
0.677,0.722,7,-7.088,1,0.0522,0.0213,0,0.207,0.0483,125.091,2012,57
0.531,0.665,8,-6.672,0,0.286,0.0607,0,0.131,0.8,73.726,2012,61
0.66,0.9,7,-5.02,1,0.14,0.0403,0,0.219,0.591,85.51,2012,65
0.66,0.689,4,-2.671,0,0.0337,0.0884,0,0.0922,0.427,127.98,2012,63
0.69,0.897,11,-4.696,0,0.0506,0.0142,0,0.108,0.849,140.05,2012,66
0.561,0.671,7,-5.582,1,0.0338,0.0154,0,0.171,0.278,124.06,2012,53
0.571,0.651,5,-6.26,1,0.0349,0.242,0,0.0938,0.374,121.202,2012,61
0.495,0.856,0,-5.123,0,0.0311,0.000219,0,0.103,0.609,158.024,2012,58
0.583,0.886,5,-4.027,1,0.0344,0.108,1.18E-05,0.109,0.853,165.016,2012,3
0.534,0.659,0,-8.279,1,0.027,0.487,0.0808,0.0892,0.497,107.052,2012,13
0.583,0.831,9,-3.417,1,0.0289,0.0502,0.272,0.04,0.628,94.009,2012,3
0.536,0.489,4,-7.669,1,0.0319,0.74,0,0.0948,0.364,104.598,2012,6
0.408,0.868,2,-4.438,0,0.0837,0.0082,0,0.151,0.387,83.469,2012,65
0.265,0.0951,4,-18.918,1,0.0353,0.973,0.746,0.0992,0.181,90.598,2012,41
0.726,0.787,4,-2.494,1,0.0738,0.009,0,0.0596,0.888,124.989,2012,77
0.713,0.718,2,-3.806,1,0.0278,0.00233,0,0.0838,0.656,126.999,2012,69
0.476,0.478,11,-11.766,1,0.0395,0.779,0.117,0.103,0.489,89.06,2012,5
0.322,0.985,0,-3.494,1,0.14,0.000522,0.00865,0.0964,0.0815,161.195,2012,47
0.213,0.926,9,-5.034,1,0.0958,0.000265,0.00502,0.13,0.183,161.146,2012,35
0.0692,0.977,9,-2.972,1,0.0798,4.47E-05,0.0217,0.38,0.266,185.23,2012,40
0.306,0.99,9,-2.529,1,0.198,0.000656,6.56E-06,0.245,0.0778,107.896,2012,34
0.386,0.993,9,-4.095,1,0.151,5.20E-05,0.0612,0.12,0.0913,125.174,2012,31
0.616,0.862,7,-5.18,0,0.0973,0.00117,0,0.179,0.569,127.992,2012,10
0.51,0.581,0,-4.141,1,0.0266,0.723,0,0.0996,0.594,104.622,2012,49
0.459,0.821,7,-4.901,1,0.0961,0.204,0,0.708,0.553,182.586,2012,47
0.687,0.195,0,-12.612,1,0.0603,0.859,0,0.226,0.402,125.949,2012,2
0.783,0.464,5,-13.55,0,0.143,0.858,1.37E-05,0.152,0.812,97.499,2012,1
0.714,0.905,8,-2.663,1,0.0289,0.00855,2.55E-05,0.146,0.838,125.927,2012,67
0.382,0.322,0,-8.562,1,0.0336,0.345,2.82E-05,0.113,0.363,87.816,2012,44
0.706,0.775,1,-5.218,1,0.0468,0.0138,1.04E-06,0.151,0.882,81.04,2012,59
0.585,0.972,9,-4.45,0,0.0534,0.0143,0,0.0707,0.585,110.006,2012,74
0.701,0.915,4,-3.887,0,0.128,0.171,0,0.394,0.698,127.101,2012,54
0.155,0.0753,1,-22.947,1,0.0361,0.981,0.849,0.389,0.23,73.017,2012,34
0.694,0.681,6,-6.956,0,0.0944,0.0176,0,0.447,0.716,128.061,2012,52
0.394,0.625,10,-6.122,0,0.0647,0.00637,0,0.108,0.548,77.861,2012,37
0.594,0.433,1,-7.347,0,0.0334,0.0402,0,0.104,0.202,128.918,2012,55
0.59,0.601,4,-7.489,0,0.0379,0.0304,0,0.157,0.341,128.047,2012,38
0.395,0.711,5,-5.385,0,0.0591,0.0326,0,0.0744,0.747,174.903,2012,40
0.411,0.639,4,-5.99,1,0.0735,0.02,0,0.148,0.459,98.029,2012,51
0.602,0.691,7,-5.197,0,0.051,0.0548,0,0.144,0.206,127.967,2012,10
0.4,0.558,3,-7.393,1,0.038,0.163,3.76E-06,0.0879,0.376,81.271,2012,58
0.537,0.89,5,-5.191,1,0.0488,0.117,2.05E-05,0.279,0.597,114.088,2012,54
0.532,0.882,0,-4.498,1,0.0547,0.0711,0.00888,0.555,0.698,124.102,2012,44
0.566,0.755,11,-5.526,1,0.0368,0.0338,0,0.315,0.445,101.006,2012,69
0.772,0.826,0,-5.135,1,0.0344,0.0176,8.56E-06,0.383,0.871,119.995,2012,61
0.52,0.873,2,-5.365,1,0.0572,9.13E-05,1.96E-06,0.226,0.52,140.027,2012,48
0.542,0.855,5,-6.13,0,0.0427,0.00138,0.0614,0.294,0.585,136.035,2012,39
0.555,0.612,4,-7.841,0,0.0353,0.00525,0,0.346,0.316,100.036,2012,43
0.458,0.68,5,-6.16,1,0.0306,0.0214,1.31E-05,0.1,0.252,115.017,2012,36
0.468,0.843,1,-6.1,0,0.056,0.00707,1.46E-05,0.305,0.36,135.095,2012,36
0.881,0.14,9,-14.726,1,0.466,0.963,0,0.236,0.534,115.187,2012,32
0.541,0.77,2,-6.03,1,0.0298,0.0426,1.18E-06,0.218,0.24,101.066,2012,38
0.569,0.857,7,-5.571,1,0.0337,0.0101,0.0145,0.141,0.282,104.981,2012,47
0.27,0.575,7,-8.742,1,0.0414,0.00785,0.0709,0.13,0.0714,151.365,2012,35
0.56,0.799,5,-4.466,0,0.0675,0.174,0.0679,0.304,0.304,69.972,2012,53
0.569,0.857,7,-5.571,1,0.0337,0.0101,0.0145,0.141,0.282,104.981,2012,47
0.355,0.24,4,-9.145,1,0.0274,0.659,0,0.129,0.104,143.111,2012,47
0.613,0.735,1,-5.094,1,0.0474,0.378,0,0.104,0.326,114.922,2012,0
0.61,0.61,7,-7.071,1,0.0337,0.0117,0,0.134,0.442,82.523,2012,55
0.663,0.791,9,-5.749,1,0.0958,0.297,0,0.268,0.512,135.033,2012,44
0.781,0.526,6,-6.985,0,0.293,0.0619,0,0.0457,0.662,94.992,2012,69
0.695,0.615,7,-5.325,0,0.042,0.15,0.000212,0.0879,0.414,124.015,2012,65
0.546,0.79,0,-5.329,1,0.0299,0.0183,1.09E-06,0.0933,0.573,88.357,2012,31
0.467,0.973,4,-4.6,0,0.115,0.00242,5.27E-06,0.158,0.379,118.48,2012,31
0.568,0.284,9,-10.565,0,0.0356,0.377,0.00208,0.0862,0.119,77.63,2012,4
0.606,0.584,2,-8.042,1,0.0319,0.0384,0.00592,0.0637,0.563,128.542,2012,54
0.604,0.883,11,-3.821,0,0.047,0.0254,0,0.0813,0.544,90.001,2012,66
0.534,0.95,9,-2.712,0,0.161,0.012,1.91E-06,0.413,0.527,140.071,2012,47
0.465,0.96,6,-3.888,1,0.0792,0.00023,0,0.129,0.43,132.014,2012,60
0.461,0.907,7,-5.615,1,0.0327,0.000135,0.254,0.505,0.688,148.037,2012,41
0.519,0.861,9,-5.978,0,0.0361,2.58E-05,0.651,0.369,0.616,145.954,2012,42
0.38,0.554,10,-5.776,1,0.0277,0.246,2.60E-05,0.106,0.278,73.908,2012,1
0.667,0.806,4,-6.306,0,0.163,0.00833,2.31E-05,0.0464,0.679,145.499,2012,28
0.329,0.203,10,-17.049,1,0.0345,0.98,0.908,0.117,0.0422,103.767,2012,3
0.571,0.963,7,-3.54,1,0.0843,0.0195,0,0.104,0.911,160.033,2012,49
0.668,0.78,7,-6.481,1,0.0901,0.0487,0,0.107,0.739,170.032,2012,60
0.507,0.923,0,-5.581,1,0.173,0.0818,4.63E-06,0.0951,0.768,99.252,2012,22
0.657,0.885,2,-4.695,1,0.0344,0.0168,0,0.147,0.869,105.011,2012,16
0.686,0.83,7,-4.57,1,0.0432,0.00401,0.000156,0.119,0.575,99.992,2012,1
0.478,0.595,0,-6.772,1,0.028,0.053,4.10E-05,0.159,0.424,139.808,2012,1
0.473,0.777,9,-3.698,1,0.059,0.119,7.87E-05,0.671,0.21,136.249,2012,18
0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494,2012,14
0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,2012,75
0.299,0.754,5,-4.078,0,0.0732,0.0195,1.30E-06,0.103,0.295,169.373,2012,62
0.527,0.82,6,-5.855,1,0.0325,0.00157,1.88E-05,0.0882,0.25,120.041,2012,56
0.434,0.725,9,-6.457,1,0.055,0.00805,0.0572,0.123,0.437,159.923,2012,39
0.568,0.777,9,-6.181,1,0.0376,0.361,1.45E-06,0.0901,0.563,89.045,2012,51
0.421,0.873,10,-4.343,1,0.0565,0.0653,0,0.123,0.63,84.803,2012,80
0.448,0.817,2,-2.931,0,0.0402,0.000781,2.44E-06,0.283,0.723,141.915,2012,1
0.424,0.157,9,-18.141,1,0.0428,0.95,0.0593,0.101,0.342,91.537,2012,68
0.835,0.182,2,-15.876,1,0.0762,0.557,0.456,0.113,0.369,119.98,2012,57
0.732,0.468,9,-13.662,0,0.0409,0.482,0.809,0.371,0.187,118.994,2012,53
0.786,0.362,7,-13.785,0,0.0373,0.695,0.408,0.0897,0.642,115.022,2012,57
0.554,0.792,11,-8.166,0,0.0309,0.406,0.000665,0.315,0.537,102.042,2012,60
0.667,0.902,7,-4.588,1,0.0988,0.00112,0,0.0624,0.719,135.933,2012,56
0.673,0.629,2,-7.072,1,0.0299,0.00141,0,0.0944,0.551,103.998,2012,74
0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,2012,82
0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071,2012,75
0.702,0.607,2,-6.509,1,0.0405,0.364,0.0263,0.123,0.436,116.961,2012,60
0.582,0.604,9,-6.962,1,0.0493,0.134,0.000957,0.102,0.341,143.952,2012,58
0.682,0.581,7,-10.339,1,0.0295,0.714,0.324,0.0802,0.539,108.981,2012,57
0.356,0.48,5,-10.633,1,0.0347,0.778,0.00327,0.0784,0.283,171.79,2012,60
0.576,0.653,2,-9.132,1,0.03,0.779,0.361,0.113,0.209,147.867,2012,57
0.547,0.307,3,-11.464,1,0.0274,0.71,0.000941,0.133,0.135,93.034,2012,31
0.522,0.746,8,-6.999,1,0.0422,0.0594,0.00103,0.257,0.404,102.093,2012,15
0.487,0.748,1,-5.017,1,0.0346,0.015,0.00317,0.205,0.448,131.28,2012,66
0.557,0.165,0,-20.953,1,0.0356,0.983,0.96,0.0928,0.374,88.026,2012,28
0.626,0.799,9,-4.841,0,0.0928,0.608,0,0.32,0.707,131.124,2012,10
0.657,0.69,2,-6.866,1,0.0298,0.459,0,0.122,0.573,112.014,2012,56
0.412,0.864,5,-3.65,1,0.13,0.0272,0,0.0808,0.719,113.23,2012,57
0.694,0.891,9,-2.94,1,0.0949,0.0562,0,0.561,0.563,97.939,2012,67
0.661,0.84,2,-2.84,1,0.0969,0.0167,0,0.501,0.571,128.054,2012,45
0.549,0.832,4,-2.668,1,0.0388,0.0108,0,0.157,0.694,170.018,2012,43
0.539,0.856,10,-7.939,1,0.0372,0.507,0.437,0.114,0.323,109.022,2012,53
0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,2012,83
0.688,0.473,8,-9.059,1,0.167,0.716,4.46E-05,0.104,0.299,84.958,2012,69
0.781,0.526,6,-6.985,0,0.293,0.0619,0,0.0457,0.662,94.992,2012,72
0.767,0.782,7,-5.545,1,0.14,0.0541,0,0.338,0.827,116.491,2012,62
0.459,0.187,7,-9.326,1,0.0361,0.922,0,0.0939,0.0625,96.983,2012,52
0.404,0.509,0,-10.731,1,0.0823,0.559,0,0.14,0.808,188.927,2012,2
0.493,0.708,5,-5.196,1,0.0291,0.0575,0,0.175,0.547,158.037,2012,12
0.407,0.157,3,-14.724,1,0.0329,0.976,0.657,0.0685,0.146,141.323,2012,6
0.57,0.786,8,-7.997,1,0.0323,0.0135,0.746,0.0851,0.705,90.266,2012,2
0.552,0.988,1,-2.555,0,0.0787,0.000108,0.309,0.846,0.619,139.941,2012,70
0.312,0.934,3,-3.793,0,0.0683,0.000606,6.76E-05,0.115,0.471,201.991,2012,57
0.618,0.781,7,-4.781,1,0.0544,0.373,2.49E-06,0.322,0.242,135.971,2012,52
0.537,0.414,0,-8.251,1,0.0343,0.393,1.03E-06,0.367,0.181,128.005,2012,39
0.781,0.718,1,-6.559,1,0.0394,0.352,0.552,0.0981,0.154,129.956,2012,5
0.661,0.779,2,-5.608,0,0.0433,0.047,0.21,0.358,0.556,119.877,2012,0
0.707,0.575,2,-6.629,0,0.0343,0.478,0.128,0.103,0.216,129.953,2012,0
0.731,0.715,5,-5.799,0,0.184,0.204,0.0125,0.186,0.381,139.995,2012,0
0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,2012,75
0.725,0.874,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,2012,68
0.695,0.869,8,-5.066,1,0.0483,0.41,0,0.237,0.58,124.989,2012,70
0.617,0.776,0,-6.06,1,0.0448,0.00081,0,0.458,0.407,130.04,2012,5
