,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year,popularity,artist
2727,0.454,0.228,3,-10.947,0,0.03,0.846,3.20E-06,0.102,0.356,88.637,223320,2014,46,James Bay
2728,0.537,0.485,2,-8.131,1,0.0332,0.102,3.83E-06,0.319,0.293,152.012,224813,2014,60,James Bay
2729,0.801,0.414,7,-8.485,0,0.0424,0.365,0,0.092,0.658,115.965,239720,2014,42,James Bay
2736,0.544,0.874,1,-5.108,1,0.0552,0.00506,0.000229,0.0782,0.635,158.128,162053,2014,54,Hilary Duff
2738,0.706,0.882,2,-3.382,1,0.0326,0.2,0,0.121,0.591,106.03,162800,2014,40,Hilary Duff
2742,0.405,0.111,0,-11.879,1,0.0369,0.964,4.37E-05,0.0872,0.219,116.86,189475,2014,76,Birdy
2748,0.546,0.606,0,-4.158,1,0.041,0.0255,0,0.1,0.413,129.996,278715,2014,2,Wyclef Jean
2789,0.498,0.583,0,-4.762,1,0.0274,0.105,0,0.0698,0.4,82.071,267920,2014,31,Adam Levine
2848,0.71,0.251,0,-11.744,1,0.0293,0.383,0.694,0.144,0.422,101.008,176613,2014,12,Arum Rae
2909,0.544,0.608,2,-7.151,1,0.0345,0.397,0,0.14,0.396,114.882,225107,2014,49,Aloe Blacc
2910,0.579,0.787,7,-6.536,0,0.0767,0.0102,1.43E-05,0.0507,0.363,155.047,175880,2014,44,Aloe Blacc
3002,0.5,0.225,0,-10.22,1,0.0302,0.842,0,0.112,0.355,173.788,193320,2014,70,Little Big Town
3008,0.595,0.576,5,-6.346,1,0.0316,0.0578,4.86E-06,0.111,0.472,142.865,216240,2014,47,Us The Duo
3012,0.607,0.783,0,-6.295,1,0.0272,0.0144,7.19E-06,0.176,0.42,94.995,207129,2014,47,RIVVRS
3019,0.421,0.831,4,-5.128,1,0.107,0.0283,0,0.464,0.488,134.027,175907,2014,14,WALK THE MOON
3054,0.502,0.854,1,-4.867,1,0.046,0.00278,0,0.0801,0.365,160.045,187357,2014,15,Rebecca & Fiona
3075,0.67,0.393,9,-9.158,1,0.122,0.0159,0.000307,0.104,0.193,77.461,243459,2014,57,Jon Bellion
3158,0.468,0.692,2,-4.015,1,0.0295,0.0202,2.39E-06,0.523,0.561,78.009,200360,2014,4,Cold War Kids
3165,0.596,0.827,5,-4.402,1,0.0372,0.0242,0,0.0958,0.329,115.034,249382,2014,68,Vance Joy
3171,0.924,0.485,1,-8.985,0,0.082,0.105,0,0.076,0.325,120.034,234787,2014,5,Flight Facilities
3242,0.614,0.52,5,-6.859,0,0.033,0.0091,4.41E-05,0.106,0.197,128.04,228919,2014,22,The 3am
3340,0.778,0.577,1,-6.21,0,0.0295,0.143,1.37E-06,0.108,0.419,128.942,199126,2014,0,Christina Grimmie
3341,0.481,0.779,0,-4.558,1,0.0409,0.0811,0,0.394,0.342,143.816,216378,2014,0,Tessanne Chin
3342,0.508,0.733,0,-5.213,1,0.0323,0.0479,0,0.247,0.29,146.985,216026,2014,0,Will Champlin
3348,0.552,0.987,11,-3.642,1,0.148,0.00122,0.000279,0.669,0.272,89.986,310267,2014,58,In This Moment
3349,0.533,0.935,0,-3.704,1,0.128,0.0139,0,0.168,0.481,140.092,262493,2014,56,In This Moment
3474,0.62,0.193,0,-13.404,1,0.0439,0.638,0.0136,0.107,0.155,129.979,174093,2014,60,Wet
3476,0.567,0.392,0,-7.697,1,0.0414,0.661,9.75E-05,0.139,0.259,99.746,174533,2014,45,Wet
3530,0.517,0.833,5,-5.638,0,0.0596,0.0236,0,0.234,0.514,172.012,205747,2014,39,Ria Mae
3544,0.724,0.436,0,-9.321,1,0.0282,0.576,1.19E-06,0.0908,0.324,130.439,243067,2014,73,Cyndi Lauper
3571,0.591,0.959,9,-2.515,1,0.057,0.103,0,0.779,0.86,163.883,178840,2014,58,Little Big Town
3647,0.61,0.906,2,-3.817,1,0.0926,0.000619,0,0.3,0.431,122.993,210680,2014,37,Betty Who
3648,0.592,0.832,5,-4.806,1,0.0283,0.00397,0.16,0.182,0.441,127.972,238360,2014,34,Betty Who
3762,0.635,0.467,9,-7.047,1,0.0297,0.626,0,0.118,0.405,99.978,233413,2014,46,MÌ÷
3849,0.697,0.544,0,-9.251,1,0.0497,0.104,5.59E-05,0.0862,0.206,113.978,274160,2014,38,Lenachka
3850,0.298,0.263,5,-12.385,1,0.0284,0.73,0.00112,0.113,0.162,89.991,283377,2014,35,Ingrid Michaelson
3853,0.51,0.437,0,-6.278,1,0.0253,0.814,3.16E-06,0.131,0.266,146.572,223706,2014,34,Holly Henry
3936,0.616,0.88,1,-3.59,1,0.042,0.0521,0.000717,0.0539,0.751,94.011,182518,2014,2,Bad Suns
3937,0.589,0.865,1,-2.881,1,0.0347,0.000924,0.355,0.0663,0.524,118.027,189172,2014,0,Bad Suns
3938,0.713,0.937,8,-3.624,1,0.0481,0.0503,0.00132,0.158,0.903,119.999,226544,2014,0,Bad Suns
3939,0.651,0.936,8,-2.873,1,0.0347,0.00212,0.000455,0.182,0.654,124.01,225781,2014,0,Bad Suns
3946,0.607,0.716,1,-8.881,0,0.0397,0.00939,0.719,0.0597,0.165,95.012,232421,2014,40,Pierce Fulton
3975,0.593,0.816,7,-6.461,1,0.0421,0.0048,0.00121,0.0939,0.378,115.029,275560,2014,59,NEEDTOBREATHE
3976,0.528,0.929,4,-4.669,1,0.0652,0.141,0,0.105,0.593,77.993,289227,2014,48,NEEDTOBREATHE
3983,0.596,0.342,9,-12.298,1,0.0402,0.898,0.00212,0.105,0.615,118.692,163413,2014,49,She & Him
3985,0.546,0.503,9,-7.652,1,0.0275,0.841,5.57E-05,0.132,0.612,130.568,156987,2014,43,She & Him
3986,0.359,0.288,2,-12.52,1,0.0326,0.732,0.0038,0.0897,0.384,129.958,202560,2014,38,She & Him
4051,0.449,0.721,9,-5.965,1,0.0392,0.166,0,0.0999,0.493,178.138,215915,2014,57,O.A.R.
4053,0.511,0.978,11,-3.535,1,0.111,0.0402,7.27E-05,0.469,0.564,153.085,189509,2014,38,O.A.R.
4075,0.789,0.915,0,-3.263,1,0.248,0.0135,8.77E-06,0.0818,0.66,127.955,183750,2014,65,The Chainsmokers
4092,0.579,0.917,5,-5.4,1,0.048,0.0306,0.000579,0.143,0.387,121.989,190867,2014,1,Bombay Bicycle Club
4143,0.867,0.477,9,-7.183,0,0.049,0.00843,0.175,0.113,0.614,124.979,223480,2014,63,ZHU
4150,0.528,0.737,0,-5.705,1,0.0296,0.0144,0.692,0.0739,0.175,84.029,246149,2014,47,Goldroom
4152,0.649,0.661,0,-8.665,1,0.0453,0.0922,3.24E-05,0.0702,0.304,107.965,274800,2014,24,Goldroom
4225,0.735,0.873,2,-7.372,0,0.244,0.16,4.85E-05,0.25,0.38,149.888,187547,2014,36,Watsky
4362,0.682,0.802,8,-2.803,1,0.0422,0.065,0,0.107,0.411,116.972,235093,2014,54,Cher Lloyd
4363,0.62,0.812,0,-5.673,0,0.181,0.0627,0,0.876,0.683,91.97,212347,2014,58,Cher Lloyd
4365,0.498,0.941,6,-4.589,1,0.188,0.082,0,0.278,0.444,153.859,209227,2014,42,Cher Lloyd
4368,0.632,0.824,2,-4.401,1,0.0317,0.0346,0,0.0875,0.604,93.985,216173,2014,45,Cher Lloyd
4378,0.778,0.35,6,-10.293,1,0.172,0.848,1.19E-06,0.124,0.699,147.43,156544,2014,0,Skinny Living
4468,0.563,0.617,10,-6.709,0,0.0612,0.568,0.00251,0.923,0.454,160.085,265500,2014,41,SAFIA
4554,0.632,0.805,11,-4.488,0,0.0303,0.0095,0,0.197,0.275,115.489,183093,2014,57,The Fray
4580,0.599,0.816,6,-5.002,0,0.0514,0.00702,2.80E-06,0.508,0.595,126.02,270840,2014,58,Foster The People
4581,0.534,0.955,7,-4.447,0,0.0524,0.0219,0.00573,0.322,0.425,130.09,280040,2014,59,Foster The People
4584,0.651,0.866,1,-3.831,1,0.0584,0.00933,0,0.113,0.801,113.945,267827,2014,60,Foster The People
4609,0.487,0.369,11,-13.424,0,0.0406,0.736,3.75E-05,0.0925,0.106,183.114,289307,2014,72,Glass Animals
4614,0.697,0.877,3,-4.465,1,0.0462,0.462,0.00943,0.083,0.802,101.99,173631,2014,64,alt-J
4616,0.543,0.707,2,-7.636,1,0.07,0.614,0.0414,0.118,0.515,143.915,216004,2014,57,alt-J
4618,0.6,0.413,7,-9.572,1,0.0258,0.785,0.0289,0.109,0.0741,93.618,299711,2014,55,alt-J
4620,0.274,0.209,2,-16.158,1,0.0411,0.913,0.0968,0.0978,0.0661,92.997,225018,2014,52,alt-J
4661,0.504,0.525,1,-8.84,1,0.0343,0.567,0.00107,0.108,0.234,83.978,217000,2014,41,Handsome Ghost
4664,0.674,0.932,11,-4.424,0,0.0859,0.0282,0.71,0.684,0.728,101.033,212773,2014,65,Dillon Francis
4667,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46E-06,0.306,0.247,196.093,247267,2014,71,DJ Snake
4671,0.797,0.929,0,-2.959,0,0.0433,0.0143,0,0.111,0.747,96.003,159627,2014,40,Katy Tiz
4672,0.422,0.524,8,-8.741,0,0.141,0.322,1.23E-05,0.105,0.394,127.781,271273,2014,1,Tourist
4673,0.742,0.595,9,-7.51,1,0.107,0.15,0,0.111,0.431,101.013,227000,2014,69,Tinashe
4676,0.337,0.859,2,-3.189,0,0.106,0.0484,0,0.203,0.265,188.049,223227,2014,55,Phantogram
4677,0.595,0.896,10,-2.951,1,0.047,0.0641,5.82E-05,0.0748,0.567,118.001,204812,2014,68,Saint Motel
4678,0.613,0.661,9,-4.984,1,0.0263,0.00652,0,0.0976,0.509,110.978,230773,2014,66,Saint Motel
4714,0.391,0.85,0,-4.574,1,0.0358,0.00198,0.000121,0.0848,0.306,171.026,294107,2014,11,Fenech-Soler
4742,0.677,0.615,3,-7.201,1,0.0331,0.385,8.21E-05,0.0716,0.474,112.412,321480,2014,0,Phish
4755,0.54,0.292,8,-8.229,0,0.032,0.508,4.75E-06,0.106,0.135,124.831,251520,2014,40,Meg Myers
4763,0.835,0.428,11,-13.97,0,0.37,0.621,0,0.13,0.61,108.023,279933,2014,53,Leonard Cohen
4768,0.54,0.456,2,-11.691,1,0.272,0.707,4.05E-05,0.101,0.294,129.125,205347,2014,49,Leonard Cohen
4769,0.551,0.497,1,-11.876,1,0.0412,0.546,0.0068,0.368,0.281,119.9,250520,2014,49,Leonard Cohen
4775,0.588,0.861,10,-5.531,1,0.0395,0.00546,1.38E-05,0.0797,0.525,118.008,195973,2014,59,Keith Urban
4810,0.555,0.818,4,-6.698,0,0.0362,0.331,6.92E-06,0.498,0.403,143.988,224667,2014,50,Crowder
4811,0.457,0.362,0,-8.843,1,0.0279,0.637,2.77E-05,0.105,0.153,134.835,289747,2014,61,Crowder
4827,0.439,0.522,0,-7.301,1,0.0313,0.0373,1.03E-05,0.332,0.239,132.981,198853,2014,0,Huntar
4933,0.673,0.635,1,-8.79,0,0.0478,0.562,0.000576,0.103,0.419,107.935,216347,2014,42,Aloe Blacc
4937,0.5,0.79,1,-3.538,0,0.183,0.173,0,0.639,0.93,171.67,179400,2014,47,Proleter
4954,0.601,0.64,5,-6.771,1,0.0275,0.0554,2.21E-05,0.378,0.202,98.48,217787,2014,35,Laleh
4956,0.589,0.773,11,-4.869,0,0.0328,0.0113,0,0.287,0.387,133.934,215133,2014,29,Laleh
4957,0.634,0.685,8,-5.268,1,0.0421,0.33,0,0.271,0.325,122.109,208213,2014,21,Laleh
4959,0.566,0.514,9,-6.685,1,0.0375,0.32,0,0.0979,0.154,103.861,219240,2014,24,Laleh
5117,0.652,0.99,11,-1.887,1,0.111,0.000744,0.328,0.0626,0.207,127.97,211875,2014,2,R3HAB
5123,0.634,0.99,9,-3.035,1,0.0714,0.0164,0.785,0.0834,0.573,127.983,262515,2014,0,DVBBS
5125,0.656,0.8,11,-5.144,1,0.0569,0.0215,1.96E-06,0.0801,0.515,119.966,206467,2014,49,Alex & Sierra
5126,0.534,0.415,9,-9.025,0,0.0367,0.701,0,0.105,0.212,54.048,220053,2014,44,Alex & Sierra
5127,0.363,0.376,5,-8.625,1,0.0362,0.359,0,0.13,0.344,133.869,232280,2014,47,Alex & Sierra
5129,0.794,0.663,11,-6.501,1,0.0352,0.101,0.000843,0.0828,0.353,125.048,192480,2014,38,Alex & Sierra
5209,0.691,0.773,0,-6.052,1,0.046,0.159,3.06E-05,0.128,0.658,131.912,248160,2014,41,Jenny Lewis
5213,0.418,0.659,7,-4.293,1,0.0268,0.0575,0.000128,0.159,0.418,82.744,218893,2014,36,Jenny Lewis
5214,0.533,0.749,9,-4.875,1,0.0327,0.0337,6.37E-06,0.144,0.53,123.776,313600,2014,36,Jenny Lewis
5222,0.389,0.519,10,-7.518,1,0.105,0.608,0,0.104,0.252,171.707,252133,2014,42,Counting Crows
5268,0.593,0.848,11,-6.341,1,0.0408,0.000316,1.50E-06,0.067,0.47,125.026,235689,2014,61,Thousand Foot Krutch
5277,0.328,0.635,4,-6.772,1,0.0786,0.002,1.84E-05,0.108,0.0484,74.965,262689,2014,55,STARSET
5285,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35E-05,0.204,0.284,129.956,214840,2014,75,Ariana Grande
5286,0.619,0.786,7,-4.938,0,0.0397,0.049,0,0.142,0.628,83.048,227360,2014,13,Selena Gomez
5305,0.461,0.745,0,-4.678,1,0.0464,0.0419,0,0.115,0.229,144.972,195533,2014,42,Bea Miller
5333,0.71,0.633,0,-7.421,0,0.0393,0.337,0.372,0.0989,0.506,145.126,265101,2014,37,Cashmere Cat
5335,0.547,0.742,2,-6.173,0,0.0517,0.266,0.0714,0.0594,0.193,149.987,302084,2014,34,Cashmere Cat
5337,0.804,0.648,5,-5.012,0,0.12,0.0126,0.00887,0.0664,0.574,135.001,273000,2014,32,Cashmere Cat
5384,0.563,0.896,8,-2.394,1,0.0425,0.0932,1.89E-05,0.103,0.187,128.028,227311,2014,38,Cedric Gervais
5409,0.597,0.696,5,-6.196,0,0.0278,0.00101,0.0735,0.255,0.397,107.96,249740,2014,61,BANKS
5410,0.334,0.397,5,-10.313,0,0.0328,0.658,0.00014,0.136,0.225,129.127,207719,2014,61,BANKS
5412,0.581,0.225,6,-12.764,0,0.0333,0.923,0.000216,0.117,0.373,87.12,281018,2014,61,BANKS
5430,0.769,0.69,5,-4.147,0,0.0807,0.433,0,0.153,0.692,137.989,236591,2014,18,Bibi Bourelly
5436,0.628,0.457,1,-5.39,1,0.0296,0.767,0,0.0821,0.453,120.156,225301,2014,38,Daniel Skye
5444,0.459,0.387,11,-8.409,1,0.0281,0.672,0,0.106,0.283,85.924,222880,2014,51,Hunter Hayes
5445,0.38,0.568,1,-5.713,1,0.0436,0.327,0,0.0822,0.259,155.956,276400,2014,56,Hunter Hayes
5447,0.6,0.931,8,-3.492,1,0.0681,0.128,0,0.0688,0.716,96.954,196733,2014,46,Hunter Hayes
5448,0.559,0.275,7,-12.936,1,0.0391,0.871,0.000876,0.111,0.265,122.691,198000,2014,43,She & Him
5449,0.471,0.176,2,-11.812,1,0.0507,0.956,1.21E-05,0.091,0.18,106.039,152520,2014,45,She & Him
5450,0.324,0.149,0,-11.966,1,0.0311,0.878,0.00016,0.0795,0.342,83.582,122467,2014,35,She & Him
5451,0.447,0.2,8,-10.574,1,0.0314,0.827,0.000218,0.16,0.218,88.302,140773,2014,41,She & Him
5534,0.445,0.907,11,-3.894,0,0.0773,0.00161,0,0.403,0.71,165.069,187880,2014,68,Set It Off
5535,0.667,0.908,1,-5.004,0,0.0514,0.0376,0,0.145,0.656,105.011,199253,2014,61,Set It Off
5538,0.539,0.837,9,-4.178,0,0.039,0.00131,0,0.347,0.455,94.918,172813,2014,59,Set It Off
5540,0.678,0.826,0,-4.742,0,0.0591,0.00524,0,0.0951,0.706,139.989,242347,2014,53,Set It Off
5542,0.613,0.898,2,-4.559,0,0.0731,0.00277,0,0.108,0.437,120.014,208693,2014,53,Set It Off
5543,0.594,0.921,1,-3.893,0,0.117,0.00175,0,0.104,0.492,103.115,178933,2014,0,Set It Off
5559,0.364,0.475,3,-6.851,1,0.0296,0.8,0,0.0911,0.468,173.546,212586,2014,49,Tyler Ward
5645,0.41,0.96,7,-3.289,0,0.142,0.00408,0,0.0983,0.398,174.105,180606,2014,0,Tonight Alive
5649,0.543,0.818,2,-3.76,1,0.0447,0.0859,0,0.228,0.586,84.01,224533,2014,57,The Pretty Reckless
5653,0.566,0.993,6,-2.133,1,0.109,7.04E-05,0.00239,0.371,0.334,114.987,276053,2014,49,The Pretty Reckless
5655,0.431,0.806,3,-4.732,1,0.0764,0.0028,0.00256,0.237,0.378,144.044,280093,2014,44,The Pretty Reckless
5657,0.588,0.941,1,-3.691,1,0.103,3.48E-05,1.19E-05,0.0833,0.384,127.976,256653,2014,43,The Pretty Reckless
5673,0.387,0.413,7,-8.95,1,0.0559,0.162,1.56E-05,0.262,0.249,173.73,257484,2014,60,Jessie Ware
5677,0.679,0.477,9,-12.097,0,0.0366,0.202,0.178,0.0989,0.531,135.027,206950,2014,39,Jessie Ware
5678,0.552,0.473,8,-8.59,1,0.046,0.189,0.00821,0.103,0.302,91.939,202938,2014,37,Jessie Ware
5679,0.559,0.466,0,-8.02,1,0.0648,0.0357,0.0101,0.313,0.0476,180.173,214108,2014,37,Jessie Ware
5726,0.762,0.536,5,-11.7,0,0.0623,0.353,0.913,0.0847,0.147,118.134,383310,2014,51,Jamie xx
5729,0.815,0.798,1,-11.179,1,0.168,0.0437,0.38,0.117,0.0617,116.824,359930,2014,49,Jamie xx
5748,0.612,0.863,1,-4.258,1,0.0426,0.0582,0,0.0823,0.637,121.963,186240,2014,2,Chase Bryant
5749,0.535,0.529,1,-5.728,1,0.0285,0.169,0,0.0966,0.318,75.991,234080,2014,0,Chase Bryant
5750,0.558,0.815,2,-5.352,1,0.067,0.0122,0,0.0705,0.638,157.954,244453,2014,1,Chase Bryant
5751,0.597,0.879,9,-4.351,1,0.0782,0.0242,0,0.0975,0.622,123.979,188160,2014,0,Chase Bryant
5752,0.775,0.803,2,-5.454,1,0.0293,0.0203,0,0.187,0.769,112.005,197440,2014,0,Chase Bryant
5768,0.553,0.728,0,-7.462,1,0.0288,0.0121,4.40E-05,0.156,0.213,129.962,297462,2014,0,VAN HÌ÷F
5790,0.386,0.374,2,-8.947,1,0.0369,0.821,2.19E-05,0.0811,0.115,90.162,231930,2014,47,JP Cooper
5791,0.706,0.503,6,-6.051,1,0.125,0.791,0,0.116,0.624,119.008,197874,2014,43,JP Cooper
5793,0.52,0.226,7,-11.567,1,0.047,0.865,0,0.115,0.498,152.947,176277,2014,21,JP Cooper
5796,0.558,0.462,7,-9.446,1,0.032,0.287,0,0.121,0.41,75.013,188697,2014,10,JP Cooper
5816,0.552,0.734,6,-3.843,1,0.05,0.247,0,0.358,0.829,161.965,191600,2014,43,Little Big Town
5840,0.738,0.87,1,-5.343,0,0.0844,0.0124,0,0.14,0.845,89.988,205733,2014,47,Hoodie Allen
5849,0.46,0.793,0,-6.665,1,0.0434,0.584,0.093,0.151,0.521,87.008,226173,2014,46,Saint Motel
5911,0.496,0.856,2,-3.986,1,0.051,0.186,4.69E-05,0.356,0.592,82.503,214840,2014,39,The Wind and The Wave
5912,0.54,0.978,10,-4.055,1,0.0544,0.109,0.0162,0.195,0.582,144.992,182893,2014,31,The Wind and The Wave
5931,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03E-06,0.193,0.549,120.97,227833,2014,51,Clean Bandit
5932,0.63,0.848,0,-4.592,1,0.0428,0.0834,4.34E-06,0.205,0.551,124.987,219692,2014,35,Clean Bandit
5956,0.525,0.803,0,-4.052,0,0.0492,0.00129,0.000868,0.29,0.383,100.094,228000,2014,50,Peking Duk
5964,0.665,0.835,4,-4.984,1,0.219,0.0188,0,0.143,0.0988,75.029,256167,2014,43,Elliphant
5985,0.609,0.885,0,-5.469,1,0.0642,0.00521,1.15E-05,0.336,0.76,124.959,165441,2014,69,Oliver Heldens
5989,0.499,0.721,0,-7.353,1,0.0364,0.175,0.00312,0.0682,0.441,129.98,161789,2014,0,Susto
6009,0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,285596,2014,59,Duke Dumont
6012,0.787,0.876,7,-5.789,1,0.122,0.000342,5.98E-05,0.137,0.324,123.968,389740,2014,40,Duke Dumont
6013,0.677,0.863,8,-4.97,0,0.0425,0.0108,0.217,0.124,0.458,124.027,203046,2014,44,Duke Dumont
6026,0.53,0.78,0,-6.466,1,0.0343,0.145,1.61E-05,0.103,0.171,102.968,246840,2014,46,Crowder
6029,0.712,0.864,8,-3.333,1,0.0694,0.0294,0,0.0441,0.782,113.006,189335,2014,34,Eden xo
6128,0.589,0.385,4,-9.855,0,0.0924,0.792,0,0.108,0.411,86.774,227713,2014,26,Ria Mae
6142,0.414,0.546,5,-17.796,1,0.0503,0.0178,0.0447,0.251,0.845,78.221,510293,2014,13,Jonathan Wilson
6154,0.478,0.862,9,-7.746,0,0.222,0.042,0.00192,0.225,0.291,129.758,252058,2014,44,Broods
6167,0.663,0.208,2,-10.89,1,0.0313,0.85,0,0.114,0.232,115.028,173509,2014,60,Gardiner Sisters
6218,0.56,0.781,0,-4.957,1,0.0802,0.595,0,0.409,0.508,75.996,252943,2014,57,Bmike
6220,0.615,0.627,11,-8.1,0,0.139,0.529,0,0.151,0.744,79.896,257156,2014,45,Bmike
6333,0.703,0.856,11,-6.336,0,0.0461,0.00064,0.00126,0.38,0.722,108.025,195027,2014,58,Fall Out Boy
6339,0.564,0.593,2,-13.149,0,0.175,0.776,0,0.165,0.567,72.918,210094,2014,0,Richard White
6393,0.599,0.795,5,-5.127,0,0.129,0.0672,0,0.223,0.888,94.947,212781,2014,47,Snakehips
6409,0.431,0.935,4,-3.416,1,0.0522,8.07E-05,0.000102,0.179,0.279,143.025,239027,2014,0,You Me At Six
6418,0.588,0.83,11,-4.284,1,0.0429,0.176,1.53E-05,0.135,0.512,128.013,277550,2014,37,Afrojack
6419,0.59,0.821,0,-5.369,0,0.0693,0.158,0.00022,0.199,0.117,129.027,252997,2014,48,Afrojack
6488,0.473,0.914,5,-3.902,1,0.0582,0.000821,0,0.28,0.616,179.908,193680,2014,46,Set It Off
6505,0.669,0.629,10,-8.266,0,0.0683,0.0694,0.000794,0.0965,0.714,131.983,285933,2014,0,Stars
6515,0.641,0.383,10,-13.699,1,0.031,0.744,0.0818,0.102,0.423,128.06,221747,2014,36,Angus & Julia Stone
6525,0.381,0.844,5,-7.123,1,0.144,0.0131,0,0.318,0.239,194,223880,2014,61,Andrew McMahon in the Wilderness
6526,0.564,0.799,0,-6.572,0,0.0615,0.00384,0,0.0793,0.793,162.968,227204,2014,47,Andrew McMahon in the Wilderness
6528,0.594,0.853,8,-6.309,0,0.0339,0.0181,2.38E-05,0.14,0.835,124.018,183354,2014,41,Andrew McMahon in the Wilderness
6529,0.616,0.834,1,-7.083,1,0.0382,0.00027,2.00E-06,0.226,0.516,108.035,230494,2014,37,Andrew McMahon in the Wilderness
6531,0.628,0.902,4,-6.804,1,0.0366,0.018,1.00E-05,0.0845,0.381,98.029,228375,2014,33,Andrew McMahon in the Wilderness
6532,0.579,0.783,4,-6.001,0,0.0336,0.0168,0,0.131,0.225,102.004,237718,2014,35,Andrew McMahon in the Wilderness
6533,0.407,0.316,8,-9.054,1,0.0306,0.766,0,0.098,0.443,84.681,179393,2014,39,Andrew McMahon in the Wilderness
6534,0.497,0.6,8,-7.677,1,0.0721,0.504,0,0.265,0.426,134.993,228000,2014,6,Pentatonix
6536,0.498,0.877,2,-3.84,0,0.0597,0.00266,0.25,0.411,0.619,128.069,203280,2014,55,Lindsey Stirling
6551,0.69,0.846,6,-4.687,1,0.0476,0.0392,0,0.793,0.893,126.029,228107,2014,46,The Ready Set
6619,0.625,0.815,11,-3.904,0,0.0325,0.0265,0,0.29,0.485,115.95,208427,2014,57,Adam Levine
6620,0.613,0.897,2,-3.91,1,0.0323,0.0171,0,0.172,0.661,124.007,190467,2014,54,Adam Levine
6743,0.679,0.626,5,-5.31,0,0.182,0.307,0.125,0.273,0.634,92.037,186115,2014,33,Tora
6757,0.411,0.405,9,-6.842,0,0.0313,0.152,0,0.11,0.142,110.133,279247,2014,55,Bastille
6758,0.797,0.86,2,-2.818,1,0.19,0.281,1.48E-06,0.204,0.492,104.022,175507,2014,43,Rag'n'Bone Man
6759,0.605,0.747,11,-4.881,0,0.045,0.0815,0.00659,0.125,0.404,93.967,213933,2014,50,Rag'n'Bone Man
6760,0.497,0.761,9,-5.194,0,0.0384,0.335,0,0.192,0.405,155.841,214613,2014,39,Rag'n'Bone Man
6761,0.487,0.841,2,-5.187,0,0.354,0.104,1.08E-06,0.163,0.455,74.808,234320,2014,46,Rag'n'Bone Man
6762,0.337,0.399,9,-6.768,0,0.0271,0.897,0,0.314,0.32,76.568,129307,2014,46,Rag'n'Bone Man
6768,0.747,0.785,7,-6.735,0,0.0413,0.053,0,0.08,0.389,125.025,252573,2014,62,Black M
6771,0.652,0.647,8,-6.267,1,0.304,0.046,0,0.159,0.346,98.147,257013,2014,51,Black M
6891,0.313,0.286,10,-10.593,1,0.0324,0.934,0.0451,0.0974,0.287,80.925,208504,2014,54,Lily Allen
6894,0.349,0.33,10,-8.65,1,0.0357,0.891,3.42E-05,0.736,0.16,76.71,227927,2014,61,Lily Allen
6895,0.823,0.822,1,-5.323,0,0.0334,0.113,4.57E-05,0.0688,0.938,125.026,211377,2014,43,Lily Allen
6932,0.41,0.152,0,-10.826,1,0.0345,0.905,3.36E-05,0.101,0.126,68.969,255440,2014,44,Jeff Buckley
6986,0.611,0.78,5,-3.351,0,0.0369,0.0205,2.98E-05,0.319,0.587,127.989,202504,2014,51,Otto Knows
6987,0.637,0.747,3,-5.421,0,0.0607,0.324,0.00485,0.166,0.677,128.975,226967,2014,41,Otto Knows
7001,0.603,0.679,8,-5.351,1,0.0305,0.0485,0,0.0871,0.536,100.003,207166,2014,41,Dylan Gardner
7011,0.689,0.922,9,-5.249,1,0.0355,0.0739,0,0.333,0.684,122.021,199474,2014,0,Andy Grammer
7013,0.643,0.789,11,-5.683,0,0.0302,0.00332,0,0.132,0.351,111.981,220728,2014,1,Andy Grammer
7014,0.559,0.849,3,-4.676,1,0.0454,0.0854,0,0.328,0.759,86.978,182827,2014,65,The Vamps
7017,0.731,0.867,11,-5.003,1,0.0382,0.0249,0,0.322,0.663,100.014,195560,2014,52,The Vamps
7018,0.609,0.909,1,-4.802,1,0.0311,0.000529,0,0.0699,0.812,119.016,191040,2014,48,The Vamps
7020,0.639,0.843,1,-4.734,0,0.0464,0.00226,0,0.227,0.546,130.135,193213,2014,56,The Vamps
7021,0.559,0.849,3,-4.676,1,0.0454,0.0854,0,0.328,0.759,86.978,182827,2014,65,The Vamps
7025,0.731,0.867,11,-5.003,1,0.0382,0.0249,0,0.322,0.663,100.014,195560,2014,52,The Vamps
7026,0.609,0.909,1,-4.802,1,0.0311,0.000529,0,0.0699,0.812,119.016,191040,2014,48,The Vamps
7041,0.634,0.726,5,-8.788,0,0.0817,0.0479,0.0172,0.0973,0.3,139.871,342387,2014,38,ONUKA
7044,0.865,0.523,6,-6.357,1,0.092,0.189,0.0449,0.147,0.718,115.034,226767,2014,29,ONUKA
7061,0.745,0.809,10,-4.906,0,0.159,0.13,0,0.119,0.963,140.592,167200,2014,38,Leningrad
7131,0.501,0.664,1,-6.821,0,0.0359,0.112,0.0959,0.0585,0.0833,75.046,228144,2014,37,Vaults
7132,0.383,0.44,6,-8.183,0,0.0289,0.205,0.148,0.104,0.113,127.881,204286,2014,30,Vaults
