danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,popularity
0.419,0.186,4,-12.336,1,0.0325,0.773,0.00125,0.108,0.133,78.754,2015,47
0.706,0.581,9,-6.492,1,0.055,0.0151,0,0.368,0.435,134.009,2015,61
0.268,0.266,1,-12.376,1,0.0357,0.868,0.000137,0.0978,0.0752,120.24,2015,46
0.186,0.208,8,-10.789,1,0.0356,0.972,2.25E-05,0.0956,0.15,180.301,2015,49
0.799,0.496,0,-5.603,1,0.0706,0.556,3.45E-06,0.111,0.189,93.017,2015,61
0.597,0.915,10,-3.298,0,0.152,0.235,0.0865,0.106,0.555,100.444,2015,10
0.589,0.369,5,-8.678,0,0.0321,0.855,0,0.352,0.529,132.953,2015,62
0.749,0.717,4,-7.544,0,0.0525,0.476,0.00252,0.111,0.352,128.987,2015,6
0.753,0.752,9,-5.028,1,0.128,0.179,0,0.111,0.363,82.982,2015,1
0.818,0.779,10,-3.282,0,0.124,0.0448,0,0.111,0.396,75.493,2015,0
0.703,0.709,9,-7.326,0,0.0402,0.313,0.0343,0.113,0.284,115.028,2015,0
0.547,0.43,2,-7.393,1,0.0667,0.848,0.613,0.0825,0.175,114.729,2015,9
0.382,0.57,6,-5.261,0,0.044,0.218,0.194,0.316,0.188,100.754,2015,5
0.381,0.768,6,-4.314,0,0.0526,0.0997,0.125,0.0954,0.51,154.213,2015,2
0.836,0.851,9,-4.94,1,0.125,0.168,3.71E-05,0.0153,0.954,149.994,2015,39
0.778,0.772,11,-6.26,0,0.0682,0.147,4.50E-05,0.142,0.708,100.03,2015,33
0.84,0.855,10,-3.596,0,0.0585,0.102,3.88E-06,0.0253,0.963,122.063,2015,27
0.775,0.585,9,-10.811,0,0.181,0.373,9.20E-05,0.112,0.303,109.869,2015,0
0.629,0.741,0,-4.495,1,0.117,0.0213,0,0.0778,0.785,147.054,2015,31
0.292,0.359,5,-9.043,1,0.0328,0.697,1.85E-05,0.108,0.228,177.334,2015,63
0.748,0.823,6,-7.16,1,0.033,0.0261,0.0195,0.157,0.858,107.992,2015,41
0.68,0.657,10,-9.219,1,0.0261,0.358,0.0266,0.123,0.796,102.088,2015,43
0.428,0.276,2,-16.654,0,0.18,0.799,0.0175,0.324,0.0352,34.082,2015,10
0.28,0.329,7,-9.831,1,0.0479,0.749,0,0.0717,0.0476,88.416,2015,51
0.35,0.24,0,-13.238,1,0.0408,0.672,0.00084,0.324,0.0716,118.567,2015,41
0.467,0.39,4,-9.953,1,0.0506,0.651,0.39,0.0987,0.0884,127.997,2015,43
0.312,0.28,0,-13.071,1,0.0402,0.914,1.61E-05,0.0876,0.0923,114.107,2015,39
0.883,0.384,4,-11.525,0,0.0634,0.281,0.75,0.0881,0.831,125.037,2015,48
0.604,0.098,7,-20.877,1,0.109,0.978,1.38E-05,0.102,0.14,119.609,2015,55
0,0.0904,1,-16.261,0,0,0.953,0.000187,0.103,0,0,2015,48
0.722,0.593,1,-3.953,1,0.0269,0.017,1.42E-06,0.067,0.326,98.982,2015,65
0.568,0.598,8,-10.815,1,0.0371,0.835,0,0.225,0.87,151.161,2015,0
0.717,0.796,6,-3.677,1,0.0303,0.0189,8.94E-05,0.19,0.942,105.017,2015,70
0.61,0.857,8,-5.267,0,0.0877,0.0424,2.00E-06,0.128,0.373,125.838,2015,62
0.634,0.78,8,-4.928,1,0.0477,0.161,0,0.112,0.93,101.066,2015,62
0.735,0.457,5,-10.825,1,0.0298,0.0496,0,0.146,0.623,111.003,2015,39
0.331,0.68,2,-5.964,1,0.0454,0.031,0.0177,0.215,0.357,114.909,2015,8
0.795,0.616,1,-5.281,0,0.06,0.417,0,0.349,0.815,110.015,2015,72
0.467,0.307,0,-9.712,1,0.0284,0.556,0.00153,0.0968,0.119,103.808,2015,62
0.4,0.48,8,-7.758,0,0.0307,0.0598,2.01E-06,0.117,0.18,166.041,2015,39
0.752,0.71,1,-6.211,1,0.0345,0.0408,0.000424,0.145,0.76,99.985,2015,36
0.819,0.768,8,-8.522,1,0.134,0.234,0,0.334,0.964,139.982,2015,8
0.56,0.323,1,-11.691,1,0.0289,0.325,0.571,0.134,0.0388,63.006,2015,45
0.522,0.331,5,-9.909,1,0.0281,0.59,0.0138,0.139,0.0862,109.837,2015,46
0.736,0.743,1,-7.437,1,0.0758,0.0895,0,0.0482,0.799,104.078,2015,48
0.438,0.913,9,-3.438,1,0.0558,0.000142,0.00393,0.145,0.21,118.963,2015,3
0.713,0.552,8,-6.526,1,0.0499,0.0298,0,0.0879,0.424,95.961,2015,7
0.537,0.713,7,-6.25,1,0.0272,0.227,0.65,0.1,0.367,93.198,2015,60
0.533,0.309,11,-9.079,1,0.0351,0.609,0.000209,0.102,0.118,114.677,2015,0
0.563,0.561,5,-6.479,1,0.0544,0.214,5.57E-05,0.498,0.414,164.132,2015,0
0.702,0.384,9,-11.094,1,0.0515,0.159,5.22E-05,0.104,0.343,143.001,2015,21
0.777,0.67,11,-6.59,1,0.0484,0.177,0,0.247,0.946,127.961,2015,54
0.665,0.765,3,-5.428,1,0.0351,0.0187,0.000799,0.116,0.603,124.949,2015,41
0.596,0.752,11,-4.904,1,0.07,0.785,0.000419,0.105,0.306,127.06,2015,61
0.561,0.674,1,-8.201,1,0.0436,0.392,0.000176,0.471,0.579,107.974,2015,5
0.572,0.578,11,-8.757,1,0.0262,0.0714,1.79E-06,0.112,0.327,104.969,2015,1
0.657,0.35,7,-9.346,1,0.0292,0.0997,0.415,0.234,0.32,129.979,2015,43
0.639,0.707,7,-5.062,1,0.0739,0.0881,0,0.176,0.352,87.944,2015,34
0.291,0.635,4,-6.846,0,0.0371,0.275,2.69E-05,0.334,0.294,111.852,2015,14
0.679,0.714,11,-7.263,0,0.1,0.136,1.25E-06,0.322,0.587,94.618,2015,38
0.644,0.613,8,-6.004,0,0.285,0.0159,1.77E-06,0.0637,0.92,175.237,2015,29
0.318,0.967,6,-5.436,1,0.0455,0.0148,9.99E-06,0.31,0.868,169.294,2015,0
0.7,0.157,2,-11.898,0,0.0473,0.91,0,0.126,0.503,123.905,2015,1
0.498,0.925,3,-4.036,1,0.0667,0.0183,0,0.187,0.569,159.919,2015,45
0.679,0.226,8,-10.371,1,0.0472,0.721,1.44E-05,0.208,0.571,79.998,2015,40
0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,2015,80
0.734,0.637,4,-5.677,0,0.141,0.0462,2.29E-05,0.0602,0.648,169.977,2015,84
0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,2015,78
0.655,0.632,2,-4.802,1,0.0489,0.0189,0,0.0722,0.447,120.113,2015,75
0.715,0.723,6,-5.993,0,0.0569,0.0396,8.57E-05,0.084,0.479,114.985,2015,70
0.665,0.758,8,-4.943,1,0.0301,0.00346,3.43E-05,0.0795,0.488,126.057,2015,49
0.628,0.833,11,-4.126,0,0.0282,0.0079,1.48E-05,0.074,0.56,128.003,2015,8
0.642,0.758,7,-4.607,1,0.0402,0.0417,5.32E-06,0.104,0.463,128.039,2015,38
0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,2015,83
0.613,0.873,7,-6.376,0,0.0449,0.00397,0.00111,0.367,0.392,129.989,2015,73
0.616,0.811,7,-4.804,1,0.0626,0.0573,1.57E-05,0.0566,0.913,159.929,2015,73
0.423,0.797,0,-4.659,1,0.124,0.177,0,0.137,0.592,82.617,2015,72
0.719,0.645,2,-6.141,0,0.0358,0.121,0.00316,0.362,0.69,123.02,2015,70
0.597,0.666,6,-6.365,0,0.0418,0.122,0.00302,0.1,0.626,164.992,2015,70
0.547,0.936,9,-4.023,1,0.102,0.23,3.04E-06,0.172,0.642,120.003,2015,71
0.715,0.838,2,-6.077,0,0.118,0.0897,0,0.15,0.497,120.007,2015,70
0.683,0.753,2,-5.564,0,0.0317,0.0577,0.00208,0.357,0.389,120.03,2015,69
0.77,0.706,2,-4.705,1,0.0302,0.0605,0.00182,0.0985,0.527,115.011,2015,68
0.565,0.437,6,-7.68,0,0.0403,0.194,7.14E-06,0.0656,0.217,96.132,2015,69
0.602,0.97,1,-3.994,1,0.125,0.105,0.0053,0.201,0.364,127.953,2015,50
0.582,0.86,11,-5.235,1,0.299,0.616,0,0.113,0.784,83.72,2015,30
0.54,0.766,4,-5.148,0,0.07,0.000248,0,0.641,0.176,98.932,2015,52
0.579,0.738,10,-5.711,1,0.0542,0.0821,1.52E-06,0.232,0.431,124.023,2015,62
0.532,0.739,7,-4.853,0,0.195,0.1,3.31E-06,0.26,0.933,203.687,2015,42
0.568,0.619,0,-4.987,1,0.035,0.536,1.79E-06,0.0667,0.211,114.916,2015,60
0.542,0.795,7,-3.131,1,0.0379,0.0664,2.89E-06,0.313,0.251,128.959,2015,55
0.586,0.604,1,-6.697,0,0.049,0.175,0,0.0759,0.327,127.154,2015,27
0.647,0.92,5,-4.556,0,0.041,0.046,0.0058,0.357,0.242,125.997,2015,55
0.684,0.622,8,-5.336,1,0.103,0.0415,0,0.0652,0.596,94.021,2015,47
0.729,0.778,6,-5.393,1,0.039,0.0159,1.82E-05,0.126,0.613,111.001,2015,0
0.772,0.745,11,-10.194,1,0.0405,0.595,0.87,0.117,0.166,116.014,2015,59
0.492,0.763,9,-4.064,0,0.0339,0.0415,3.02E-05,0.0959,0.247,140.118,2015,26
0.566,0.851,2,-3.799,1,0.0389,0.0736,1.07E-06,0.198,0.511,126.046,2015,3
0.715,0.504,2,-6.616,1,0.0469,0.137,0,0.149,0.372,121.151,2015,0
0.643,0.388,0,-14.081,1,0.041,0.0918,0.000135,0.114,0.717,164.078,2015,54
0.654,0.749,1,-5.383,0,0.0257,0.00195,0,0.0956,0.774,108.004,2015,53
0.723,0.818,9,-8.285,1,0.0552,0.317,0,0.0868,0.817,95.747,2015,33
0.507,0.431,9,-9.509,1,0.0264,0.25,5.98E-06,0.149,0.224,90.504,2015,58
0.872,0.659,7,-6.142,1,0.34,0.014,0.00701,0.414,0.218,140.086,2015,51
0.501,0.315,6,-11.146,1,0.135,0.435,0,0.368,0.52,61.161,2015,56
0.503,0.748,5,-4.124,1,0.0619,0.0305,0,0.343,0.356,125.896,2015,74
0.495,0.456,2,-9.087,1,0.0337,0.143,0,0.379,0.224,123.938,2015,58
0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,2015,76
0.554,0.768,6,-5.812,0,0.127,0.0126,7.13E-06,0.122,0.324,99.679,2015,56
0.598,0.792,11,-4.043,0,0.0478,0.121,0,0.158,0.732,97.479,2015,6
0.614,0.566,11,-7.293,1,0.0298,0.0858,7.62E-05,0.112,0.788,148.01,2015,0
0.697,0.553,2,-10.522,1,0.149,0.407,2.52E-05,0.0897,0.699,173.933,2015,44
0.579,0.68,8,-5.634,1,0.076,0.0157,0,0.0699,0.211,100.033,2015,61
0.263,0.555,4,-6.884,0,0.0446,0.316,5.78E-05,0.128,0.191,79.783,2015,5
0.757,0.427,7,-11.025,1,0.141,0.239,0,0.0982,0.362,76.06,2015,19
0.577,0.914,6,-3.379,1,0.051,0.0652,0,0.173,0.408,108.794,2015,0
0.754,0.799,9,-6.419,1,0.0553,0.0289,0,0.351,0.582,122.037,2015,48
0.624,0.819,10,-5.695,0,0.0415,0.747,0,0.0666,0.689,141.918,2015,10
0.612,0.693,5,-4.702,0,0.0346,0.319,0,0.342,0.852,95.934,2015,0
0.646,0.631,8,-10.748,0,0.0436,0.00462,0.288,0.122,0.167,109.02,2015,65
0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,2015,13
0.685,0.944,0,-3.038,1,0.166,0.0458,9.39E-06,0.822,0.532,128.014,2015,0
0.582,0.285,0,-13.256,1,0.0618,0.725,0,0.0939,0.409,112.511,2015,30
0.564,0.594,11,-9.912,0,0.155,0.119,0,0.536,0.507,89.394,2015,57
0.646,0.625,8,-10.75,0,0.0422,0.00432,0.291,0.119,0.186,109.019,2015,55
0.752,0.461,10,-12.282,0,0.0691,0.0174,0.782,0.0918,0.382,139.462,2015,49
0.633,0.392,5,-12.604,0,0.0384,0.859,0.93,0.0817,0.421,151.998,2015,48
0.582,0.763,0,-7.288,1,0.0308,0.00228,0.000332,0.101,0.327,132.178,2015,7
0.497,0.882,8,-5.621,1,0.0412,0.00151,7.11E-06,0.139,0.922,76.481,2015,55
0.548,0.895,0,-2.794,1,0.0392,0.00622,0.0184,0.108,0.616,127.829,2015,54
0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,2015,76
0.708,0.945,5,-3.247,0,0.234,0.00104,0.0803,0.227,0.545,127.96,2015,68
0.635,0.578,0,-6.738,1,0.119,0.184,0,0.0874,0.309,150.057,2015,3
0.608,0.815,11,-5.043,1,0.0272,0.00927,2.36E-05,0.119,0.544,127.022,2015,50
0.661,0.504,10,-9.238,1,0.0369,0.105,0.0101,0.123,0.288,89.959,2015,16
0.747,0.746,11,-6.441,0,0.0372,0.0131,0.00296,0.149,0.465,122.002,2015,31
0.559,0.621,2,-8.241,1,0.0285,0.484,3.42E-05,0.0981,0.423,135.022,2015,0
0.658,0.706,5,-5.347,1,0.0304,0.0625,0,0.106,0.427,98.967,2015,3
0.65,0.631,0,-6.103,1,0.0515,0.0469,0.00223,0.151,0.755,161.066,2015,0
0.631,0.609,0,-4.733,1,0.034,0.00691,1.18E-05,0.0995,0.387,171.979,2015,0
0.493,0.399,2,-6.673,1,0.0295,0.645,0,0.686,0.117,104.113,2015,50
0.507,0.824,6,-2.501,1,0.0526,0.0246,0.0451,0.0848,0.0394,84.992,2015,64
0.584,0.843,2,-2.357,0,0.0378,0.104,0,0.511,0.394,127.965,2015,41
0.574,0.766,1,-1.735,0,0.0298,0.00221,0.762,0.109,0.39,126.037,2015,32
0.657,0.66,0,-3.312,1,0.0442,0.00319,0,0.345,0.275,127.948,2015,32
0.497,0.59,1,-7.292,0,0.0266,0.02,1.55E-05,0.221,0.197,135.984,2015,0
0.486,0.659,10,-5.978,1,0.0305,0.31,0.105,0.108,0.173,140,2015,56
0.658,0.896,9,-4.621,1,0.13,0.0296,0.000452,0.109,0.384,140.014,2015,32
0.545,0.795,4,-7.181,1,0.0303,0.02,0.173,0.112,0.887,121.975,2015,34
0.703,0.736,4,-5.709,0,0.046,0.186,1.92E-05,0.174,0.274,119.955,2015,67
0.447,0.67,11,-6.106,1,0.0712,0.0643,0,0.0687,0.117,181.387,2015,51
0.58,0.665,7,-6.775,1,0.043,0.264,0.0315,0.0695,0.336,146.051,2015,15
0.681,0.742,7,-5.655,0,0.0374,0.00747,0,0.0786,0.773,122.986,2015,45
0.847,0.882,11,-4.536,0,0.0551,0.0416,0.000201,0.103,0.793,122.013,2015,47
0.437,0.705,11,-5.703,0,0.0458,0.00516,0,0.0557,0.552,190.137,2015,27
0.671,0.71,4,-5.759,0,0.0328,0.0231,0,0.141,0.389,93.979,2015,47
0.731,0.781,8,-3.405,1,0.0663,0.155,0,0.283,0.601,93.979,2015,37
0.606,0.697,10,-4.189,0,0.101,0.288,0,0.117,0.278,83.966,2015,33
0.68,0.673,7,-7.925,1,0.236,0.358,0,0.0856,0.553,75.035,2015,33
0.589,0.956,1,-3.587,0,0.0406,0.00073,0.051,0.139,0.751,113.996,2015,7
0.641,0.721,11,-6.788,0,0.0451,0.413,7.15E-06,0.246,0.753,67.055,2015,62
0.395,0.746,7,-4.938,1,0.0447,0.219,0,0.123,0.671,188.267,2015,60
0.852,0.592,0,-5.018,1,0.0765,0.0494,0,0.315,0.667,94.758,2015,1
0.427,0.465,6,-6.595,1,0.0291,0.461,5.52E-05,0.154,0.458,112.137,2015,68
0.658,0.179,8,-10.866,1,0.0448,0.689,0,0.17,0.191,128.128,2015,75
0.753,0.844,5,-6.248,0,0.155,0.0937,0,0.0852,0.622,130.013,2015,35
0.852,0.65,0,-5.28,1,0.0937,0.00704,5.28E-05,0.044,0.92,114.996,2015,0
0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,2015,74
0.69,0.643,11,-7.92,0,0.0239,0.253,2.58E-05,0.0877,0.401,110.031,2015,0
0.733,0.876,4,-4.56,0,0.0385,0.00452,4.25E-06,0.916,0.63,112.981,2015,42
0.56,0.806,11,-5.783,1,0.0927,0.0113,0,0.348,0.539,160.903,2015,57
0.712,0.77,0,-5.443,1,0.0745,0.0572,0,0.288,0.751,130.034,2015,4
0.583,0.921,4,-8.38,1,0.0697,0.00382,0.459,0.226,0.222,125.98,2015,44
0.824,0.652,2,-9.393,1,0.075,0.397,0.405,0.313,0.393,116.029,2015,34
0.615,0.412,4,-9.601,0,0.0344,0.245,5.49E-06,0.0968,0.373,144.84,2015,0
0.706,0.777,10,-4.591,0,0.0567,0.299,0,0.298,0.638,126.008,2015,53
0.262,0.881,2,-4.802,1,0.132,0.000705,0.000938,0.724,0.468,127.947,2015,42
0.743,0.507,2,-3.164,0,0.135,0.606,0,0.111,0.358,79.011,2015,61
0.754,0.716,1,-5.141,0,0.0349,0.00606,0.000898,0.0971,0.571,99.976,2015,33
0.65,0.766,6,-5.443,0,0.119,0.00408,6.69E-06,0.0759,0.467,89.974,2015,30
0.656,0.731,2,-5.315,1,0.0876,0.451,2.26E-06,0.0811,0.649,144.005,2015,25
0.717,0.32,3,-8.393,1,0.0283,0.828,0,0.107,0.322,107.946,2015,14
0.678,0.351,0,-8.654,1,0.0265,0.747,0,0.355,0.568,90.029,2015,6
0.595,0.127,1,-9.385,1,0.0329,0.813,0,0.0913,0.0948,140.986,2015,4
0.422,0.808,5,-4.601,1,0.0453,0.248,0,0.137,0.16,130.931,2015,47
0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,2015,76
0.528,0.86,8,-4.829,1,0.0812,0.037,0.000209,0.133,0.414,125.995,2015,34
0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,2015,75
0.648,0.979,8,-3.609,1,0.0794,0.00851,0.131,0.285,0.444,105.474,2015,41
0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,2015,61
0.49,0.866,4,-4.737,0,0.0446,0.00117,3.06E-05,0.122,0.685,155.998,2015,28
0.597,0.857,11,-4.191,1,0.0299,0.107,0,0.303,0.815,97.621,2015,43
0.544,0.792,9,-4.382,1,0.031,0.00393,0.0871,0.0887,0.543,113.966,2015,11
0.427,0.558,1,-6.374,0,0.0685,0.395,3.69E-05,0.136,0.605,86.141,2015,66
0.682,0.657,5,-5.45,1,0.0324,0.0575,0,0.187,0.416,111.027,2015,33
0.759,0.462,7,-10.375,1,0.0424,0.801,0,0.096,0.364,119.957,2015,33
0.657,0.573,6,-8.184,1,0.0536,0.0724,6.64E-05,0.113,0.168,133.111,2015,22
0.553,0.851,3,-4.731,1,0.0415,0.00342,0.045,0.244,0.723,147.989,2015,42
0.56,0.845,4,-4.12,0,0.0375,0.074,0,0.382,0.495,119.996,2015,11
0.645,0.87,10,-5.059,1,0.0305,0.316,1.63E-06,0.143,0.911,121.847,2015,42
0.706,0.793,0,-5.563,1,0.0278,0.103,0.000113,0.297,0.784,114.004,2015,37
0.632,0.586,1,-2.796,1,0.0443,0.0103,2.07E-05,0.0624,0.509,109.593,2015,41
0.219,0.175,2,-13.309,1,0.032,0.799,0.000825,0.0911,0.0972,76.068,2015,34
0.661,0.73,1,-5.137,0,0.035,0.228,0,0.102,0.448,108.005,2015,1
0.547,0.764,2,-6.904,1,0.0327,0.000216,1.99E-06,0.111,0.198,128.02,2015,1
0.441,0.798,8,-4.051,0,0.0793,0.0934,0,0.747,0.656,173.935,2015,45
0.513,0.327,0,-8.798,0,0.0346,0.063,0.000253,0.117,0.146,78.412,2015,0
0.525,0.45,5,-12.195,1,0.048,0.47,0.000291,0.079,0.212,114.163,2015,0
0.49,0.972,8,-3.698,1,0.149,0.0182,0,0.953,0.446,126.059,2015,42
0.778,0.369,1,-8.925,1,0.0776,0.823,0.0586,0.104,0.241,86.021,2015,37
0.559,0.174,3,-11.31,1,0.0351,0.912,2.23E-05,0.157,0.2,130.026,2015,29
0.689,0.947,9,-4.099,1,0.0706,0.0311,1.03E-05,0.119,0.489,94.508,2015,40
0.792,0.821,0,-5.397,1,0.0375,0.248,0,0.31,0.797,133.03,2015,35
0.573,0.719,5,-5.917,0,0.0299,0.000627,0,0.141,0.294,107.006,2015,39
0.567,0.83,0,-5.655,1,0.0281,9.60E-05,0.248,0.394,0.158,93.996,2015,36
0.507,0.867,11,-5.494,1,0.0342,0.0113,0.000188,0.0976,0.356,134.954,2015,29
0.648,0.788,2,-4.386,1,0.0358,0.545,1.23E-05,0.087,0.479,128.023,2015,36
0.81,0.685,9,-8.671,1,0.0412,0.0426,0.348,0.0928,0.482,109.949,2015,37
0.441,0.795,4,-7.057,0,0.0773,0.0612,0.0144,0.136,0.183,160.063,2015,50
0.498,0.895,10,-3.574,1,0.112,0.0235,0.00141,0.232,0.533,118.025,2015,36
0.479,0.989,10,-2.258,1,0.0803,0.000115,8.64E-05,0.0992,0.648,110.02,2015,28
0.204,0.323,2,-10.371,1,0.0325,0.887,0.73,0.319,0.0399,113.384,2015,33
0.695,0.458,7,-11.584,1,0.0382,0.343,0.00258,0.0592,0.502,74.978,2015,26
0.379,0.119,7,-13.782,1,0.0558,0.96,1.98E-05,0.133,0.384,207.505,2015,33
0.53,0.487,2,-9.62,1,0.0302,0.794,0.00376,0.105,0.497,141.427,2015,4
0.651,0.716,0,-6.516,0,0.0258,0.13,0.0616,0.125,0.722,101.05,2015,70
0.618,0.815,5,-5.404,1,0.0432,0.0316,6.68E-05,0.116,0.632,96.047,2015,57
0.429,0.597,7,-6.957,1,0.0367,0.367,0.000129,0.138,0.131,155.828,2015,56
0.714,0.537,0,-5.768,1,0.179,0.0585,0,0.0951,0.819,100.154,2015,7
0.704,0.685,7,-7.13,0,0.0433,0.215,3.78E-05,0.103,0.22,100.03,2015,0
0.643,0.46,4,-6.963,1,0.0272,0.303,7.61E-05,0.115,0.657,90.011,2015,52
0.621,0.819,5,-5.42,1,0.0436,0.0334,4.45E-05,0.106,0.599,96.055,2015,0
0.738,0.868,11,-4.373,0,0.0731,0.0389,0.00171,0.388,0.336,122.003,2015,77
0.672,0.775,0,-5.758,0,0.0409,0.119,0,0.0688,0.765,105.019,2015,34
0.414,0.67,8,-7.665,0,0.0453,0.488,0.208,0.359,0.371,168.056,2015,41
0.619,0.553,2,-7.361,0,0.107,0.53,8.90E-05,0.163,0.264,81.24,2015,44
0.417,0.706,6,-4.652,0,0.0945,0.00933,0.000572,0.474,0.512,127.884,2015,65
0.547,0.792,9,-5.645,0,0.035,0.000383,0.000259,0.106,0.395,97.998,2015,59
0.249,0.68,9,-5.444,1,0.0594,0.00105,0.0128,0.116,0.143,189.879,2015,57
0.412,0.866,2,-4.324,1,0.0442,0.0004,0.000585,0.383,0.143,132.903,2015,52
0.293,0.765,11,-4.648,0,0.048,0.000144,0.0111,0.716,0.523,158.928,2015,51
0.324,0.696,4,-5.588,0,0.0703,0.0245,0.0154,0.133,0.423,108.828,2015,46
0.296,0.934,9,-4.324,1,0.108,0.000411,0.000178,0.308,0.406,184.149,2015,46
0.4,0.855,7,-3.911,1,0.072,0.000975,0.0169,0.14,0.625,167.018,2015,47
0.585,0.953,7,-3.62,1,0.0714,0.00168,0.00141,0.347,0.807,163.949,2015,44
0.563,0.927,11,-3.53,0,0.051,0.00158,0,0.331,0.863,158.987,2015,40
0.573,0.948,7,-3.763,1,0.0726,0.00032,0,0.156,0.733,91.946,2015,40
0.568,0.876,5,-3.714,1,0.0531,0.00807,0,0.112,0.28,132.104,2015,40
0.688,0.808,11,-6.55,0,0.124,0.011,0,0.271,0.808,125.077,2015,39
0.264,0.859,7,-5.722,0,0.158,0.0588,0,0.0926,0.356,156.111,2015,48
0.505,0.775,2,-5.109,1,0.11,0.119,0,0.334,0.548,129.826,2015,45
0.62,0.915,7,-5.144,0,0.137,0.0508,0,0.0746,0.493,104.847,2015,44
0.745,0.791,6,-4.433,1,0.0716,0.116,0.000296,0.059,0.666,93.956,2015,41
0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,2015,86
0.385,0.581,2,-7.307,1,0.0525,0.379,0.000257,0.42,0.242,134.435,2015,46
0.539,0.431,0,-9.642,0,0.0413,0.774,0.0628,0.111,0.199,89.903,2015,14
0.639,0.787,10,-4.992,1,0.0373,0.0512,0,0.126,0.362,80.014,2015,0
0.66,0.812,10,-4.902,1,0.0569,0.0296,0,0.191,0.518,80.708,2015,1
0.67,0.884,11,-2.875,0,0.215,0.141,0,0.291,0.536,143.778,2015,45
0.64,0.841,1,-2.426,0,0.0466,0.153,0,0.0457,0.0471,121.075,2015,62
0.568,0.868,2,-5.729,0,0.0314,0.000251,0.00345,0.288,0.424,101.248,2015,17
0.407,0.937,0,-2.556,1,0.0456,0.0547,1.22E-06,0.124,0.293,171.965,2015,0
0.477,0.773,11,-5.218,0,0.138,0.00488,0,0.269,0.502,94.265,2015,48
0.472,0.278,1,-12.836,1,0.0347,0.789,0.000424,0.314,0.287,72.036,2015,30
0.601,0.831,1,-6.841,0,0.0332,0.000726,0.404,0.168,0.524,128.062,2015,39
0.646,0.787,5,-4.817,0,0.174,0.103,0,0.373,0.675,106.071,2015,14
0.61,0.318,0,-12.129,1,0.0628,0.131,0.00696,0.0932,0.14,99.987,2015,3
0.953,0.537,7,-6.687,1,0.138,0.133,0.000692,0.0953,0.963,130.806,2015,4
0.485,0.513,5,-5.91,0,0.0614,0.708,0,0.508,0.385,90.374,2015,57
0.424,0.355,4,-6.883,0,0.0358,0.802,0,0.27,0.37,124.657,2015,56
0.532,0.535,5,-4.908,0,0.0476,0.822,0,0.341,0.644,109.45,2015,52
0.723,0.711,0,-5.576,0,0.0378,0.0997,0,0.0528,0.606,138.098,2015,70
0.182,0.913,7,-6.716,1,0.103,0.001,0.168,0.0967,0.193,85.569,2015,3
0.836,0.758,5,-6.176,1,0.0322,0.139,0,0.0812,0.908,107.001,2015,0
0.571,0.815,6,-3.267,1,0.0321,0.0608,0,0.163,0.664,120.008,2015,53
0.893,0.639,2,-7.857,1,0.0549,0.00226,0.000315,0.0382,0.579,134.963,2015,11
0.679,0.576,4,-6.609,0,0.0402,0.261,0.000113,0.366,0.348,154.09,2015,62
0.514,0.681,6,-5.863,0,0.0385,0.00287,0,0.118,0.39,96.923,2015,43
0.686,0.718,8,-5.054,0,0.0431,0.00637,0.000703,0.119,0.557,115.026,2015,77
0.506,0.944,10,-1.38,0,0.037,0.0237,1.79E-06,0.283,0.695,126.06,2015,30
0.461,0.972,6,-5.663,0,0.0963,1.80E-05,0.0017,0.0663,0.34,103.735,2015,0
0.749,0.99,5,-1.824,1,0.174,0.00137,9.83E-05,0.139,0.0774,128.024,2015,1
0.519,0.283,2,-10.681,1,0.0319,0.859,0,0.104,0.35,72.944,2015,41
0.51,0.938,8,-3.711,1,0.133,0.015,0,0.168,0.621,150.03,2015,42
0.685,0.571,5,-6.952,1,0.245,0.25,0,0.113,0.571,81.99,2015,41
0.336,0.345,5,-6.456,0,0.029,0.744,6.01E-06,0.182,0.0756,92.502,2015,42
0.383,0.43,10,-8.644,1,0.0302,0.817,1.04E-06,0.0869,0.174,107.005,2015,68
0.748,0.775,3,-3.582,0,0.0545,0.0507,0,0.0557,0.958,152.042,2015,38
0.617,0.759,0,-6.785,0,0.0677,0.0026,0,0.419,0.324,122.925,2015,11
0.659,0.851,8,-3.019,0,0.0506,0.00409,0.047,0.309,0.759,128.023,2015,38
0.59,0.578,10,-5.798,0,0.0528,0.612,0.000162,0.0837,0.264,81.663,2015,68
