,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year,popularity,artist
3814,0.569,0.791,8,-5.351,1,0.0862,0.0191,0,0.123,0.366,135.107,186280,2013,41,Bastille
3815,0.582,0.537,9,-6.803,0,0.0435,0.73,7.78E-05,0.107,0.21,115.588,191187,2013,37,Bastille
3816,0.516,0.945,7,-4.403,1,0.0953,0.221,0,0.248,0.427,143.977,231187,2013,36,Bastille
3817,0.713,0.75,8,-5.178,1,0.0328,0.664,0,0.18,0.791,130.035,208680,2013,38,Bastille
3818,0.478,0.629,1,-6.355,0,0.0321,0.118,0.000796,0.0913,0.201,142.055,244280,2013,37,Bastille
3819,0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,214148,2013,72,Bastille
3820,0.587,0.918,4,-4.878,0,0.0581,0.0636,0,0.267,0.629,134.055,240747,2013,62,Bastille
3821,0.663,0.777,5,-5.496,0,0.0375,0.0157,0.00829,0.0755,0.94,143.003,212613,2013,57,Bastille
3822,0.433,0.719,0,-5.586,1,0.0486,0.222,0.000573,0.12,0.0793,158.117,206253,2013,50,Bastille
3823,0.614,0.766,9,-6.079,0,0.0386,0.266,2.10E-05,0.176,0.51,97.51,175147,2013,50,Bastille
3824,0.59,0.752,11,-6.507,1,0.0512,0.194,0,0.0835,0.798,171.905,165120,2013,49,Bastille
3825,0.517,0.944,7,-4.411,1,0.0886,0.208,0,0.274,0.417,143.98,231253,2013,49,Bastille
3826,0.5,0.741,5,-5.024,0,0.0468,0.084,0,0.322,0.295,83.048,221773,2013,48,Bastille
3827,0.612,0.54,4,-9.398,0,0.0444,0.255,0.0013,0.169,0.219,127.092,250107,2013,47,Bastille
3828,0.473,0.643,1,-6.419,0,0.033,0.123,0.000674,0.0781,0.175,142.065,248040,2013,51,Bastille
3829,0.52,0.565,11,-7.439,0,0.0454,0.606,0.0101,0.203,0.422,79.094,194506,2013,51,Bastille
3830,0.581,0.732,0,-6.024,1,0.0417,0.382,0.00254,0.385,0.36,89.994,183333,2013,58,Bastille
3831,0.658,0.88,6,-7.844,1,0.0776,0.0111,0.168,0.122,0.354,115,251533,2013,48,Bastille
3832,0.243,0.339,11,-12.38,1,0.0455,0.813,0.461,0.489,0.16,79.889,156987,2013,47,Bastille
3838,0.715,0.825,10,-6.582,0,0.0804,0.0311,0,0.0737,0.262,115.955,231509,2013,36,Stromae
3839,0.378,0.301,4,-12.276,1,0.0321,0.769,0.0663,0.0713,0.365,133.206,184213,2013,27,Aliz̩e
3843,0.665,0.809,8,-4.574,1,0.0464,0.156,0,0.0613,0.811,99.029,200213,2013,49,MIKA
3918,0.349,0.885,2,-4.624,1,0.0438,0.0324,0,0.315,0.31,149.968,207560,2013,51,Frightened Rabbit
3993,0.77,0.801,9,-4.182,0,0.0336,0.00375,0.00281,0.0515,0.725,130.76,233133,2013,62,Fitz and The Tantrums
4002,0.376,0.701,6,-5.604,0,0.0304,4.05E-05,0.0931,0.0855,0.151,177.96,272053,2013,52,The Naked And Famous
4094,0.644,0.811,11,-7.681,1,0.0499,0.142,0.000629,0.169,0.831,154.903,202667,2013,63,Vampire Weekend
4096,0.624,0.724,10,-7.113,1,0.101,0.591,7.79E-06,0.101,0.624,78.008,251627,2013,65,Vampire Weekend
4097,0.419,0.803,11,-5.498,1,0.246,0.032,3.70E-05,0.206,0.764,86.958,160067,2013,60,Vampire Weekend
4109,0.604,0.315,1,-9.042,0,0.0247,0.436,0.732,0.101,0.11,96.025,325968,2013,56,The xx
4119,0.581,0.684,0,-7.399,1,0.0417,0.0663,2.00E-06,0.109,0.437,139.849,210160,2013,34,Crystal Fighters
4126,0.358,0.9,1,-4.131,0,0.0474,0.000207,0.00958,0.251,0.421,162.01,216067,2013,49,White Lies
4127,0.482,0.769,10,-6.177,0,0.0419,0.0023,0.00524,0.106,0.173,119.963,327987,2013,51,White Lies
4134,0.524,0.885,5,-3.079,1,0.037,0.0997,0,0.0708,0.395,119.954,204591,2013,62,Empire of the Sun
4151,0.525,0.912,1,-7.284,1,0.0308,0.597,0.485,0.157,0.783,88.991,300000,2013,14,Goldroom
4223,0.708,0.624,3,-5.721,0,0.215,0.0704,0,0.161,0.502,78.028,240080,2013,32,Watsky
4224,0.74,0.716,6,-5.796,0,0.0609,0.207,3.51E-06,0.0926,0.804,117.977,245933,2013,37,Watsky
4226,0.759,0.783,9,-5.182,0,0.311,0.263,9.14E-06,0.191,0.831,80.055,259507,2013,28,Watsky
4227,0.593,0.709,0,-10.076,1,0.743,0.895,0,0.11,0.403,72.483,164827,2013,24,Watsky
4427,0.556,0.893,10,-3.766,0,0.0621,0.239,0,0.123,0.26,104.995,253547,2013,58,Kavinsky
4466,0.594,0.672,6,-8.669,0,0.0507,0.501,0.497,0.0906,0.161,89.972,231208,2013,51,SAFIA
4539,0.488,0.83,7,-5.331,1,0.0436,0.00127,0.000833,0.181,0.326,105.935,218693,2013,58,The Chain Gang Of 1974
4557,0.602,0.821,9,-4.059,1,0.0305,0.00408,0,0.287,0.257,115.556,183333,2013,1,The Fray
4600,0.639,0.744,6,-8.377,0,0.0368,0.0319,0.000458,0.466,0.825,128.047,240533,2013,71,Foals
4603,0.536,0.73,2,-7.606,0,0.0427,0.0036,0.668,0.183,0.438,97.206,292547,2013,58,Foals
4605,0.608,0.403,2,-10.816,0,0.0338,0.21,0.102,0.12,0.119,116.373,327680,2013,55,Foals
4658,0.813,0.784,9,-3.255,1,0.167,0.44,5.32E-06,0.0628,0.519,105.014,188453,2013,40,Emeli Sand̩
4752,0.652,0.377,5,-7.021,1,0.0236,0.0748,1.26E-06,0.109,0.168,103.004,228087,2013,44,Meg Myers
4753,0.559,0.84,0,-6.165,1,0.038,0.0648,0,0.0664,0.273,149.914,216404,2013,38,Meg Myers
4756,0.683,0.672,7,-6.902,0,0.0308,0.00369,0.139,0.115,0.179,123.314,248842,2013,37,Meg Myers
4776,0.538,0.664,1,-6.318,1,0.0392,0.193,0,0.0918,0.366,154.033,256747,2013,61,Keith Urban
4835,0.49,0.844,8,-6.341,0,0.0713,0.0395,6.56E-06,0.207,0.905,177.99,195529,2013,48,Night Riots
4849,0.431,0.639,11,-9.07,0,0.034,0.254,0.352,0.0856,0.428,85.404,291758,2013,54,Warpaint
4851,0.644,0.763,1,-7.939,1,0.0356,0.00492,0.0483,0.167,0.644,97.144,244397,2013,50,Warpaint
4938,0.667,0.855,10,-4.011,0,0.0547,0.00455,0.859,0.215,0.921,92.032,222264,2013,45,Proleter
4939,0.914,0.711,4,-6.583,0,0.146,0.132,0.0151,0.129,0.777,102.954,218294,2013,41,Proleter
5238,0.184,0.738,7,-7.486,1,0.0491,0.0367,0,0.106,0.301,159.619,261270,2013,32,Boy George
5257,0.525,0.964,5,-3.451,0,0.0571,0.000328,5.50E-06,0.0527,0.385,90.013,199950,2013,64,Escape the Fate
5261,0.465,0.867,0,-3.97,0,0.0361,0.00397,0,0.151,0.328,155.085,231947,2013,49,Escape the Fate
5264,0.525,0.964,5,-3.451,0,0.0571,0.000328,5.50E-06,0.0527,0.385,90.013,199950,2013,64,Escape the Fate
5319,0.465,0.711,5,-6.178,1,0.0265,0.00411,0.000548,0.164,0.255,101.46,309973,2013,61,Paramore
5334,0.662,0.833,5,-5.034,0,0.0397,0.0487,0.614,0.115,0.2,132.024,237860,2013,36,Cashmere Cat
5347,0.787,0.372,1,-9.305,1,0.032,0.506,0.176,0.218,0.398,94.166,164312,2013,0,Francis and the Lights
5349,0.694,0.399,3,-7.938,0,0.0269,0.482,0.189,0.104,0.417,85.878,206396,2013,0,Francis and the Lights
5352,0.815,0.629,3,-8.571,1,0.027,0.601,0.0129,0.159,0.747,107.945,229721,2013,0,Francis and the Lights
5422,0.555,0.773,9,-7.049,1,0.0297,0.000321,0.000132,0.0858,0.863,162.035,219663,2013,45,Yellowcard
5536,0.376,0.939,1,-3.437,1,0.0572,0.00704,0,0.116,0.815,190.109,211027,2013,66,Set It Off
5537,0.412,0.927,1,-3.858,0,0.145,0.00126,0,0.0849,0.437,170.003,202053,2013,48,Set It Off
5539,0.441,0.955,8,-3.222,0,0.161,0.00239,0,0.328,0.709,170.036,201213,2013,50,Set It Off
5541,0.513,0.894,1,-3.587,0,0.0711,0.0761,0,0.0406,0.827,159.944,168720,2013,59,Set It Off
5556,0.708,0.81,11,-7.28,1,0.178,0.211,0.000151,0.156,0.86,178.067,228736,2013,19,Epick
5561,0.453,0.295,7,-12.881,1,0.0291,0.518,0.00011,0.293,0.14,146.022,276575,2013,52,Tyler Ward
5577,0.441,0.283,2,-9.092,1,0.0304,0.765,0.0348,0.076,0.225,79.664,275628,2013,14,Lucius
5580,0.528,0.908,2,-5.609,0,0.0608,0.00438,0.000524,0.335,0.477,121.491,208280,2013,2,Lucius
5647,0.426,0.922,2,-4.506,0,0.0348,0.000291,0,0.115,0.765,90.068,181155,2013,0,Tonight Alive
5681,0.737,0.637,6,-6.308,0,0.0735,0.262,0,0.319,0.537,100.033,124733,2013,71,Kristen Bell
5689,0.306,0.121,0,-15.551,0,0.0554,0.85,0.000176,0.257,0.166,174.055,206507,2013,71,Kristen Bell
5702,0.5,0.342,7,-9.536,1,0.175,0.536,0,0.59,0.684,77.124,110987,2013,65,Josh Gad
5715,0.591,0.53,9,-6.123,1,0.127,0.441,0,0.0967,0.707,103.047,182107,2013,62,Maia Wilson
5746,0.411,0.565,9,-8.287,1,0.0241,0.537,0.679,0.447,0.448,143.36,266013,2013,43,Dr. Dog
5774,0.475,0.987,5,-3.515,0,0.121,0.00028,2.36E-06,0.335,0.632,162.002,213741,2013,59,All Time Low
5776,0.508,0.964,6,-3.712,1,0.0453,5.87E-05,3.29E-05,0.172,0.545,140.03,200510,2013,52,All Time Low
5797,0.76,0.575,6,-4.06,1,0.0444,0.282,0.000383,0.0993,0.314,131.983,225493,2013,60,Miley Cyrus
5799,0.548,0.833,7,-3.294,1,0.0497,0.199,0,0.305,0.467,190.029,229693,2013,62,Miley Cyrus
5802,0.668,0.761,9,-7.093,0,0.0912,0.03,0,0.365,0.34,133.985,288333,2013,58,Miley Cyrus
5814,0.61,0.383,5,-7.543,1,0.0322,0.676,0,0.0949,0.164,137.766,221680,2013,47,Little Big Town
5817,0.604,0.641,0,-5.744,1,0.0267,0.466,0,0.126,0.546,78.078,195307,2013,43,Little Big Town
5842,0.734,0.558,5,-4.593,0,0.0378,0.549,0,0.403,0.759,95.038,224385,2013,39,Hoodie Allen
5843,0.657,0.761,11,-5.228,1,0.112,0.00913,0,0.115,0.492,90.019,197555,2013,46,Hoodie Allen
5870,0.622,0.245,6,-17.492,0,0.0343,0.961,0.231,0.102,0.185,122.973,286320,2013,40,Agnes Obel
5872,0.23,0.0969,0,-27.045,1,0.0415,0.934,0.76,0.106,0.129,134.774,202594,2013,56,Agnes Obel
5875,0.413,0.218,9,-14.89,0,0.034,0.945,0.047,0.103,0.121,129.186,328040,2013,34,Agnes Obel
5922,0.376,0.696,0,-4.785,0,0.0949,0.141,0,0.11,0.303,169.515,209440,2013,77,James Arthur
5923,0.406,0.62,9,-8.751,1,0.153,0.471,9.72E-05,0.0893,0.26,129.812,233467,2013,65,James Arthur
5924,0.37,0.419,2,-5.314,1,0.0382,0.753,0,0.121,0.255,145.866,250653,2013,61,James Arthur
5925,0.385,0.632,1,-6.528,0,0.0488,0.00532,0,0.138,0.246,150.305,277867,2013,59,James Arthur
5926,0.434,0.595,7,-5.312,1,0.0491,0.58,0,0.152,0.323,129.307,251013,2013,59,James Arthur
5927,0.417,0.926,6,-2.798,0,0.0924,0.0117,0,0.0773,0.596,155.741,201373,2013,55,James Arthur
5928,0.495,0.774,7,-4.971,0,0.0374,0.000784,0,0.322,0.348,100.909,226827,2013,54,James Arthur
5929,0.556,0.864,2,-4.864,1,0.0388,0.0237,0,0.176,0.603,140.045,187627,2013,55,James Arthur
5943,0.813,0.557,2,-14.97,1,0.0574,0.0268,0.017,0.0846,0.61,128.033,183594,2013,0,Tkay Maidza
5949,0.677,0.866,1,-6.403,1,0.0392,0.00165,0.662,0.412,0.0386,128.005,303827,2013,54,Martin Garrix
5965,0.67,0.916,0,-4.209,1,0.0527,0.0261,0.000268,0.217,0.778,142.798,205907,2013,44,Elliphant
5997,0.472,0.67,1,-7.26,1,0.0266,0.104,1.77E-05,0.0843,0.606,176.045,204213,2013,49,Tegan and Sara
6027,0.609,0.367,11,-7.02,1,0.0332,0.798,0,0.126,0.197,129.49,180471,2013,52,The Wanted
6108,0.71,0.697,5,-7.425,1,0.0333,0.0306,0.17,0.0538,0.424,96.999,238640,2013,38,Chase & Status
6111,0.705,0.777,1,-4.964,1,0.0563,0.000907,8.07E-05,0.0513,0.453,87.526,190387,2013,36,Chase & Status
6116,0.71,0.859,2,-6.38,1,0.214,0.00682,0.000271,0.0436,0.411,139.983,195987,2013,42,Chase & Status
6119,0.628,0.867,9,-3.555,1,0.0913,0.0108,0,0.308,0.597,78.043,227311,2013,65,AJR
6124,0.521,0.716,0,-4.838,1,0.0373,0.00543,0,0.0895,0.389,105.034,239693,2013,54,AJR
6127,0.617,0.708,2,-4.54,1,0.0284,0.0681,0,0.123,0.467,96.996,182147,2013,52,AJR
6134,0.598,0.753,9,-7.45,1,0.0375,0.0317,0.000156,0.0952,0.756,129.781,249640,2013,25,Jonathan Wilson
6141,0.586,0.208,9,-15.751,0,0.0326,0.773,0.0132,0.152,0.241,80.989,390667,2013,30,Jonathan Wilson
6159,0.554,0.429,3,-12.51,1,0.0283,0.921,0.133,0.115,0.533,152.054,198640,2013,60,Gregory Alan Isakov
6161,0.378,0.25,5,-11.51,1,0.0292,0.958,0.00118,0.124,0.415,168.071,167533,2013,50,Gregory Alan Isakov
6164,0.376,0.325,4,-9.972,1,0.0304,0.946,0.0937,0.113,0.211,154.563,229227,2013,51,Gregory Alan Isakov
6171,0.722,0.71,10,-4.665,1,0.0687,0.3,0,0.0909,0.713,95.014,203470,2013,40,Tiffany Alvord
6202,0.919,0.506,1,-7.14,1,0.304,0.132,0,0.0771,0.273,97.465,220240,2013,72,B.o.B
6210,0.919,0.506,1,-7.14,1,0.304,0.132,0,0.0771,0.273,97.465,220240,2013,72,B.o.B
6245,0.521,0.425,7,-6.018,0,0.0273,0.289,0,0.11,0.227,68.762,215200,2013,0,Jason Walker
6299,0.666,0.38,2,-8.757,1,0.0439,0.838,0,0.487,0.6,86.098,128533,2013,1,Amy Adams
6300,0.636,0.411,8,-10.716,1,0.0515,0.686,2.59E-05,0.646,0.597,121.739,218413,2013,1,Billy Crystal
6301,0.311,0.0961,5,-16.99,1,0.0406,0.983,0,0.0875,0.223,89.553,183253,2013,1,Sarah McLachlan
6302,0.597,0.601,1,-9.594,1,0.373,0.349,0,0.249,0.903,143.753,128760,2013,0,Jim Cummings
6350,0.747,0.265,1,-14.141,1,0.0354,0.745,0.0169,0.11,0.2,138.017,229653,2013,61,The Civil Wars
6353,0.544,0.328,2,-7.381,0,0.0307,0.807,0,0.128,0.325,145.533,207960,2013,35,The Civil Wars
6355,0.317,0.451,10,-6.762,1,0.0347,0.537,0,0.0898,0.459,173.831,213400,2013,44,The Civil Wars
6356,0.254,0.349,4,-10.02,0,0.0379,0.85,2.95E-05,0.234,0.303,170.214,149427,2013,57,The Civil Wars
6364,0.541,0.884,10,-6.272,1,0.101,0.35,0.0473,0.281,0.481,97.188,265267,2013,1,Edward Sharpe & The Magnetic Zeros
6417,0.538,0.534,3,-5.558,1,0.0367,0.11,0,0.11,0.302,119.193,234853,2013,36,Matthew Koma
6527,0.591,0.659,1,-7.591,1,0.0393,0.0604,0.00225,0.0837,0.159,109.98,261016,2013,49,Andrew McMahon in the Wilderness
6653,0.307,0.847,11,-4.215,1,0.0551,0.0215,0,0.0783,0.34,93.072,173093,2013,54,The Mowgli's
6656,0.517,0.804,6,-5.101,1,0.0572,0.0656,0,0.157,0.61,157.974,200080,2013,48,The Mowgli's
6682,0.275,0.818,10,-4.842,1,0.0602,0.321,5.72E-06,0.139,0.511,190.362,189693,2013,44,Clairy Browne & The Bangin' Rackettes
6683,0.598,0.871,3,-3.614,0,0.102,0.535,0,0.0801,0.544,126.856,184640,2013,40,Clairy Browne & The Bangin' Rackettes
6749,0.469,0.892,4,-5.641,0,0.317,0.0776,0,0.382,0.491,88.976,399761,2013,53,Kool Shen
6784,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733,2013,73,DJ Snake
6906,0.523,0.56,9,-7.049,1,0.0327,0.107,3.11E-06,0.745,0.741,91.094,161236,2013,21,The Basics
6973,0.515,0.877,1,-7.628,0,0.228,0.00169,0.603,0.511,0.558,173.964,149027,2013,50,Ta-ku
6974,0.746,0.405,3,-11.719,0,0.0619,0.507,0.912,0.204,0.303,130.942,229021,2013,1,Ta-ku
6977,0.846,0.531,6,-9.013,1,0.274,0.0831,0.557,0.0701,0.511,133.009,230977,2013,0,Ta-ku
7039,0.683,0.357,11,-11.23,0,0.0315,0.362,0.453,0.17,0.19,120.034,340000,2013,0,Pur:Pur
7142,0.425,0.978,7,-1.16,1,0.0708,0.000273,2.17E-06,0.389,0.33,102.608,177373,2013,40,AFI
7183,0.473,0.461,6,-6.474,0,0.333,0.149,0,0.0973,0.615,165.985,234213,2013,8,Childish Gambino
7184,0.644,0.479,4,-8.352,1,0.177,0.169,0,0.639,0.612,79.929,180680,2013,7,Childish Gambino
7219,0.323,0.327,2,-7.494,1,0.0411,0.824,0,0.101,0.335,81.329,327773,2013,63,Ariana Grande
7237,0.509,0.803,5,-4.903,1,0.0558,0.0917,0.0135,0.109,0.239,185.922,242507,2013,66,The Killers
7238,0.547,0.779,1,-4.529,1,0.0276,0.000111,0.0133,0.138,0.16,136.981,262000,2013,66,The Killers
7258,0.682,0.714,9,-6.306,1,0.0399,0.074,0,0.278,0.581,127.443,214148,2013,18,Bastille
7259,0.389,0.706,1,-6.849,1,0.0593,0.0026,0.000182,0.686,0.238,179.911,245187,2013,63,Rudimental
7281,0.345,0.313,4,-10.098,1,0.0681,0.717,0.000822,0.1,0.164,207.969,237973,2013,62,Vampire Weekend
7282,0.584,0.65,11,-6.481,1,0.0427,0.179,0.000283,0.0935,0.491,92.01,312653,2013,56,Vampire Weekend
7283,0.472,0.29,9,-12.327,1,0.0957,0.403,0.000115,0.199,0.126,180.098,251253,2013,54,Vampire Weekend
7285,0.474,0.919,11,-5.966,1,0.0779,0.00119,1.82E-06,0.314,0.303,149.055,201240,2013,52,Vampire Weekend
7310,0.607,0.864,5,-4.348,1,0.0609,0.00322,0,0.265,0.567,126.056,182520,2013,1,Example
7314,0.598,0.959,7,-4.339,1,0.0831,0.0014,0,0.588,0.529,127.941,236467,2013,0,Calvin Harris
7318,0.536,0.863,5,-3.607,0,0.0982,0.156,0,0.0695,0.464,134.868,240627,2013,0,Example
7385,0.687,0.23,1,-8.583,1,0.0365,0.845,0,0.106,0.341,120.057,230187,2013,41,Matthew Koma
7398,0.457,0.307,2,-11.879,1,0.03,0.512,0.000162,0.122,0.283,129.447,244840,2013,44,Ben Folds
7424,0.668,0.214,0,-14.983,1,0.0437,0.913,0.0157,0.122,0.348,111.2,199427,2013,63,Bahamas
7456,0.636,0.871,8,-3.58,1,0.0421,0.00194,0,0.0862,0.804,92.7,187413,2013,28,We Are The In Crowd
7539,0.79,0.916,1,-2.742,1,0.104,0.121,0.000269,0.0513,0.734,124.986,263813,2013,49,M.I.A.
7540,0.764,0.916,1,-1.181,1,0.0539,0.0458,0.358,0.0332,0.501,144.055,179240,2013,49,M.I.A.
7541,0.465,0.772,5,-3.932,0,0.0378,0.0959,1.04E-05,0.167,0.257,155.83,215640,2013,56,Cassadee Pope
7827,0.766,0.733,2,-7.299,1,0.0538,0.0142,0,0.0818,0.573,115.018,196733,2013,21,Katy Tiz
7895,0.546,0.798,1,-5.877,1,0.0405,0.0112,0.00181,0.54,0.902,135.986,235000,2013,37,Ezra Furman
8144,0.645,0.585,6,-6.122,1,0.0513,0.00314,0,0.165,0.353,131.931,215672,2013,78,Katy Perry
8145,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.60E-06,0.354,0.455,179.984,223546,2013,78,Katy Perry
8162,0.485,0.53,4,-9.611,1,0.0279,0.0272,0,0.151,0.28,67.97,259160,2013,60,Def Leppard
8163,0.414,0.953,10,-5.462,0,0.243,0.00156,0,0.99,0.462,175.942,272173,2013,48,Def Leppard
8183,0.392,0.942,9,-8.62,1,0.559,0.158,4.48E-05,0.802,0.582,174.311,221827,2013,51,Old Crow Medicine Show
8185,0.26,0.82,0,-8.387,1,0.216,0.309,1.65E-05,0.975,0.637,173.314,295200,2013,46,Old Crow Medicine Show
8217,0.589,0.669,0,-4.835,1,0.0253,0.0505,0,0.131,0.421,92.06,225333,2013,54,The Goo Goo Dolls
8232,0.636,0.436,7,-9.524,1,0.139,0.112,0,0.135,0.331,84.804,190185,2013,18,Lorde
8233,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63E-06,0.143,0.738,139.945,212333,2013,8,Lady Gaga
8235,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,250189,2013,76,Eminem
8251,0.561,0.984,2,-2.626,0,0.0636,0.0536,0,0.176,0.584,146.036,233967,2013,61,Falling In Reverse
8327,0.513,0.766,0,-5.984,1,0.0637,0.000905,1.48E-06,0.387,0.481,144.023,201013,2013,13,Lissie
8351,0.541,0.357,8,-14.267,1,0.21,0.713,5.63E-06,0.116,0.428,100.928,269293,2013,35,L.A. Salami
8424,0.355,0.867,2,-3.144,1,0.0738,0.00664,0.554,0.323,0.295,142.849,180133,2013,56,Cold War Kids
8487,0.606,0.855,8,-5.692,1,0.0804,0.231,0,0.155,0.496,77.006,227640,2013,52,Zendaya
8488,0.781,0.771,8,-5.286,1,0.0402,0.441,2.06E-05,0.0499,0.961,99.003,187200,2013,42,Zendaya
8532,0.533,0.251,7,-11.283,0,0.0372,0.873,0.104,0.134,0.186,77.503,223600,2013,68,James Blake
8535,0.604,0.661,10,-9.476,0,0.0443,0.455,0.326,0.109,0.259,144.973,217120,2013,54,James Blake
8570,0.477,0.383,1,-7.177,1,0.0271,0.585,0,0.0692,0.43,74.928,222960,2013,44,Jayme Dee
8836,0.479,0.541,0,-9.862,1,0.0545,0.737,0,0.108,0.321,85.994,181400,2013,61,Gabrielle Aplin
8840,0.379,0.267,4,-8.981,1,0.0293,0.605,0.00322,0.152,0.229,135.198,248507,2013,53,Gabrielle Aplin
8841,0.277,0.291,11,-9.851,0,0.0306,0.901,2.47E-05,0.103,0.175,75.119,245160,2013,54,Gabrielle Aplin
8847,0.61,0.893,9,-3.681,1,0.0921,0.154,4.41E-05,0.021,0.673,104.031,296520,2013,73,Paramore
8886,0.559,0.64,11,-7.022,0,0.124,0.16,8.48E-06,0.108,0.387,82.488,208747,2013,47,Yeasayer
8980,0.492,0.876,1,-3.118,1,0.0308,0.122,0.027,0.257,0.342,140.931,308133,2013,49,MGMT
8983,0.468,0.935,2,-3.901,0,0.0456,0.00126,0.00712,0.0761,0.619,182.002,192733,2013,48,Neon Indian
9051,0.468,0.811,0,-5.871,1,0.0417,0.0452,4.53E-06,0.0611,0.549,175.03,218240,2013,29,Passion Pit
9052,0.534,0.406,7,-7.06,1,0.0343,0.561,7.75E-06,0.322,0.46,74.992,143320,2013,26,Passion Pit
9053,0.849,0.631,9,-5.6,0,0.131,0.0353,0.000609,0.0817,0.44,112.024,258960,2013,25,Passion Pit
9054,0.713,0.701,10,-5.111,1,0.0822,0.000641,0.000174,0.104,0.336,127.965,287760,2013,34,Passion Pit
9062,0.316,0.748,2,-8.187,1,0.0413,0.000304,0.0139,0.608,0.256,79.337,245880,2013,2,Washed Out
9066,0.357,0.774,4,-7.162,1,0.0602,0.0299,0.661,0.119,0.0396,110.124,326853,2013,0,Washed Out
9067,0.504,0.886,6,-7.56,0,0.049,0.0152,0.0378,0.697,0.562,93.96,234680,2013,0,Washed Out
9070,0.384,0.593,9,-7.057,1,0.0537,0.642,0.00786,0.137,0.343,110.921,295573,2013,0,Washed Out
9078,0.399,0.612,4,-7.814,0,0.0358,0.00317,0.33,0.127,0.0567,128.167,356674,2013,57,M83
9134,0.713,0.306,6,-12.111,1,0.0388,0.726,0.168,0.0924,0.314,129.983,266907,2013,69,Jos̩ Gonz��lez
9260,0.209,0.412,0,-9.733,1,0.0443,0.172,0.15,0.0843,0.162,86.26,305747,2013,72,Kodaline
9331,0.515,0.714,0,-4.516,1,0.0348,0.286,0,0.118,0.495,155.954,188547,2013,69,One Direction
9473,0.627,0.633,10,-7.41,0,0.0305,0.133,7.07E-05,0.216,0.763,85.999,194053,2013,61,Portugal. The Man
9474,0.601,0.859,4,-6.311,0,0.0397,0.0351,0.331,0.144,0.431,101.003,249747,2013,60,Portugal. The Man
9483,0.5,0.723,5,-5.07,0,0.0322,0.713,0.00107,0.107,0.677,101.97,282739,2013,25,The Growlers
9541,0.621,0.702,4,-6.845,1,0.0295,0.000332,1.49E-05,0.322,0.374,99.808,254510,2013,64,The 1975
9619,0.491,0.728,9,-5.503,1,0.0304,0.366,5.63E-05,0.0865,0.342,138.026,197453,2013,46,Hooverphonic
9648,0.53,0.864,4,-3.323,0,0.0557,0.0978,3.12E-06,0.153,0.85,153.314,222282,2013,60,Franz Ferdinand
9649,0.702,0.815,11,-3.289,0,0.0296,0.0148,3.85E-05,0.0486,0.819,110.968,167253,2013,56,Franz Ferdinand
9695,0.592,0.416,1,-9.794,1,0.0246,0.882,0.000586,0.112,0.417,96.002,210080,2013,74,The Paper Kites
9718,0.559,0.67,7,-4.985,1,0.0474,0.592,0.000184,0.171,0.438,78.957,221895,2013,64,Flume
9721,0.782,0.534,3,-8.35,1,0.0353,0.261,0.000176,0.37,0.722,93.473,238391,2013,1,Wild Child
9764,0.699,0.719,6,-4.706,0,0.0507,0.0845,0,0.314,0.696,117.019,217560,2013,45,Hedley
9766,0.674,0.632,7,-6.468,1,0.066,0.0311,0.000235,0.0778,0.905,151.989,191693,2013,46,Hedley
