,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year,popularity,artist
241,0.635,0.691,0,-4.862,1,0.258,0.555,0,0.097,0.638,82.142,217419,2013,68,Jason Derulo
277,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32E-06,0.537,0.567,151.99,186827,2013,69,Fall Out Boy
318,0.426,0.599,11,-7.737,1,0.0282,0.0198,0.00142,0.366,0.102,91.995,275547,2013,51,Hurts
319,0.463,0.583,11,-8.049,0,0.0497,0.00243,0.00349,0.111,0.12,123.058,246200,2013,43,Hurts
367,0.673,0.827,5,-7.18,0,0.0416,0.0193,0.000227,0.0885,0.346,124.999,214206,2013,8,Bastille
369,0.485,0.915,2,-3.469,0,0.0544,0.00441,0.00112,0.0987,0.201,126.027,240289,2013,13,John Newman
370,0.773,0.867,0,-4.595,1,0.0603,0.145,0.000333,0.105,0.592,117.984,245307,2013,52,HAIM
375,0.688,0.723,6,-6.682,0,0.121,0.0416,0.0002,0.302,0.618,140.023,209187,2013,68,Zendaya
377,0.583,0.911,11,-3.579,1,0.0344,0.14,0,0.273,0.826,86.177,221293,2013,47,Frank Turner
382,0.421,0.631,7,-5.155,1,0.0537,0.00604,0,0.322,0.18,170.045,224240,2013,5,CHVRCHES
390,0.57,0.657,8,-6.987,1,0.0356,0.405,1.86E-06,0.0723,0.41,144.247,218800,2013,52,Bastille
396,0.715,0.763,8,-6.574,0,0.0443,0.0436,0,0.66,0.702,129.967,207320,2013,0,David Guetta
399,0.6,0.905,1,-3.41,0,0.0357,0.00274,0,0.831,0.636,124.032,187027,2013,58,Icona Pop
400,0.499,0.843,6,-2.224,1,0.113,0.0138,0,0.124,0.533,127.932,206480,2013,55,Krewella
403,0.561,0.836,9,-3.939,1,0.1,0.0525,0,0.136,0.517,127.923,226987,2013,60,Jason Derulo
413,0.407,0.827,9,-5.925,1,0.382,0.000711,0,0.112,0.506,191.967,232067,2013,0,P!nk
457,0.686,0.633,9,-6.073,0,0.0483,0.0231,0,0.0831,0.8,96.027,204285,2013,6,Katy Perry
463,0.449,0.892,2,-3.002,1,0.225,0.0044,0,0.126,0.416,176.129,272417,2013,6,Eminem
465,0.566,0.878,1,-5.39,1,0.0351,0.0195,8.90E-06,0.0898,0.693,93.023,183587,2013,32,Steven Curtis Chapman
466,0.712,0.838,7,-2.679,1,0.313,0.403,0,0.809,0.607,148.138,363521,2013,13,Eminem
467,0.45,0.678,0,-4.688,1,0.0319,0.0916,0,0.096,0.349,150.018,244613,2013,40,David Crowder Band
469,0.384,0.92,0,-4.502,0,0.118,0.00478,0.00371,0.521,0.219,90.017,204933,2013,38,Black Veil Brides
474,0.715,0.874,2,-4.052,1,0.344,0.0232,0,0.246,0.678,95.213,238746,2013,6,Eminem
583,0.42,0.33,4,-6.067,1,0.0319,0.585,0,0.103,0.225,121.583,276666,2013,24,Sam Tsui
594,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,484147,2013,78,Justin Timberlake
599,0.397,0.881,7,-3.166,0,0.0479,0.0589,4.11E-05,0.414,0.344,146.051,200548,2013,32,Kurt Hugo Schneider
617,0.548,0.673,1,-5.29,1,0.0268,0.0158,0,0.0794,0.652,81.947,200533,2013,58,Billy Currington
618,0.532,0.801,2,-3.759,1,0.0393,0.0371,7.07E-06,0.0633,0.799,172.05,193573,2013,8,Randy Houser
770,0.209,0.412,0,-9.733,1,0.0443,0.172,0.15,0.0843,0.162,86.26,305747,2013,79,Kodaline
772,0.488,0.487,4,-6.371,1,0.0307,0.577,0,0.193,0.217,77.344,230267,2013,72,Kodaline
804,0.731,0.572,6,-7.889,0,0.0445,0.105,0.00012,0.133,0.947,154.038,218573,2013,68,Sara Bareilles
824,0.579,0.59,1,-4.322,1,0.0708,0.166,1.09E-05,0.096,0.361,150.189,256093,2013,65,Kanye West
901,0.513,0.405,3,-9.773,1,0.048,0.759,0,0.107,0.929,174.348,120787,2013,49,Frank Sinatra
918,0.657,0.852,11,-6.186,0,0.121,0.0128,0,0.366,0.79,143.004,198040,2013,56,Pentatonix
919,0.488,0.71,10,-5.636,1,0.0718,0.108,0,0.0916,0.82,88.035,210560,2013,45,Pentatonix
920,0.603,0.544,9,-8.297,0,0.0404,0.0412,0,0.216,0.6,132.107,198533,2013,54,Pentatonix
921,0.677,0.436,8,-9.058,1,0.0475,0.806,3.14E-05,0.163,0.467,151.875,157027,2013,44,Pentatonix
922,0.569,0.767,7,-7.235,1,0.433,0.0214,1.74E-05,0.0747,0.659,203.068,181333,2013,52,Pentatonix
923,0.577,0.634,6,-6.99,0,0.0689,0.00319,1.85E-06,0.0741,0.302,125.534,172467,2013,57,Pentatonix
924,0.24,0.0622,0,-10.022,1,0.0327,0.857,0,0.104,0.176,85.502,265893,2013,49,Pentatonix
925,0.717,0.621,11,-7.588,0,0.0605,0.00403,0,0.144,0.72,133.014,248560,2013,64,Pentatonix
926,0.563,0.735,9,-7.305,0,0.0579,0.0226,0,0.123,0.356,128.01,227760,2013,53,Pentatonix
944,0.222,0.267,5,-12.555,1,0.0326,0.791,5.93E-05,0.135,0.0791,75.704,350653,2013,0,Bob Moline
945,0.736,0.836,5,-7.471,0,0.0679,0.122,0,0.374,0.769,116.055,198333,2013,0,Zac Efron
946,0.329,0.158,5,-13.166,1,0.0296,0.933,3.45E-05,0.136,0.206,79.585,143120,2013,2,Disney Studio Chorus
960,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69E-05,0.11,0.151,113.986,236053,2013,76,Lana Del Rey
961,0.674,0.762,7,-3.935,1,0.0686,0.484,2.71E-05,0.143,0.27,150.028,231040,2013,41,Coco O.
962,0.289,0.381,4,-7.738,0,0.0331,0.205,0,0.132,0.0758,114.566,231733,2013,49,Lana Del Rey
971,0.599,0.853,11,-3.878,0,0.0365,0.00123,0.000504,0.37,0.676,94.997,204507,2013,57,Fall Out Boy
974,0.397,0.331,5,-9.027,1,0.0297,0.708,1.37E-06,0.424,0.247,78.702,196347,2013,4,Bastille
982,0.766,0.519,9,-7.355,0,0.0366,0.098,0,0.0855,0.612,129.972,267720,2013,75,Twenty One Pilots
992,0.571,0.519,1,-7.333,1,0.0358,0.193,4.19E-05,0.103,0.343,144.596,231520,2013,54,Mary Lambert
1001,0.432,0.868,6,-2.01,0,0.0882,0.00725,0,0.233,0.567,156.128,176320,2013,67,One Direction
1006,0.732,0.777,0,-4.965,1,0.0347,0.00179,0,0.0707,0.765,119.955,211893,2013,0,R5
1008,0.676,0.819,8,-4.787,1,0.231,0.0515,0,0.307,0.756,89.578,201280,2013,0,R5
1088,0.652,0.757,1,-6.819,1,0.153,0.286,0,0.0886,0.962,159.911,233305,2013,26,Various Artists
1104,0.593,0.724,7,-8.825,0,0.0396,0.113,0.00192,0.113,0.92,182.32,233400,2013,30,The Pointer Sisters
1125,0.617,0.938,2,-3.927,1,0.0483,0.0011,0,0.239,0.688,122.963,217400,2013,28,Betty Who
1195,0.711,0.492,3,-8.119,1,0.0325,0.454,1.45E-05,0.126,0.868,107.917,195293,2013,51,Bettye Swann
1202,0.805,0.607,9,-5.646,1,0.0546,0.587,0.146,0.106,0.943,112.433,173160,2013,47,Betty Bibbs
1205,0.643,0.739,5,-7.708,1,0.037,0.0518,0,0.0783,0.936,123.661,206893,2013,50,Four Mints
1239,0.885,0.447,0,-8.886,1,0.102,0.0481,0.0131,0.0351,0.744,129.956,126880,2013,9,Anna Kendrick
1285,0.32,0.448,5,-10.103,1,0.0299,0.548,0.125,0.272,0.125,85.464,274200,2013,57,The Head and the Heart
1301,0.719,0.665,8,-8.589,1,0.0331,0.15,0.00092,0.144,0.763,96.999,253493,2013,65,John Mayer
1303,0.445,0.407,3,-6.883,1,0.0349,0.95,0,0.227,0.231,131.479,172149,2013,51,Jasmine Thompson
1308,0.314,0.286,10,-10.191,1,0.035,0.935,0.0258,0.0999,0.278,172.021,208154,2013,67,Lily Allen
1311,0.431,0.497,4,-6.501,1,0.0318,0.383,0,0.116,0.414,142.972,234240,2013,38,The Avett Brothers
1318,0.68,0.585,6,-5.898,1,0.249,0.123,0,0.103,0.501,83.791,197847,2013,2,Tori Kelly
1320,0.555,0.729,7,-4.813,1,0.0387,0.00357,0,0.209,0.369,129.003,228879,2013,15,Katy Perry
1323,0.522,0.572,8,-7.834,1,0.0419,0.186,0.0106,0.112,0.353,172.06,185622,2013,45,Ingrid Michaelson
1325,0.617,0.885,5,-4.635,1,0.0478,0.014,0,0.0709,0.372,109.039,219440,2013,2,Bruno Mars
1327,0.536,0.521,7,-4.128,1,0.0274,0.41,0,0.142,0.314,72.06,194707,2013,63,Ariana Grande
1328,0.607,0.818,0,-6.04,1,0.0298,0.0262,1.28E-05,0.136,0.382,121.03,210173,2013,5,Phillip Phillips
1329,0.527,0.413,1,-6.54,1,0.0331,0.0834,0,0.106,0.144,148.777,238333,2013,43,Jake Bugg
1332,0.547,0.932,7,-5.237,1,0.0968,0.00229,0,0.335,0.513,134.981,226200,2013,56,Gavin DeGraw
1336,0.671,0.888,4,-5.184,0,0.053,0.0346,9.90E-06,0.0845,0.717,107.004,226267,2013,0,Yuna
1337,0.335,0.235,0,-11.604,1,0.0281,0.673,0.0029,0.284,0.0618,183.865,243507,2013,42,James Blunt
1338,0.743,0.899,2,-5.675,1,0.0688,0.0792,7.75E-05,0.0838,0.265,111.98,257813,2013,55,HAIM
1341,0.445,0.537,4,-8.532,0,0.04,0.695,1.60E-05,0.0944,0.131,122.764,244360,2013,76,Tom Odell
1354,0.899,0.399,11,-6.553,1,0.038,0.607,1.52E-05,0.0923,0.544,98.067,179347,2013,65,Jack Johnson
1355,0.532,0.795,1,-3.979,1,0.0358,0.0559,0,0.295,0.78,143.837,199267,2013,70,Michael Bubl̩
1356,0.511,0.13,8,-13.119,1,0.0386,0.889,4.47E-05,0.107,0.432,155.158,226982,2013,49,Joshua Radin
1551,0.639,0.912,1,-2.621,1,0.0615,0.00107,0,0.097,0.343,143.448,227520,2013,69,M.I.A.
1589,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07E-06,0.101,0.862,116.047,248413,2013,77,Daft Punk
1591,0.349,0.795,7,-4.133,0,0.0758,0.0102,0.000138,0.0812,0.542,148.985,231987,2013,11,Selena Gomez
1592,0.645,0.877,5,-3.208,0,0.113,0.294,0,0.0759,0.861,82.324,227027,2013,68,Ariana Grande
1660,0.618,0.848,7,-4.36,1,0.0279,0.000469,0.522,0.189,0.413,118.998,209485,2013,32,NONONO
1662,0.569,0.9,11,-3.991,1,0.0562,0.00526,2.96E-06,0.127,0.949,137.964,231893,2013,0,Michael Franti & Spearhead
1664,0.475,0.822,0,-5.359,1,0.0433,0.0239,0,0.101,0.884,180.938,205213,2013,55,Brett Dennen
1683,0.587,0.965,11,-4.106,1,0.101,0.0362,0,0.138,0.825,129.972,204053,2013,62,Pitbull
1684,0.862,0.503,7,-7.703,1,0.0494,0.00453,1.87E-05,0.0761,0.863,119.998,263053,2013,17,Robin Thicke
1686,0.77,0.684,0,-6.854,1,0.0768,0.0219,6.16E-05,0.128,0.479,130.03,283400,2013,11,will.i.am
1695,0.646,0.679,0,-6.788,1,0.0334,0.466,0,0.126,0.342,111.998,266884,2013,48,James Blunt
1697,0.698,0.96,8,-3.595,1,0.142,0.011,1.41E-06,0.435,0.738,147.999,163423,2013,8,Tegan and Sara
1710,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,2013,18,Arctic Monkeys
1751,0.613,0.622,1,-5.794,0,0.0334,0.00882,0,0.37,0.484,80.003,231240,2013,78,Miley Cyrus
1752,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,221360,2013,77,Miley Cyrus
1753,0.583,0.655,0,-5.407,1,0.0315,0.111,3.57E-06,0.113,0.201,119.759,278747,2013,72,Miley Cyrus
1765,0.825,0.435,1,-9.582,1,0.0568,0.452,0.609,0.0953,0.243,119.038,259102,2013,74,AWOLNATION
1814,0.485,0.922,11,-4.918,0,0.0344,3.61E-05,0.000539,0.315,0.814,129.347,185813,2013,1,Keane
1819,0.71,0.813,7,-3.459,1,0.0356,0.0193,0,0.085,0.773,127.031,192960,2013,0,Chris Wallace
1843,0.562,0.964,4,-2.991,0,0.072,0.000539,1.57E-06,0.579,0.41,138.063,244960,2013,69,Fall Out Boy
1919,0.362,0.338,9,-9.321,1,0.0393,0.806,0,0.3,0.389,93.999,149640,2013,57,Kristen Bell
1930,0.733,0.818,10,-7.222,0,0.0859,0.0241,0,0.0636,0.253,116.019,232147,2013,16,Stromae
1932,0.68,0.651,5,-9.113,0,0.141,0.195,0.00228,0.276,0.652,110.018,210933,2013,13,Stromae
1933,0.461,0.628,4,-9.046,0,0.169,0.1,0,0.198,0.528,143.055,213933,2013,14,Stromae
1935,0.662,0.824,8,-8.016,1,0.102,0.0212,0.000149,0.343,0.573,150.011,189027,2013,3,Stromae
1938,0.309,0.542,7,-6.023,1,0.031,0.43,0,0.0954,0.237,137.39,213107,2013,63,Michael Bubl̩
1943,0.723,0.617,11,-8.312,1,0.0301,0.566,0,0.252,0.677,100.016,286973,2013,26,James Blunt
1949,0.479,0.541,0,-9.862,1,0.0545,0.737,0,0.108,0.321,85.994,181400,2013,58,Gabrielle Aplin
1957,0.465,0.772,5,-3.932,0,0.0378,0.0959,1.04E-05,0.167,0.257,155.83,215640,2013,43,Cassadee Pope
2011,0.568,0.631,7,-5.623,1,0.0273,0.033,0,0.144,0.23,105.096,225027,2013,51,Jason Derulo
2013,0.793,0.489,5,-7.275,1,0.0561,0.206,0.0101,0.135,0.629,92.027,201434,2013,4,Lorde
2025,0.8,0.424,7,-8.409,0,0.0426,0.393,0,0.0923,0.635,115.954,239707,2013,0,James Bay
2036,0.71,0.302,9,-4.695,1,0.0422,0.862,1.03E-05,0.113,0.524,112.582,217467,2013,33,Hurray For The Riff Raff
2049,0.479,0.688,5,-8.163,1,0.0399,0.0473,0,0.0409,0.681,180.184,247008,2013,30,Matt Phillips
2060,0.713,0.673,0,-3.836,1,0.0367,0.024,0.0018,0.738,0.407,119.015,183693,2013,0,Gin Wigmore
2071,0.586,0.57,9,-7.848,1,0.0424,0.0396,1.81E-05,0.042,0.751,139.971,183088,2013,28,Matt Phillips
2107,0.598,0.753,9,-7.45,1,0.0375,0.0317,0.000156,0.0952,0.756,129.781,249640,2013,25,Jonathan Wilson
2112,0.667,0.589,5,-7.59,1,0.0331,0.378,0.0085,0.0951,0.686,136.736,179253,2013,45,The Wood Brothers
2118,0.594,0.879,5,-6.071,0,0.0602,0.0397,8.27E-06,0.383,0.717,97.992,205444,2013,5,Gabriella Cilmi
2181,0.591,0.94,11,-4.341,1,0.0522,0.00391,0,0.383,0.676,100.043,224640,2013,66,The 1975
2200,0.449,0.0342,1,-17.729,1,0.0409,0.932,4.64E-05,0.105,0.318,104.041,201500,2013,0,Kim Janssen
2202,0.521,0.0889,4,-19.457,1,0.0507,0.988,0.182,0.0965,0.0479,115.43,313253,2013,61,Winter Aid
2206,0.324,0.217,9,-13.627,1,0.0321,0.951,0.00105,0.114,0.0382,140.642,272533,2013,30,Lotte Kestner
2231,0.5,0.0434,0,-14.852,1,0.0497,0.955,0,0.081,0.306,72.642,151750,2013,0,Kim Janssen
2247,0.497,0.26,2,-13.403,1,0.0274,0.891,0.371,0.0736,0.398,147.806,167027,2013,39,Sam Amidon
2249,0.336,0.0348,5,-18.043,0,0.037,0.93,0.797,0.113,0.0317,68.81,182113,2013,0,These New Puritans
2258,0.371,0.512,0,-6.84,1,0.0313,0.00279,0.029,0.31,0.341,153.319,256053,2013,0,Stars
2272,0.507,0.14,8,-10.656,1,0.0319,0.835,0,0.0945,0.476,112.355,236547,2013,1,My Morning Jacket
2276,0.582,0.14,10,-12.855,1,0.0364,0.956,0.00144,0.135,0.223,128.338,232987,2013,12,Ane Brun
2278,0.598,0.39,10,-11.798,1,0.028,0.952,0.0513,0.112,0.765,107.018,187724,2013,38,Sam Amidon
2283,0.838,0.394,0,-8.656,0,0.0467,0.558,0.000722,0.108,0.409,129.059,248240,2013,52,Walk Off the Earth
2287,0.564,0.396,10,-11.203,1,0.0569,0.646,0,0.218,0.59,142.068,182535,2013,20,Jon D
2290,0.729,0.267,4,-8.63,0,0.0311,0.794,0.000114,0.209,0.75,119.985,206896,2013,56,Kishi Bashi
2292,0.66,0.598,0,-8.691,1,0.0631,0.0367,0.0352,0.165,0.159,109.957,216102,2013,57,Rudimental
2305,0.392,0.723,8,-3.973,1,0.0475,0.00151,0.0254,0.332,0.498,75.305,220240,2013,48,Phoenix
2308,0.315,0.918,6,-4.58,0,0.0974,0.0321,1.21E-05,0.698,0.606,177.136,239065,2013,0,Arcade Fire
2309,0.493,0.879,6,-4.029,1,0.0326,0.00852,0,0.253,0.63,177.937,214720,2013,44,The Goo Goo Dolls
2316,0.564,0.68,2,-6.487,1,0.0357,0.231,0.000179,0.247,0.262,89.938,226373,2013,55,MS MR
2348,0.394,0.59,0,-7.154,1,0.0559,0.165,2.77E-06,0.0742,0.689,176.981,146093,2013,41,Houndmouth
2354,0.346,0.887,0,-7.187,0,0.0845,0.000115,7.35E-05,0.138,0.273,151.116,211253,2013,38,Neko Case
2373,0.454,0.715,3,-8.746,1,0.0334,0.231,6.28E-06,0.103,0.752,80.947,226813,2013,1,Rogue Wave
2375,0.548,0.847,11,-5.322,1,0.0554,0.238,0.000132,0.321,0.761,135.662,168760,2013,0,Langhorne Slim
2378,0.492,0.626,4,-8.26,1,0.0349,0.729,0.533,0.0509,0.524,86.016,370200,2013,61,Phosphorescent
2383,0.485,0.744,2,-8.049,1,0.0409,0.464,0.553,0.122,0.263,90.292,339293,2013,1,Junip
2455,0.328,0.698,0,-6.612,1,0.0337,0.0441,0,0.106,0.355,175.133,199387,2013,0,REO Speedwagon
2507,0.662,0.911,11,-4.985,1,0.0531,0.00395,0.00125,0.473,0.898,108.025,254620,2013,61,The 1975
2508,0.264,0.285,1,-15.208,1,0.0385,0.892,0.000471,0.344,0.0776,84.825,240671,2013,63,The 1975
2530,0.577,0.54,0,-7.247,1,0.0443,0.0725,5.26E-05,0.134,0.395,153.933,180068,2013,46,Broods
2531,0.338,0.633,8,-7.016,1,0.0417,0.000564,0.000335,0.378,0.247,76.156,195043,2013,41,Broods
2555,0.505,0.624,7,-6.513,1,0.0371,0.0235,0,0.5,0.215,139.849,224387,2013,62,Demi Lovato
2558,0.577,0.827,7,-7.54,1,0.0365,0.00338,0.000647,0.26,0.179,101.031,215520,2013,65,Grouplove
2559,0.547,0.635,2,-5.569,1,0.137,0.0127,5.01E-06,0.0585,0.525,113.678,245293,2013,61,HAIM
2578,0.572,0.912,7,-4.875,1,0.0707,0.00155,1.20E-06,0.102,0.606,156.073,187187,2013,74,Panic! At The Disco
2579,0.642,0.873,2,-5.821,1,0.0551,0.00394,0,0.175,0.662,82.002,192053,2013,69,Panic! At The Disco
2580,0.68,0.847,5,-5.987,1,0.0449,0.000433,0,0.331,0.834,123.96,189107,2013,63,Panic! At The Disco
2581,0.604,0.78,8,-5.792,1,0.0353,0.00382,0.0661,0.107,0.287,103.99,189240,2013,58,Panic! At The Disco
2582,0.592,0.891,5,-4.766,0,0.0522,0.000912,0.000128,0.25,0.571,127.955,186600,2013,67,Panic! At The Disco
2583,0.606,0.924,11,-4.531,0,0.0349,0.00216,3.30E-06,0.24,0.965,144.998,206840,2013,69,Panic! At The Disco
2584,0.508,0.858,5,-5.309,0,0.0557,0.0002,0.000113,0.186,0.385,147.059,197693,2013,62,Panic! At The Disco
2585,0.676,0.756,7,-6.528,0,0.0446,0.00217,3.08E-05,0.104,0.543,126.98,197467,2013,61,Panic! At The Disco
2586,0.531,0.937,2,-4.756,1,0.0548,0.00156,0.000763,0.064,0.618,170.021,198467,2013,62,Panic! At The Disco
2587,0.21,0.233,5,-11.636,0,0.0287,0.827,0.0039,0.129,0.095,88.679,211893,2013,60,Panic! At The Disco
2649,0.69,0.688,4,-6.421,1,0.123,0.00361,0.00224,0.211,0.702,160.055,201707,2013,49,Mike Posner
2655,0.709,0.683,0,-5.896,1,0.043,0.492,0,0.509,0.736,104.972,224428,2013,36,Catey Shaw
2656,0.388,0.524,5,-7.146,1,0.0304,0.0239,0.0438,0.0848,0.0996,89.927,221269,2013,26,Catey Shaw
2658,0.563,0.748,6,-12.482,1,0.0373,0.0328,0.166,0.0993,0.039,127.203,405213,2013,0,Glass Candy
2673,0.321,0.955,10,-2.749,0,0.146,0.00464,0.00897,0.269,0.331,167.467,189480,2013,55,Regina Spektor
2681,0.637,0.84,4,-4.556,1,0.045,0.00285,0,0.357,0.668,129.974,144187,2013,18,Ra Ra Riot
2685,0.622,0.83,6,-4.539,1,0.0386,0.103,1.33E-05,0.0295,0.549,111.981,175747,2013,17,Ra Ra Riot
2852,0.651,0.626,0,-6.366,0,0.0378,0.104,0.00585,0.244,0.329,77.971,202027,2013,0,The Reverb Junkie
2862,0.416,0.916,7,-3.946,0,0.0424,6.27E-05,0,0.104,0.732,169.921,191140,2013,0,Tonight Alive
2863,0.564,0.689,8,-6.201,1,0.0287,0.00695,0,0.131,0.662,150.038,220322,2013,0,Tonight Alive
2907,0.555,0.682,0,-5.711,1,0.0269,0.0029,0,0.0662,0.383,105.987,266960,2013,56,Daughtry
2908,0.49,0.746,1,-4.951,1,0.0405,0.0121,0,0.0624,0.331,81.848,232133,2013,56,Daughtry
3015,0.559,0.67,7,-4.985,1,0.0474,0.592,0.000184,0.171,0.438,78.957,221895,2013,66,Flume
3016,0.53,0.688,9,-7.482,0,0.169,0.0335,4.91E-05,0.0886,0.389,175.13,209377,2013,3,Flume
3017,0.732,0.668,2,-6.978,0,0.126,0.143,0.207,0.176,0.598,140.004,254038,2013,52,Flume
3449,0.588,0.751,0,-7.588,1,0.0328,0.00174,6.57E-05,0.353,0.52,136.979,209280,2013,61,Tegan and Sara
3468,0.43,0.436,8,-4.816,1,0.119,0.17,0,0.128,0.217,90.053,154414,2013,2,Flume
3469,0.732,0.668,2,-6.978,0,0.126,0.143,0.207,0.176,0.598,140.004,254038,2013,52,Flume
3470,0.348,0.536,5,-8.257,0,0.0454,0.0505,5.97E-05,0.121,0.0479,188.069,213884,2013,1,Flume
3472,0.63,0.699,4,-8.042,0,0.146,0.0467,0.159,0.0688,0.388,79.981,307566,2013,46,Flume
3559,0.445,0.953,5,-2.463,0,0.0704,0.0106,0,0.281,0.475,172.063,225280,2013,67,Skillet
3569,0.721,0.819,9,-5.715,1,0.0269,0.413,0,0.196,0.867,96.02,212320,2013,62,Little Big Town
3572,0.739,0.696,3,-5.149,0,0.0247,0.0459,9.61E-05,0.107,0.492,97.004,223573,2013,51,Little Big Town
3578,0.554,0.899,8,-4.573,1,0.408,0.0521,0,0.0568,0.552,171.966,227893,2013,40,2 Chainz
3708,0.535,0.881,2,-4.419,1,0.156,4.71E-05,0.000411,0.11,0.621,129.975,222880,2013,2,Two Door Cinema Club
3755,0.462,0.75,5,-4.34,1,0.0299,0.12,0,0.25,0.411,92.035,256227,2013,34,Red Hot Chili Peppers
3756,0.494,0.908,7,-4.029,1,0.0662,0.00096,1.77E-06,0.356,0.368,127.058,218333,2013,34,Red Hot Chili Peppers
3767,0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,214148,2013,71,Bastille
3768,0.422,0.321,5,-8.952,1,0.0294,0.76,2.33E-06,0.429,0.28,78.533,196347,2013,57,Bastille
3769,0.67,0.829,5,-7.2,0,0.0427,0.0192,0.000225,0.089,0.349,125.01,214206,2013,64,Bastille
3770,0.446,0.76,7,-3.608,1,0.0453,0.00891,0.000108,0.232,0.512,150.033,308388,2013,68,Twenty One Pilots
3771,0.608,0.776,11,-3.635,1,0.0511,0.241,0,0.0713,0.814,89.996,263733,2013,70,Twenty One Pilots
3772,0.69,0.678,0,-6.52,1,0.154,0.11,0,0.246,0.409,173.995,239015,2013,70,Twenty One Pilots
3773,0.68,0.693,0,-7.234,1,0.0435,0.445,0,0.208,0.851,114.948,163880,2013,72,Twenty One Pilots
3774,0.78,0.716,6,-4.551,0,0.0439,0.0489,5.92E-06,0.0704,0.362,105.017,253680,2013,64,Twenty One Pilots
3775,0.718,0.714,0,-5.699,1,0.0622,0.0963,0,0.141,0.84,149.949,229120,2013,67,Twenty One Pilots
3776,0.798,0.318,10,-6.849,0,0.0431,0.0437,0,0.158,0.425,92.49,229000,2013,67,Twenty One Pilots
3777,0.84,0.608,6,-6.176,1,0.0458,0.248,1.25E-06,0.0874,0.727,115.012,231320,2013,67,Twenty One Pilots
3778,0.684,0.858,1,-4.266,1,0.0342,0.00694,0.000167,0.0828,0.518,129.963,273336,2013,68,Twenty One Pilots
3779,0.584,0.833,6,-5.9,1,0.041,0.00359,3.44E-05,0.169,0.324,140.013,267387,2013,68,Twenty One Pilots
3780,0.537,0.0231,7,-14.407,1,0.0475,0.994,0.0471,0.146,0.342,120.322,142547,2013,67,Twenty One Pilots
3808,0.587,0.918,4,-4.878,0,0.0581,0.0636,0,0.267,0.629,134.055,240747,2013,49,Bastille
3809,0.433,0.719,0,-5.586,1,0.0486,0.222,0.000573,0.12,0.0793,158.117,206253,2013,40,Bastille
3810,0.614,0.766,9,-6.079,0,0.0386,0.266,2.10E-05,0.176,0.51,97.51,175147,2013,40,Bastille
3811,0.573,0.802,0,-5.087,1,0.0519,0.0231,4.04E-06,0.101,0.422,129.969,174840,2013,39,Bastille
3812,0.583,0.778,4,-6.578,0,0.0459,0.0712,1.23E-06,0.0753,0.673,134.945,225040,2013,50,Bastille
3813,0.386,0.562,5,-6.938,1,0.0543,0.785,1.93E-05,0.166,0.258,114.066,188707,2013,40,Bastille
