,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,principal component 1,principal component 2,Ariana Grande,Drake,popularity
20,1,0.47,0.495,8,-8.34,1,0.0889,0.572,0,0.079,0.443,128.227,2013,0.2209,0.23265,3.76,-3.9198,0.47,0.041783,0.26884,0,0.03713,0.20821,60.26669,946.11,0.245025,3.96,-4.1283,0.495,0.0440055,0.28314,0,0.039105,0.219285,63.472365,996.435,64,-66.72,8,0.7112,4.576,0,0.632,3.544,1025.816,16104,69.5556,-8.34,-0.741426,-4.77048,0,-0.65886,-3.69462,-1069.41318,-16788.42,1,0.0889,0.572,0,0.079,0.443,128.227,2013,0.00790321,0.0508508,0,0.0070231,0.0393827,11.3993803,178.9557,0.327184,0,0.045188,0.253396,73.345844,1151.436,0,0,0,0,0,0.006241,0.034997,10.129933,159.027,0.196249,56.804561,891.759,16442.16353,258120.951,4052169,25850.89797,-4814.871132,0,1,0
21,1,0.672,0.632,8,-6.426,0,0.033,0.0133,0,0.108,0.501,124.931,2013,0.451584,0.424704,5.376,-4.318272,0,0.022176,0.0089376,0,0.072576,0.336672,83.953632,1352.736,0.399424,5.056,-4.061232,0,0.020856,0.0084056,0,0.068256,0.316632,78.956392,1272.216,64,-51.408,0,0.264,0.1064,0,0.864,4.008,999.448,16104,41.293476,0,-0.212058,-0.0854658,0,-0.694008,-3.219426,-802.806606,-12935.538,0,0,0,0,0,0,0,0,0.001089,0.0004389,0,0.003564,0.016533,4.122723,66.429,0.00017689,0,0.0014364,0.0066633,1.6615823,26.7729,0,0,0,0,0,0.011664,0.054108,13.492548,217.404,0.251001,62.590431,1008.513,15607.75476,251486.103,4052169,19254.18178,-4965.433692,0,1,1
22,1,0.794,0.592,8,-6.973,1,0.129,0.0384,1.86E-05,0.111,0.177,97.201,2013,0.630436,0.470048,6.352,-5.536562,0.794,0.102426,0.0304896,1.48E-05,0.088134,0.140538,77.177594,1598.322,0.350464,4.736,-4.128016,0.592,0.076368,0.0227328,1.10E-05,0.065712,0.104784,57.542992,1191.696,64,-55.784,8,1.032,0.3072,0.0001488,0.888,1.416,777.608,16104,48.622729,-6.973,-0.899517,-0.2677632,-0.000129698,-0.774003,-1.234221,-677.782573,-14036.649,1,0.129,0.0384,1.86E-05,0.111,0.177,97.201,2013,0.016641,0.0049536,2.40E-06,0.014319,0.022833,12.538929,259.677,0.00147456,7.14E-07,0.0042624,0.0067968,3.7325184,77.2992,3.46E-10,2.06E-06,3.29E-06,0.001807939,0.0374418,0.012321,0.019647,10.789311,223.443,0.031329,17.204577,356.301,9448.034401,195665.613,4052169,-36882.94578,-6555.746566,0,1,56
23,1,0.788,0.714,2,-6.757,1,0.0538,0.0437,0.0041,0.338,0.181,107.004,2013,0.620944,0.562632,1.576,-5.324516,0.788,0.0423944,0.0344356,0.0032308,0.266344,0.142628,84.319152,1586.244,0.509796,1.428,-4.824498,0.714,0.0384132,0.0312018,0.0029274,0.241332,0.129234,76.400856,1437.282,4,-13.514,2,0.1076,0.0874,0.0082,0.676,0.362,214.008,4026,45.657049,-6.757,-0.3635266,-0.2952809,-0.0277037,-2.283866,-1.223017,-723.026028,-13601.841,1,0.0538,0.0437,0.0041,0.338,0.181,107.004,2013,0.00289444,0.00235106,0.00022058,0.0181844,0.0097378,5.7568152,108.2994,0.00190969,0.00017917,0.0147706,0.0079097,4.6760748,87.9681,1.68E-05,0.0013858,0.0007421,0.4387164,8.2533,0.114244,0.061178,36.167352,680.394,0.032761,19.367724,364.353,11449.85602,215399.052,4052169,-17420.31961,6109.967839,0,1,0
24,1,0.692,0.735,8,-5.132,1,0.0881,0.106,4.59E-06,0.239,0.333,120.154,2013,0.478864,0.50862,5.536,-3.551344,0.692,0.0609652,0.073352,3.18E-06,0.165388,0.230436,83.146568,1392.996,0.540225,5.88,-3.77202,0.735,0.0647535,0.07791,3.37E-06,0.175665,0.244755,88.31319,1479.555,64,-41.056,8,0.7048,0.848,3.67E-05,1.912,2.664,961.232,16104,26.337424,-5.132,-0.4521292,-0.543992,-2.36E-05,-1.226548,-1.708956,-616.630328,-10330.716,1,0.0881,0.106,4.59E-06,0.239,0.333,120.154,2013,0.00776161,0.0093386,4.04E-07,0.0210559,0.0293373,10.5855674,177.3453,0.011236,4.87E-07,0.025334,0.035298,12.736324,213.378,2.11E-11,1.10E-06,1.53E-06,0.000551507,0.00923967,0.057121,0.079587,28.716806,481.107,0.110889,40.011282,670.329,14436.98372,241870.002,4052169,9633.945591,-5117.42609,0,1,48
25,1,0.573,0.704,8,-7.45,0,0.297,0.0499,0,0.0821,0.371,76.409,2013,0.328329,0.403392,4.584,-4.26885,0,0.170181,0.0285927,0,0.0470433,0.212583,43.782357,1153.449,0.495616,5.632,-5.2448,0,0.209088,0.0351296,0,0.0577984,0.261184,53.791936,1417.152,64,-59.6,0,2.376,0.3992,0,0.6568,2.968,611.272,16104,55.5025,0,-2.21265,-0.371755,0,-0.611645,-2.76395,-569.24705,-14996.85,0,0,0,0,0,0,0,0,0.088209,0.0148203,0,0.0243837,0.110187,22.693473,597.861,0.00249001,0,0.00409679,0.0185129,3.8128091,100.4487,0,0,0,0,0,0.00674041,0.0304591,6.2731789,165.2673,0.137641,28.347739,746.823,5838.335281,153811.317,4052169,-78850.80077,-7844.457592,0,1,0
26,1,0.496,0.645,7,-6.369,1,0.196,0.282,0,0.135,0.764,144.707,2013,0.246016,0.31992,3.472,-3.159024,0.496,0.097216,0.139872,0,0.06696,0.378944,71.774672,998.448,0.416025,4.515,-4.108005,0.645,0.12642,0.18189,0,0.087075,0.49278,93.336015,1298.385,49,-44.583,7,1.372,1.974,0,0.945,5.348,1012.949,14091,40.564161,-6.369,-1.248324,-1.796058,0,-0.859815,-4.865916,-921.638883,-12820.797,1,0.196,0.282,0,0.135,0.764,144.707,2013,0.038416,0.055272,0,0.02646,0.149744,28.362572,394.548,0.079524,0,0.03807,0.215448,40.807374,567.666,0,0,0,0,0,0.018225,0.10314,19.535445,271.755,0.583696,110.556148,1537.932,20940.11585,291295.191,4052169,59334.87201,-1716.638551,0,1,18
27,1,0.683,0.606,1,-7.057,1,0.0476,0.158,0,0.11,0.369,131.926,2013,0.466489,0.413898,0.683,-4.819931,0.683,0.0325108,0.107914,0,0.07513,0.252027,90.105458,1374.879,0.367236,0.606,-4.276542,0.606,0.0288456,0.095748,0,0.06666,0.223614,79.947156,1219.878,1,-7.057,1,0.0476,0.158,0,0.11,0.369,131.926,2013,49.801249,-7.057,-0.3359132,-1.115006,0,-0.77627,-2.604033,-931.001782,-14205.741,1,0.0476,0.158,0,0.11,0.369,131.926,2013,0.00226576,0.0075208,0,0.005236,0.0175644,6.2796776,95.8188,0.024964,0,0.01738,0.058302,20.844308,318.054,0,0,0,0,0,0.0121,0.04059,14.51186,221.43,0.136161,48.680694,742.797,17404.46948,265567.038,4052169,32988.65954,9577.005437,0,1,54
28,1,0.869,0.687,1,-6.816,1,0.263,0.0208,1.00E-06,0.114,0.668,96.006,2013,0.755161,0.597003,0.869,-5.923104,0.869,0.228547,0.0180752,8.69E-07,0.099066,0.580492,83.429214,1749.297,0.471969,0.687,-4.682592,0.687,0.180681,0.0142896,6.87E-07,0.078318,0.458916,65.956122,1382.931,1,-6.816,1,0.263,0.0208,1.00E-06,0.114,0.668,96.006,2013,46.457856,-6.816,-1.792608,-0.1417728,-6.82E-06,-0.777024,-4.553088,-654.376896,-13720.608,1,0.263,0.0208,1.00E-06,0.114,0.668,96.006,2013,0.069169,0.0054704,2.63E-07,0.029982,0.175684,25.249578,529.419,0.00043264,2.08E-08,0.0023712,0.0138944,1.9969248,41.8704,1.00E-12,1.14E-07,6.68E-07,9.60E-05,0.002013,0.012996,0.076152,10.944684,229.482,0.446224,64.132008,1344.684,9217.152036,193260.078,4052169,-39710.01089,7471.988052,0,1,16
29,1,0.603,0.701,11,-4.495,0,0.188,0.183,0,0.193,0.603,145.346,2013,0.363609,0.422703,6.633,-2.710485,0,0.113364,0.110349,0,0.116379,0.363609,87.643638,1213.839,0.491401,7.711,-3.150995,0,0.131788,0.128283,0,0.135293,0.422703,101.887546,1411.113,121,-49.445,0,2.068,2.013,0,2.123,6.633,1598.806,22143,20.205025,0,-0.84506,-0.822585,0,-0.867535,-2.710485,-653.33027,-9048.435,0,0,0,0,0,0,0,0,0.035344,0.034404,0,0.036284,0.113364,27.325048,378.444,0.033489,0,0.035319,0.110349,26.598318,368.379,0,0,0,0,0,0.037249,0.116379,28.051778,388.509,0.363609,87.643638,1213.839,21125.45972,292581.498,4052169,60958.48585,-9701.592899,0,1,0
30,1,0.699,0.673,2,-6.337,1,0.158,0.00595,0,0.459,0.231,124.978,2013,0.488601,0.470427,1.398,-4.429563,0.699,0.110442,0.00415905,0,0.320841,0.161469,87.359622,1407.087,0.452929,1.346,-4.264801,0.673,0.106334,0.00400435,0,0.308907,0.155463,84.110194,1354.749,4,-12.674,2,0.316,0.0119,0,0.918,0.462,249.956,4026,40.157569,-6.337,-1.001246,-0.03770515,0,-2.908683,-1.463847,-791.985586,-12756.381,1,0.158,0.00595,0,0.459,0.231,124.978,2013,0.024964,0.0009401,0,0.072522,0.036498,19.746524,318.054,3.54E-05,0,0.00273105,0.00137445,0.7436191,11.97735,0,0,0,0,0,0.210681,0.106029,57.364902,923.967,0.053361,28.869918,465.003,15619.50048,251580.714,4052169,18991.83827,7195.821579,0,1,0
31,1,0.633,0.507,5,-12.488,0,0.0919,0.41,0.000117,0.113,0.749,106.967,2013,0.400689,0.320931,3.165,-7.904904,0,0.0581727,0.25953,7.41E-05,0.071529,0.474117,67.710111,1274.229,0.257049,2.535,-6.331416,0,0.0465933,0.20787,5.93E-05,0.057291,0.379743,54.232269,1020.591,25,-62.44,0,0.4595,2.05,0.000585,0.565,3.745,534.835,10065,155.950144,0,-1.1476472,-5.12008,-0.001461096,-1.411144,-9.353512,-1335.803896,-25138.344,0,0,0,0,0,0,0,0,0.00844561,0.037679,1.08E-05,0.0103847,0.0688331,9.8302673,184.9947,0.1681,4.80E-05,0.04633,0.30709,43.85647,825.33,1.37E-08,1.32E-05,8.76E-05,0.012515139,0.235521,0.012769,0.084637,12.087271,227.469,0.561001,80.118283,1507.737,11441.93909,215324.571,4052169,-17574.56177,-293.8514429,0,1,0
