,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,principal component 1,principal component 2,Drake,popularity
21,1,0.769,0.676,8,-6.48,0,0.277,0.00179,0,0.251,0.304,131.938,2015,0.591361,0.519844,6.152,-4.98312,0,0.213013,0.00137651,0,0.193019,0.233776,101.460322,1549.535,0.456976,5.408,-4.38048,0,0.187252,0.00121004,0,0.169676,0.205504,89.190088,1362.14,64,-51.84,0,2.216,0.01432,0,2.008,2.432,1055.504,16120,41.9904,0,-1.79496,-0.0115992,0,-1.62648,-1.96992,-854.95824,-13057.2,0,0,0,0,0,0,0,0,0.076729,0.00049583,0,0.069527,0.084208,36.546826,558.155,3.20E-06,0,0.00044929,0.00054416,0.23616902,3.60685,0,0,0,0,0,0.063001,0.076304,33.116438,505.765,0.092416,40.109152,612.56,17407.63584,265855.07,4060225,24504.95823,-2035.444084,1,2
22,1,0.885,0.485,4,-8.491,0,0.24,0.0335,0,0.0805,0.293,82.992,2015,0.783225,0.429225,3.54,-7.514535,0,0.2124,0.0296475,0,0.0712425,0.259305,73.44792,1783.275,0.235225,1.94,-4.118135,0,0.1164,0.0162475,0,0.0390425,0.142105,40.25112,977.275,16,-33.964,0,0.96,0.134,0,0.322,1.172,331.968,8060,72.097081,0,-2.03784,-0.2844485,0,-0.6835255,-2.487863,-704.685072,-17109.365,0,0,0,0,0,0,0,0,0.0576,0.00804,0,0.01932,0.07032,19.91808,483.6,0.00112225,0,0.00269675,0.0098155,2.780232,67.5025,0,0,0,0,0,0.00648025,0.0235865,6.680856,162.2075,0.085849,24.316656,590.395,6887.672064,167228.88,4060225,-74615.55662,-450.7384,1,0
23,1,0.522,0.362,1,-10.827,1,0.048,0.139,2.83E-05,0.111,0.17,135.797,2015,0.272484,0.188964,0.522,-5.651694,0.522,0.025056,0.072558,1.48E-05,0.057942,0.08874,70.886034,1051.83,0.131044,0.362,-3.919374,0.362,0.017376,0.050318,1.02E-05,0.040182,0.06154,49.158514,729.43,1,-10.827,1,0.048,0.139,2.83E-05,0.111,0.17,135.797,2015,117.223929,-10.827,-0.519696,-1.504953,-0.000306404,-1.201797,-1.84059,-1470.274119,-21816.405,1,0.048,0.139,2.83E-05,0.111,0.17,135.797,2015,0.002304,0.006672,1.36E-06,0.005328,0.00816,6.518256,96.72,0.019321,3.93E-06,0.015429,0.02363,18.875783,280.085,8.01E-10,3.14E-06,4.81E-06,0.003843055,0.0570245,0.012321,0.01887,15.073467,223.665,0.0289,23.08549,342.55,18440.82521,273630.955,4060225,32406.42729,-1167.989915,1,1
24,1,0.511,0.416,0,-9.203,0,0.384,0.0931,1.12E-05,0.0974,0.289,86.678,2015,0.261121,0.212576,0,-4.702733,0,0.196224,0.0475741,5.72E-06,0.0497714,0.147679,44.292458,1029.665,0.173056,0,-3.828448,0,0.159744,0.0387296,4.66E-06,0.0405184,0.120224,36.058048,838.24,0,0,0,0,0,0,0,0,0,0,84.695209,0,-3.533952,-0.8567993,-0.000103074,-0.8963722,-2.659667,-797.697634,-18544.045,0,0,0,0,0,0,0,0,0.147456,0.0357504,4.30E-06,0.0374016,0.110976,33.284352,773.76,0.00866761,1.04E-06,0.00906794,0.0269059,8.0697218,187.5965,1.25E-10,1.09E-06,3.24E-06,0.000970794,0.022568,0.00948676,0.0281486,8.4424372,196.261,0.083521,25.049942,582.335,7513.075684,174656.17,4060225,-67111.3175,201.7545713,1,0
25,1,0.84,0.477,1,-6.599,1,0.325,0.0106,0,0.157,0.36,170.99,2015,0.7056,0.40068,0.84,-5.54316,0.84,0.273,0.008904,0,0.13188,0.3024,143.6316,1692.6,0.227529,0.477,-3.147723,0.477,0.155025,0.0050562,0,0.074889,0.17172,81.56223,961.155,1,-6.599,1,0.325,0.0106,0,0.157,0.36,170.99,2015,43.546801,-6.599,-2.144675,-0.0699494,0,-1.036043,-2.37564,-1128.36301,-13296.985,1,0.325,0.0106,0,0.157,0.36,170.99,2015,0.105625,0.003445,0,0.051025,0.117,55.57175,654.875,0.00011236,0,0.0016642,0.003816,1.812494,21.359,0,0,0,0,0,0.024649,0.05652,26.84543,316.355,0.1296,61.5564,725.4,29237.5801,344544.85,4060225,104163.9676,-1433.871613,1,1
26,1,0.842,0.519,0,-9.255,1,0.223,0.000394,0.00069,0.131,0.249,160.003,2015,0.708964,0.436998,0,-7.79271,0.842,0.187766,0.000331748,0.00058098,0.110302,0.209658,134.722526,1696.63,0.269361,0,-4.803345,0.519,0.115737,0.000204486,0.00035811,0.067989,0.129231,83.041557,1045.785,0,0,0,0,0,0,0,0,0,0,85.655025,-9.255,-2.063865,-0.00364647,-0.00638595,-1.212405,-2.304495,-1480.827765,-18648.825,1,0.223,0.000394,0.00069,0.131,0.249,160.003,2015,0.049729,8.79E-05,0.00015387,0.029213,0.055527,35.680669,449.345,1.55E-07,2.72E-07,5.16E-05,9.81E-05,0.063041182,0.79391,4.76E-07,9.04E-05,0.00017181,0.11040207,1.39035,0.017161,0.032619,20.960393,263.965,0.062001,39.840747,501.735,25600.96001,322406.045,4060225,81727.44927,-1292.379908,1,0
27,1,0.804,0.334,0,-10.135,1,0.385,0.0204,0,0.118,0.202,137.855,2015,0.646416,0.268536,0,-8.14854,0.804,0.30954,0.0164016,0,0.094872,0.162408,110.83542,1620.06,0.111556,0,-3.38509,0.334,0.12859,0.0068136,0,0.039412,0.067468,46.04357,673.01,0,0,0,0,0,0,0,0,0,0,102.718225,-10.135,-3.901975,-0.206754,0,-1.19593,-2.04727,-1397.160425,-20422.025,1,0.385,0.0204,0,0.118,0.202,137.855,2015,0.148225,0.007854,0,0.04543,0.07777,53.074175,775.775,0.00041616,0,0.0024072,0.0041208,2.812242,41.106,0,0,0,0,0,0.013924,0.023836,16.26689,237.77,0.040804,27.84671,407.03,19004.00102,277777.825,4060225,36617.34995,-938.2072166,1,0
28,1,0.853,0.558,1,-7.448,1,0.202,0.0462,0,0.341,0.654,142.079,2015,0.727609,0.475974,0.853,-6.353144,0.853,0.172306,0.0394086,0,0.290873,0.557862,121.193387,1718.795,0.311364,0.558,-4.155984,0.558,0.112716,0.0257796,0,0.190278,0.364932,79.280082,1124.37,1,-7.448,1,0.202,0.0462,0,0.341,0.654,142.079,2015,55.472704,-7.448,-1.504496,-0.3440976,0,-2.539768,-4.870992,-1058.204392,-15007.72,1,0.202,0.0462,0,0.341,0.654,142.079,2015,0.040804,0.0093324,0,0.068882,0.132108,28.699958,407.03,0.00213444,0,0.0157542,0.0302148,6.5640498,93.093,0,0,0,0,0,0.116281,0.223014,48.448939,687.115,0.427716,92.919666,1317.81,20186.44224,286289.185,4060225,45228.5667,-932.3432084,1,8
29,1,0.757,0.528,0,-10.799,0,0.274,0.511,0.000334,0.0936,0.302,146.056,2015,0.573049,0.399696,0,-8.174843,0,0.207418,0.386827,0.000252838,0.0708552,0.228614,110.564392,1525.355,0.278784,0,-5.701872,0,0.144672,0.269808,0.000176352,0.0494208,0.159456,77.117568,1063.92,0,0,0,0,0,0,0,0,0,0,116.618401,0,-2.958926,-5.518289,-0.003606866,-1.0107864,-3.261298,-1577.258744,-21759.985,0,0,0,0,0,0,0,0,0.075076,0.140014,9.15E-05,0.0256464,0.082748,40.019344,552.11,0.261121,0.000170674,0.0478296,0.154322,74.634616,1029.665,1.12E-07,3.13E-05,0.000100868,0.048782704,0.67301,0.00876096,0.0282672,13.6708416,188.604,0.091204,44.108912,608.53,21332.35514,294302.84,4060225,53291.66988,-1184.604799,1,1
30,1,0.747,0.621,4,-9.115,0,0.394,0.653,0,0.124,0.306,89.282,2015,0.558009,0.463887,2.988,-6.808905,0,0.294318,0.487791,0,0.092628,0.228582,66.693654,1505.205,0.385641,2.484,-5.660415,0,0.244674,0.405513,0,0.077004,0.190026,55.444122,1251.315,16,-36.46,0,1.576,2.612,0,0.496,1.224,357.128,8060,83.083225,0,-3.59131,-5.952095,0,-1.13026,-2.78919,-813.80543,-18366.725,0,0,0,0,0,0,0,0,0.155236,0.257282,0,0.048856,0.120564,35.177108,793.91,0.426409,0,0.080972,0.199818,58.301146,1315.795,0,0,0,0,0,0.015376,0.037944,11.070968,249.86,0.093636,27.320292,616.59,7971.275524,179903.23,4060225,-61914.89765,-648.5215332,1,0
