,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,principal component 1,principal component 2,Ariana Grande,Drake,Maroon 5,Taylor Swift,popularity
20,1,0.853,0.558,1,-7.448,1,0.202,0.0462,0,0.341,0.654,142.079,2015,0.727609,0.475974,0.853,-6.353144,0.853,0.172306,0.0394086,0,0.290873,0.557862,121.193387,1718.795,0.311364,0.558,-4.155984,0.558,0.112716,0.0257796,0,0.190278,0.364932,79.280082,1124.37,1,-7.448,1,0.202,0.0462,0,0.341,0.654,142.079,2015,55.472704,-7.448,-1.504496,-0.3440976,0,-2.539768,-4.870992,-1058.204392,-15007.72,1,0.202,0.0462,0,0.341,0.654,142.079,2015,0.040804,0.0093324,0,0.068882,0.132108,28.699958,407.03,0.00213444,0,0.0157542,0.0302148,6.5640498,93.093,0,0,0,0,0,0.116281,0.223014,48.448939,687.115,0.427716,92.919666,1317.81,20186.44224,286289.185,4060225,44752.93992,-8187.815771,0,1,0,0,8
21,1,0.757,0.528,0,-10.799,0,0.274,0.511,0.000334,0.0936,0.302,146.056,2015,0.573049,0.399696,0,-8.174843,0,0.207418,0.386827,0.000252838,0.0708552,0.228614,110.564392,1525.355,0.278784,0,-5.701872,0,0.144672,0.269808,0.000176352,0.0494208,0.159456,77.117568,1063.92,0,0,0,0,0,0,0,0,0,0,116.618401,0,-2.958926,-5.518289,-0.003606866,-1.0107864,-3.261298,-1577.258744,-21759.985,0,0,0,0,0,0,0,0,0.075076,0.140014,9.15E-05,0.0256464,0.082748,40.019344,552.11,0.261121,0.000170674,0.0478296,0.154322,74.634616,1029.665,1.12E-07,3.13E-05,0.000100868,0.048782704,0.67301,0.00876096,0.0282672,13.6708416,188.604,0.091204,44.108912,608.53,21332.35514,294302.84,4060225,52685.11291,-11213.64444,0,1,0,0,1
22,1,0.747,0.621,4,-9.115,0,0.394,0.653,0,0.124,0.306,89.282,2015,0.558009,0.463887,2.988,-6.808905,0,0.294318,0.487791,0,0.092628,0.228582,66.693654,1505.205,0.385641,2.484,-5.660415,0,0.244674,0.405513,0,0.077004,0.190026,55.444122,1251.315,16,-36.46,0,1.576,2.612,0,0.496,1.224,357.128,8060,83.083225,0,-3.59131,-5.952095,0,-1.13026,-2.78919,-813.80543,-18366.725,0,0,0,0,0,0,0,0,0.155236,0.257282,0,0.048856,0.120564,35.177108,793.91,0.426409,0,0.080972,0.199818,58.301146,1315.795,0,0,0,0,0,0.015376,0.037944,11.070968,249.86,0.093636,27.320292,616.59,7971.275524,179903.23,4060225,-62333.39684,-1566.747067,0,1,0,0,0
23,1,0.712,0.563,1,-7.573,1,0.071,0.0269,0,0.0776,0.299,100.093,2015,0.506944,0.400856,0.712,-5.391976,0.712,0.050552,0.0191528,0,0.0552512,0.212888,71.266216,1434.68,0.316969,0.563,-4.263599,0.563,0.039973,0.0151447,0,0.0436888,0.168337,56.352359,1134.445,1,-7.573,1,0.071,0.0269,0,0.0776,0.299,100.093,2015,57.350329,-7.573,-0.537683,-0.2037137,0,-0.5876648,-2.264327,-758.004289,-15259.595,1,0.071,0.0269,0,0.0776,0.299,100.093,2015,0.005041,0.0019099,0,0.0055096,0.021229,7.106603,143.065,0.00072361,0,0.00208744,0.0080431,2.6925017,54.2035,0,0,0,0,0,0.00602176,0.0232024,7.7672168,156.364,0.089401,29.927807,602.485,10018.60865,201687.395,4060225,-40442.23518,-7371.873196,0,1,0,0,4
24,1,0.748,0.571,11,-7.916,1,0.478,0.38,0,0.534,0.553,172.105,2015,0.559504,0.427108,8.228,-5.921168,0.748,0.357544,0.28424,0,0.399432,0.413644,128.73454,1507.22,0.326041,6.281,-4.520036,0.571,0.272938,0.21698,0,0.304914,0.315763,98.271955,1150.565,121,-87.076,11,5.258,4.18,0,5.874,6.083,1893.155,22165,62.663056,-7.916,-3.783848,-3.00808,0,-4.227144,-4.377548,-1362.38318,-15950.74,1,0.478,0.38,0,0.534,0.553,172.105,2015,0.228484,0.18164,0,0.255252,0.264334,82.26619,963.17,0.1444,0,0.20292,0.21014,65.3999,765.7,0,0,0,0,0,0.285156,0.295302,91.90407,1076.01,0.305809,95.174065,1114.295,29620.13102,346791.575,4060225,106066.8046,11026.80747,0,1,0,0,5
25,1,0.825,0.757,11,-3.687,0,0.384,0.262,1.72E-06,0.0762,0.89,172.938,2015,0.680625,0.624525,9.075,-3.041775,0,0.3168,0.21615,1.42E-06,0.062865,0.73425,142.67385,1662.375,0.573049,8.327,-2.791059,0,0.290688,0.198334,1.30E-06,0.0576834,0.67373,130.914066,1525.355,121,-40.557,0,4.224,2.882,1.89E-05,0.8382,9.79,1902.318,22165,13.593969,0,-1.415808,-0.965994,-6.34E-06,-0.2809494,-3.28143,-637.622406,-7429.305,0,0,0,0,0,0,0,0,0.147456,0.100608,6.60E-07,0.0292608,0.34176,66.408192,773.76,0.068644,4.51E-07,0.0199644,0.23318,45.309756,527.93,2.96E-12,1.31E-07,1.53E-06,0.000297453,0.0034658,0.00580644,0.067818,13.1778756,153.543,0.7921,153.91482,1793.35,29907.55184,348470.07,4060225,107940.7561,12371.76836,0,1,0,0,2
26,1,0.733,0.412,11,-8.687,0,0.225,0.196,0,0.342,0.179,114.413,2015,0.537289,0.301996,8.063,-6.367571,0,0.164925,0.143668,0,0.250686,0.131207,83.864729,1476.995,0.169744,4.532,-3.579044,0,0.0927,0.080752,0,0.140904,0.073748,47.138156,830.18,121,-95.557,0,2.475,2.156,0,3.762,1.969,1258.543,22165,75.463969,0,-1.954575,-1.702652,0,-2.970954,-1.554973,-993.905731,-17504.305,0,0,0,0,0,0,0,0,0.050625,0.0441,0,0.07695,0.040275,25.742925,453.375,0.038416,0,0.067032,0.035084,22.424948,394.94,0,0,0,0,0,0.116964,0.061218,39.129246,689.13,0.032041,20.479927,360.685,13090.33457,230542.195,4060225,-11343.35661,12006.828,0,1,0,0,4
27,1,0.823,0.467,0,-10.394,0,0.301,0.543,0,0.135,0.618,95.024,2015,0.677329,0.384341,0,-8.554262,0,0.247723,0.446889,0,0.111105,0.508614,78.204752,1658.345,0.218089,0,-4.853998,0,0.140567,0.253581,0,0.063045,0.288606,44.376208,941.005,0,0,0,0,0,0,0,0,0,0,108.035236,0,-3.128594,-5.643942,0,-1.40319,-6.423492,-987.679456,-20943.91,0,0,0,0,0,0,0,0,0.090601,0.163443,0,0.040635,0.186018,28.602224,606.515,0.294849,0,0.073305,0.335574,51.598032,1094.145,0,0,0,0,0,0.018225,0.08343,12.82824,272.025,0.381924,58.724832,1245.27,9029.560576,191473.36,4060225,-50834.7744,-10038.56164,0,1,0,0,1
28,1,0.905,0.506,2,-8.598,1,0.0588,0.0149,3.56E-05,0.371,0.122,110.017,2015,0.819025,0.45793,1.81,-7.78119,0.905,0.053214,0.0134845,3.22E-05,0.335755,0.11041,99.565385,1823.575,0.256036,1.012,-4.350588,0.506,0.0297528,0.0075394,1.80E-05,0.187726,0.061732,55.668602,1019.59,4,-17.196,2,0.1176,0.0298,7.12E-05,0.742,0.244,220.034,4030,73.925604,-8.598,-0.5055624,-0.1281102,-0.000306089,-3.189858,-1.048956,-945.926166,-17324.97,1,0.0588,0.0149,3.56E-05,0.371,0.122,110.017,2015,0.00345744,0.00087612,2.09E-06,0.0218148,0.0071736,6.4689996,118.482,0.00022201,5.30E-07,0.0055279,0.0018178,1.6392533,30.0235,1.27E-09,1.32E-05,4.34E-06,0.003916605,0.071734,0.137641,0.045262,40.816307,747.565,0.014884,13.422074,245.83,12103.74029,221684.255,4060225,-20374.29675,-5894.086711,0,1,0,0,1
29,1,0.859,0.623,2,-8.596,1,0.106,0.0248,0,0.125,0.482,105.45,2015,0.737881,0.535157,1.718,-7.383964,0.859,0.091054,0.0213032,0,0.107375,0.414038,90.58155,1730.885,0.388129,1.246,-5.355308,0.623,0.066038,0.0154504,0,0.077875,0.300286,65.69535,1255.345,4,-17.192,2,0.212,0.0496,0,0.25,0.964,210.9,4030,73.891216,-8.596,-0.911176,-0.2131808,0,-1.0745,-4.143272,-906.4482,-17320.94,1,0.106,0.0248,0,0.125,0.482,105.45,2015,0.011236,0.0026288,0,0.01325,0.051092,11.1777,213.59,0.00061504,0,0.0031,0.0119536,2.61516,49.972,0,0,0,0,0,0.015625,0.06025,13.18125,251.875,0.232324,50.8269,971.23,11119.7025,212481.75,4060225,-29625.19505,-5795.235058,0,1,0,0,2
30,1,0.521,0.392,3,-7.88,1,0.17,0.747,8.81E-06,0.198,0.166,91.938,2015,0.271441,0.204232,1.563,-4.10548,0.521,0.08857,0.389187,4.59E-06,0.103158,0.086486,47.899698,1049.815,0.153664,1.176,-3.08896,0.392,0.06664,0.292824,3.45E-06,0.077616,0.065072,36.039696,789.88,9,-23.64,3,0.51,2.241,2.64E-05,0.594,0.498,275.814,6045,62.0944,-7.88,-1.3396,-5.88636,-6.94E-05,-1.56024,-1.30808,-724.47144,-15878.2,1,0.17,0.747,8.81E-06,0.198,0.166,91.938,2015,0.0289,0.12699,1.50E-06,0.03366,0.02822,15.62946,342.55,0.558009,6.58E-06,0.147906,0.124002,68.677686,1505.205,7.76E-11,1.74E-06,1.46E-06,0.000809974,0.01775215,0.039204,0.032868,18.203724,398.97,0.027556,15.261708,334.49,8452.595844,185255.07,4060225,-56924.51995,-3317.022495,0,1,0,0,1
