,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,principal component 1,principal component 2,Maroon 5,popularity
32,1,0.656,0.848,9,-3.125,0,0.0258,0.0149,0,0.135,0.859,129.995,2010,0.430336,0.556288,5.904,-2.05,0,0.0169248,0.0097744,0,0.08856,0.563504,85.27672,1318.56,0.719104,7.632,-2.65,0,0.0218784,0.0126352,0,0.11448,0.728432,110.23576,1704.48,81,-28.125,0,0.2322,0.1341,0,1.215,7.731,1169.955,18090,9.765625,0,-0.080625,-0.0465625,0,-0.421875,-2.684375,-406.234375,-6281.25,0,0,0,0,0,0,0,0,0.00066564,0.00038442,0,0.003483,0.0221622,3.353871,51.858,0.00022201,0,0.0020115,0.0127991,1.9369255,29.949,0,0,0,0,0,0.018225,0.115965,17.549325,271.35,0.737881,111.665705,1726.59,16898.70003,261289.95,4040100,18892.9374,-1631.717125,1,33
33,1,0.609,0.81,11,-4.207,1,0.0296,0.11,0,0.246,0.47,117.364,2010,0.370881,0.49329,6.699,-2.562063,0.609,0.0180264,0.06699,0,0.149814,0.28623,71.474676,1224.09,0.6561,8.91,-3.40767,0.81,0.023976,0.0891,0,0.19926,0.3807,95.06484,1628.1,121,-46.277,11,0.3256,1.21,0,2.706,5.17,1291.004,22110,17.698849,-4.207,-0.1245272,-0.46277,0,-1.034922,-1.97729,-493.750348,-8456.07,1,0.0296,0.11,0,0.246,0.47,117.364,2010,0.00087616,0.003256,0,0.0072816,0.013912,3.4739744,59.496,0.0121,0,0.02706,0.0517,12.91004,221.1,0,0,0,0,0,0.060516,0.11562,28.871544,494.46,0.2209,55.16108,944.7,13774.3085,235901.64,4040100,-6656.843896,-2153.661603,1,57
34,1,0.625,0.872,2,-4.89,1,0.0327,0.0257,0,0.168,0.961,90.979,2010,0.390625,0.545,1.25,-3.05625,0.625,0.0204375,0.0160625,0,0.105,0.600625,56.861875,1256.25,0.760384,1.744,-4.26408,0.872,0.0285144,0.0224104,0,0.146496,0.837992,79.333688,1752.72,4,-9.78,2,0.0654,0.0514,0,0.336,1.922,181.958,4020,23.9121,-4.89,-0.159903,-0.125673,0,-0.82152,-4.69929,-444.88731,-9828.9,1,0.0327,0.0257,0,0.168,0.961,90.979,2010,0.00106929,0.00084039,0,0.0054936,0.0314247,2.9750133,65.727,0.00066049,0,0.0043176,0.0246977,2.3381603,51.657,0,0,0,0,0,0.028224,0.161448,15.284472,337.68,0.923521,87.430819,1931.61,8277.178441,182867.79,4040100,-60212.62455,-1826.113104,1,39
35,1,0.651,0.791,5,-4.703,0,0.0398,0.00904,0,0.104,0.725,86.453,2010,0.423801,0.514941,3.255,-3.061653,0,0.0259098,0.00588504,0,0.067704,0.471975,56.280903,1308.51,0.625681,3.955,-3.720073,0,0.0314818,0.00715064,0,0.082264,0.573475,68.384323,1589.91,25,-23.515,0,0.199,0.0452,0,0.52,3.625,432.265,10050,22.118209,0,-0.1871794,-0.04251512,0,-0.489112,-3.409675,-406.588459,-9453.03,0,0,0,0,0,0,0,0,0.00158404,0.000359792,0,0.0041392,0.028855,3.4408294,79.998,8.17E-05,0,0.00094016,0.006554,0.78153512,18.1704,0,0,0,0,0,0.010816,0.0754,8.991112,209.04,0.525625,62.678425,1457.25,7474.121209,173770.53,4040100,-69240.05903,-2178.041632,1,36
36,1,0.534,0.693,4,-4.548,1,0.0263,0.121,0,0.335,0.385,92.98,2010,0.285156,0.370062,2.136,-2.428632,0.534,0.0140442,0.064614,0,0.17889,0.20559,49.65132,1073.34,0.480249,2.772,-3.151764,0.693,0.0182259,0.083853,0,0.232155,0.266805,64.43514,1392.93,16,-18.192,4,0.1052,0.484,0,1.34,1.54,371.92,8040,20.684304,-4.548,-0.1196124,-0.550308,0,-1.52358,-1.75098,-422.87304,-9141.48,1,0.0263,0.121,0,0.335,0.385,92.98,2010,0.00069169,0.0031823,0,0.0088105,0.0101255,2.445374,52.863,0.014641,0,0.040535,0.046585,11.25058,243.21,0,0,0,0,0,0.112225,0.128975,31.1483,673.35,0.148225,35.7973,773.85,8645.2804,186889.8,4040100,-56117.87006,-1956.876325,1,37
37,1,0.756,0.925,11,-3.841,1,0.0273,0.000277,0,0.137,0.908,111.96,2010,0.571536,0.6993,8.316,-2.903796,0.756,0.0206388,0.000209412,0,0.103572,0.686448,84.64176,1519.56,0.855625,10.175,-3.552925,0.925,0.0252525,0.000256225,0,0.126725,0.8399,103.563,1859.25,121,-42.251,11,0.3003,0.003047,0,1.507,9.988,1231.56,22110,14.753281,-3.841,-0.1048593,-0.001063957,0,-0.526217,-3.487628,-430.03836,-7720.41,1,0.0273,0.000277,0,0.137,0.908,111.96,2010,0.00074529,7.56E-06,0,0.0037401,0.0247884,3.056508,54.873,7.67E-08,0,3.79E-05,0.000251516,0.03101292,0.55677,0,0,0,0,0,0.018769,0.124396,15.33852,275.37,0.824464,101.65968,1825.08,12535.0416,225039.6,4040100,-17577.79061,-2215.276182,1,35
38,1,0.603,0.618,3,-5.098,1,0.0284,0.147,0,0.105,0.295,149.955,2010,0.363609,0.372654,1.809,-3.074094,0.603,0.0171252,0.088641,0,0.063315,0.177885,90.422865,1212.03,0.381924,1.854,-3.150564,0.618,0.0175512,0.090846,0,0.06489,0.18231,92.67219,1242.18,9,-15.294,3,0.0852,0.441,0,0.315,0.885,449.865,6030,25.989604,-5.098,-0.1447832,-0.749406,0,-0.53529,-1.50391,-764.47059,-10246.98,1,0.0284,0.147,0,0.105,0.295,149.955,2010,0.00080656,0.0041748,0,0.002982,0.008378,4.258722,57.084,0.021609,0,0.015435,0.043365,22.043385,295.47,0,0,0,0,0,0.011025,0.030975,15.745275,211.05,0.087025,44.236725,592.95,22486.50203,301409.55,4040100,59171.77667,-864.2167049,1,53
39,1,0.662,0.84,11,-3.696,0,0.03,0.00903,0,0.147,0.591,99.988,2010,0.438244,0.55608,7.282,-2.446752,0,0.01986,0.00597786,0,0.097314,0.391242,66.192056,1330.62,0.7056,9.24,-3.10464,0,0.0252,0.0075852,0,0.12348,0.49644,83.98992,1688.4,121,-40.656,0,0.33,0.09933,0,1.617,6.501,1099.868,22110,13.660416,0,-0.11088,-0.03337488,0,-0.543312,-2.184336,-369.555648,-7428.96,0,0,0,0,0,0,0,0,0.0009,0.0002709,0,0.00441,0.01773,2.99964,60.3,8.15E-05,0,0.00132741,0.00533673,0.90289164,18.1503,0,0,0,0,0,0.021609,0.086877,14.698236,295.47,0.349281,59.092908,1187.91,9997.600144,200975.88,4040100,-41753.31664,-2421.778797,1,36
40,1,0.656,0.526,0,-8.46,1,0.0245,0.137,9.84E-05,0.108,0.37,103.919,2010,0.430336,0.345056,0,-5.54976,0.656,0.016072,0.089872,6.46E-05,0.070848,0.24272,68.170864,1318.56,0.276676,0,-4.44996,0.526,0.012887,0.072062,5.18E-05,0.056808,0.19462,54.661394,1057.26,0,0,0,0,0,0,0,0,0,0,71.5716,-8.46,-0.20727,-1.15902,-0.000832464,-0.91368,-3.1302,-879.15474,-17004.6,1,0.0245,0.137,9.84E-05,0.108,0.37,103.919,2010,0.00060025,0.0033565,2.41E-06,0.002646,0.009065,2.5460155,49.245,0.018769,1.35E-05,0.014796,0.05069,14.236903,275.37,9.68E-09,1.06E-05,3.64E-05,0.01022563,0.197784,0.011664,0.03996,11.223252,217.08,0.1369,38.45003,743.7,10799.15856,208877.19,4040100,-34220.86541,-1730.380587,1,36
41,1,0.722,0.76,9,-4.459,1,0.0478,0.0118,0,0.294,0.627,128.018,2010,0.521284,0.54872,6.498,-3.219398,0.722,0.0345116,0.0085196,0,0.212268,0.452694,92.428996,1451.22,0.5776,6.84,-3.38884,0.76,0.036328,0.008968,0,0.22344,0.47652,97.29368,1527.6,81,-40.131,9,0.4302,0.1062,0,2.646,5.643,1152.162,18090,19.882681,-4.459,-0.2131402,-0.0526162,0,-1.310946,-2.795793,-570.832262,-8962.59,1,0.0478,0.0118,0,0.294,0.627,128.018,2010,0.00228484,0.00056404,0,0.0140532,0.0299706,6.1192604,96.078,0.00013924,0,0.0034692,0.0073986,1.5106124,23.718,0,0,0,0,0,0.086436,0.184338,37.637292,590.94,0.393129,80.267286,1260.27,16388.60832,257316.18,4040100,14852.71249,-1787.420603,1,47
42,1,0.789,0.773,6,-5.149,0,0.032,0.0471,0,0.195,0.955,129.043,2010,0.622521,0.609897,4.734,-4.062561,0,0.025248,0.0371619,0,0.153855,0.753495,101.814927,1585.89,0.597529,4.638,-3.980177,0,0.024736,0.0364083,0,0.150735,0.738215,99.750239,1553.73,36,-30.894,0,0.192,0.2826,0,1.17,5.73,774.258,12060,26.512201,0,-0.164768,-0.2425179,0,-1.004055,-4.917295,-664.442407,-10349.49,0,0,0,0,0,0,0,0,0.001024,0.0015072,0,0.00624,0.03056,4.129376,64.32,0.00221841,0,0.0091845,0.0449805,6.0779253,94.671,0,0,0,0,0,0.038025,0.186225,25.163385,391.95,0.912025,123.236065,1919.55,16652.09585,259376.43,4040100,16844.42247,-1542.064275,1,33
43,1,0.519,0.804,10,-4.976,0,0.0268,0.00117,0,0.106,0.348,168.059,2010,0.269361,0.417276,5.19,-2.582544,0,0.0139092,0.00060723,0,0.055014,0.180612,87.222621,1043.19,0.646416,8.04,-4.000704,0,0.0215472,0.00094068,0,0.085224,0.279792,135.119436,1616.04,100,-49.76,0,0.268,0.0117,0,1.06,3.48,1680.59,20100,24.760576,0,-0.1333568,-0.00582192,0,-0.527456,-1.731648,-836.261584,-10001.76,0,0,0,0,0,0,0,0,0.00071824,3.14E-05,0,0.0028408,0.0093264,4.5039812,53.868,1.37E-06,0,0.00012402,0.00040716,0.19662903,2.3517,0,0,0,0,0,0.011236,0.036888,17.814254,213.06,0.121104,58.484532,699.48,28243.82748,337798.59,4040100,96201.59596,-1165.850014,1,32
44,1,0.502,0.412,3,-8.262,1,0.027,0.596,0,0.0969,0.221,114.344,2010,0.252004,0.206824,1.506,-4.147524,0.502,0.013554,0.299192,0,0.0486438,0.110942,57.400688,1009.02,0.169744,1.236,-3.403944,0.412,0.011124,0.245552,0,0.0399228,0.091052,47.109728,828.12,9,-24.786,3,0.081,1.788,0,0.2907,0.663,343.032,6030,68.260644,-8.262,-0.223074,-4.924152,0,-0.8005878,-1.825902,-944.710128,-16606.62,1,0.027,0.596,0,0.0969,0.221,114.344,2010,0.000729,0.016092,0,0.0026163,0.005967,3.087288,54.27,0.355216,0,0.0577524,0.131716,68.149024,1197.96,0,0,0,0,0,0.00938961,0.0214149,11.0799336,194.769,0.048841,25.270024,444.21,13074.55034,229831.44,4040100,-13065.89601,-1813.881035,1,51
45,1,0.745,0.867,1,-2.446,1,0.0374,0.017,0,0.281,0.936,106.006,2007,0.555025,0.645915,0.745,-1.82227,0.745,0.027863,0.012665,0,0.209345,0.69732,78.97447,1495.215,0.751689,0.867,-2.120682,0.867,0.0324258,0.014739,0,0.243627,0.811512,91.907202,1740.069,1,-2.446,1,0.0374,0.017,0,0.281,0.936,106.006,2007,5.982916,-2.446,-0.0914804,-0.041582,0,-0.687326,-2.289456,-259.290676,-4909.122,1,0.0374,0.017,0,0.281,0.936,106.006,2007,0.00139876,0.0006358,0,0.0105094,0.0350064,3.9646244,75.0618,0.000289,0,0.004777,0.015912,1.802102,34.119,0,0,0,0,0,0.078961,0.263016,29.787686,563.967,0.876096,99.221616,1878.552,11237.27204,212754.042,4028049,-30290.75429,10774.225,1,52
46,1,0.803,0.851,7,-2.429,1,0.0357,0.00485,0.000358,0.0577,0.881,113.996,2007,0.644809,0.683353,5.621,-1.950487,0.803,0.0286671,0.00389455,0.000287474,0.0463331,0.707443,91.538788,1611.621,0.724201,5.957,-2.067079,0.851,0.0303807,0.00412735,0.000304658,0.0491027,0.749731,97.010596,1707.957,49,-17.003,7,0.2499,0.03395,0.002506,0.4039,6.167,797.972,14049,5.900041,-2.429,-0.0867153,-0.01178065,-0.000869582,-0.1401533,-2.139949,-276.896284,-4875.003,1,0.0357,0.00485,0.000358,0.0577,0.881,113.996,2007,0.00127449,0.000173145,1.28E-05,0.00205989,0.0314517,4.0696572,71.6499,2.35E-05,1.74E-06,0.000279845,0.00427285,0.5528806,9.73395,1.28E-07,2.07E-05,0.000315398,0.040810568,0.718506,0.00332929,0.0508337,6.5775692,115.8039,0.776161,100.430476,1768.167,12995.08802,228789.972,4028049,-13996.59101,10347.94452,1,59
47,1,0.686,0.963,6,-2.532,0,0.0801,0.0658,0,0.104,0.965,143.931,2007,0.470596,0.660618,4.116,-1.736952,0,0.0549486,0.0451388,0,0.071344,0.66199,98.736666,1376.802,0.927369,5.778,-2.438316,0,0.0771363,0.0633654,0,0.100152,0.929295,138.605553,1932.741,36,-15.192,0,0.4806,0.3948,0,0.624,5.79,863.586,12042,6.411024,0,-0.2028132,-0.1666056,0,-0.263328,-2.44338,-364.433292,-5081.724,0,0,0,0,0,0,0,0,0.00641601,0.00527058,0,0.0083304,0.0772965,11.5288731,160.7607,0.00432964,0,0.0068432,0.063497,9.4706598,132.0606,0,0,0,0,0,0.010816,0.10036,14.968824,208.728,0.931225,138.893415,1936.755,20716.13276,288869.517,4028049,46547.03153,10992.3809,1,39
48,1,0.632,0.949,4,-2.671,0,0.0593,0.0302,0,0.0871,0.969,164.118,2007,0.399424,0.599768,2.528,-1.688072,0,0.0374776,0.0190864,0,0.0550472,0.612408,103.722576,1268.424,0.900601,3.796,-2.534779,0,0.0562757,0.0286598,0,0.0826579,0.919581,155.747982,1904.643,16,-10.684,0,0.2372,0.1208,0,0.3484,3.876,656.472,8028,7.134241,0,-0.1583903,-0.0806642,0,-0.2326441,-2.588199,-438.359178,-5360.697,0,0,0,0,0,0,0,0,0.00351649,0.00179086,0,0.00516503,0.0574617,9.7321974,119.0151,0.00091204,0,0.00263042,0.0292638,4.9563636,60.6114,0,0,0,0,0,0.00758641,0.0843999,14.2946778,174.8097,0.938961,159.030342,1944.783,26934.71792,329384.826,4028049,87456.84489,11560.06808,1,56
49,1,0.737,0.615,3,-3.76,1,0.0317,0.0149,0,0.102,0.41,110.023,2007,0.543169,0.453255,2.211,-2.77112,0.737,0.0233629,0.0109813,0,0.075174,0.30217,81.086951,1479.159,0.378225,1.845,-2.3124,0.615,0.0194955,0.0091635,0,0.06273,0.25215,67.664145,1234.305,9,-11.28,3,0.0951,0.0447,0,0.306,1.23,330.069,6021,14.1376,-3.76,-0.119192,-0.056024,0,-0.38352,-1.5416,-413.68648,-7546.32,1,0.0317,0.0149,0,0.102,0.41,110.023,2007,0.00100489,0.00047233,0,0.0032334,0.012997,3.4877291,63.6219,0.00022201,0,0.0015198,0.006109,1.6393427,29.9043,0,0,0,0,0,0.010404,0.04182,11.222346,204.714,0.1681,45.10943,822.87,12105.06053,220816.161,4028049,-22155.57971,10532.55353,1,62
50,1,0.595,0.764,4,-4.631,0,0.0304,0.345,0,0.0855,0.558,95.959,2007,0.354025,0.45458,2.38,-2.755445,0,0.018088,0.205275,0,0.0508725,0.33201,57.095605,1194.165,0.583696,3.056,-3.538084,0,0.0232256,0.26358,0,0.065322,0.426312,73.312676,1533.348,16,-18.524,0,0.1216,1.38,0,0.342,2.232,383.836,8028,21.446161,0,-0.1407824,-1.597695,0,-0.3959505,-2.584098,-444.386129,-9294.417,0,0,0,0,0,0,0,0,0.00092416,0.010488,0,0.0025992,0.0169632,2.9171536,61.0128,0.119025,0,0.0294975,0.19251,33.105855,692.415,0,0,0,0,0,0.00731025,0.047709,8.2044945,171.5985,0.311364,53.545122,1119.906,9208.129681,192589.713,4028049,-50492.89433,10110.21778,1,43
51,1,0.61,0.931,4,-1.872,0,0.0633,0.0167,0,0.0585,0.971,154.874,2007,0.3721,0.56791,2.44,-1.14192,0,0.038613,0.010187,0,0.035685,0.59231,94.47314,1224.27,0.866761,3.724,-1.742832,0,0.0589323,0.0155477,0,0.0544635,0.904001,144.187694,1868.517,16,-7.488,0,0.2532,0.0668,0,0.234,3.884,619.496,8028,3.504384,0,-0.1184976,-0.0312624,0,-0.109512,-1.817712,-289.924128,-3757.104,0,0,0,0,0,0,0,0,0.00400689,0.00105711,0,0.00370305,0.0614643,9.8035242,127.0431,0.00027889,0,0.00097695,0.0162157,2.5863958,33.5169,0,0,0,0,0,0.00342225,0.0568035,9.060129,117.4095,0.942841,150.382654,1948.797,23985.95588,310832.118,4028049,68697.56212,11450.36784,1,43
52,1,0.587,0.701,2,-3.77,1,0.0258,0.0358,0,0.183,0.273,94.981,2007,0.344569,0.411487,1.174,-2.21299,0.587,0.0151446,0.0210146,0,0.107421,0.160251,55.753847,1178.109,0.491401,1.402,-2.64277,0.701,0.0180858,0.0250958,0,0.128283,0.191373,66.581681,1406.907,4,-7.54,2,0.0516,0.0716,0,0.366,0.546,189.962,4014,14.2129,-3.77,-0.097266,-0.134966,0,-0.68991,-1.02921,-358.07837,-7566.39,1,0.0258,0.0358,0,0.183,0.273,94.981,2007,0.00066564,0.00092364,0,0.0047214,0.0070434,2.4505098,51.7806,0.00128164,0,0.0065514,0.0097734,3.4003198,71.8506,0,0,0,0,0,0.033489,0.049959,17.381523,367.281,0.074529,25.929813,547.911,9021.390361,190626.867,4028049,-52514.92227,10357.88422,1,49
53,1,0.758,0.714,7,-5.027,1,0.0382,0.00788,1.34E-06,0.0636,0.403,119.971,2007,0.574564,0.541212,5.306,-3.810466,0.758,0.0289556,0.00597304,1.02E-06,0.0482088,0.305474,90.938018,1521.306,0.509796,4.998,-3.589278,0.714,0.0272748,0.00562632,9.57E-07,0.0454104,0.287742,85.659294,1432.998,49,-35.189,7,0.2674,0.05516,9.38E-06,0.4452,2.821,839.797,14049,25.270729,-5.027,-0.1920314,-0.03961276,-6.74E-06,-0.3197172,-2.025881,-603.094217,-10089.189,1,0.0382,0.00788,1.34E-06,0.0636,0.403,119.971,2007,0.00145924,0.000301016,5.12E-08,0.00242952,0.0153946,4.5828922,76.6674,6.21E-05,1.06E-08,0.000501168,0.00317564,0.94537148,15.81516,1.80E-12,8.52E-08,5.40E-07,0.000160761,0.00268938,0.00404496,0.0256308,7.6301556,127.6452,0.162409,48.348313,808.821,14393.04084,240781.797,4028049,-1974.184414,10222.69343,1,39
54,1,0.74,0.874,4,-4.47,0,0.0992,0.0384,0.00634,0.901,0.709,141.984,2007,0.5476,0.64676,2.96,-3.3078,0,0.073408,0.028416,0.0046916,0.66674,0.52466,105.06816,1485.18,0.763876,3.496,-3.90678,0,0.0867008,0.0335616,0.00554116,0.787474,0.619666,124.094016,1754.118,16,-17.88,0,0.3968,0.1536,0.02536,3.604,2.836,567.936,8028,19.9809,0,-0.443424,-0.171648,-0.0283398,-4.02747,-3.16923,-634.66848,-8971.29,0,0,0,0,0,0,0,0,0.00984064,0.00380928,0.000628928,0.0893792,0.0703328,14.0848128,199.0944,0.00147456,0.000243456,0.0345984,0.0272256,5.4521856,77.0688,4.02E-05,0.00571234,0.00449506,0.90017856,12.72438,0.811801,0.638809,127.927584,1808.307,0.502681,100.666656,1422.963,20159.45626,284961.888,4028049,42512.2126,10977.77205,1,36
55,1,0.52,0.613,0,-3.238,1,0.0268,0.314,0,0.13,0.383,79.914,2007,0.2704,0.31876,0,-1.68376,0.52,0.013936,0.16328,0,0.0676,0.19916,41.55528,1043.64,0.375769,0,-1.984894,0.613,0.0164284,0.192482,0,0.07969,0.234779,48.987282,1230.291,0,0,0,0,0,0,0,0,0,0,10.484644,-3.238,-0.0867784,-1.016732,0,-0.42094,-1.240154,-258.761532,-6498.666,1,0.0268,0.314,0,0.13,0.383,79.914,2007,0.00071824,0.0084152,0,0.003484,0.0102644,2.1416952,53.7876,0.098596,0,0.04082,0.120262,25.092996,630.198,0,0,0,0,0,0.0169,0.04979,10.38882,260.91,0.146689,30.607062,768.681,6386.247396,160387.398,4028049,-82886.62307,10330.30646,1,40
56,1,0.647,0.624,3,-3.415,1,0.0263,0.0196,0,0.224,0.315,111.994,2007,0.418609,0.403728,1.941,-2.209505,0.647,0.0170161,0.0126812,0,0.144928,0.203805,72.460118,1298.529,0.389376,1.872,-2.13096,0.624,0.0164112,0.0122304,0,0.139776,0.19656,69.884256,1252.368,9,-10.245,3,0.0789,0.0588,0,0.672,0.945,335.982,6021,11.662225,-3.415,-0.0898145,-0.066934,0,-0.76496,-1.075725,-382.45951,-6853.905,1,0.0263,0.0196,0,0.224,0.315,111.994,2007,0.00069169,0.00051548,0,0.0058912,0.0082845,2.9454422,52.7841,0.00038416,0,0.0043904,0.006174,2.1950824,39.3372,0,0,0,0,0,0.050176,0.07056,25.086656,449.568,0.099225,35.27811,632.205,12542.65604,224771.958,4028049,-18170.98515,10598.8587,1,38
